台語漢字	pos_h
老古錐	
老古慣	
老古舊	VH
老古板	Na
老古董	Na
老孤khut8	VH
老孤老	
老孤老	
老姑婆	Na
老孤獨	
老舊	VH
老龜精	Na;VH
老龜精	Na
老鬼精	Na
老規矩	Na
老痀痀	VH
老來	
老來嬌	
老人	Na
老人目	Na
老人目鏡	Na
老人鏡	Na
老人根	
老人斑	
老連回	
鬧熱滾滾	
老命	Na
老毛病	Na
老mouh-mouh	
老耄耄	VH
老娘親	Nh
漏話	
漏壺	Na
老把戲	Na
老闆	Na
漏暴	VH
老父	Na
老爸	Na
老爸母	
老伯公	Na
老病	Na
老兵	Na
老朋友	Na
老伴	Na
老婊	Na
老婊頭	Na
漏報	VC
老婆	Na
老婆仔	Na
老婆	VH
老輩	A
老步	Na
老步在	VH
老步在	VH
老步定	VH
老本	Na
老不修	VH
老師	Na
老生	Na
老序大	Na
老瞻	Na;VH
老瞻業	Na
老瞻銀	Na
老先生	Na
漏洩	VC
老身	Na
老相	Na
老實講	Dk
老相	Na
老衰	
漏稅	VH
老師	Na
老乾家	Na
老同姒	Na
漏斗	Na
老鬥頭	
老到	VJ
漏底	
老短命	
老茶色	Na
茶色	Na
老太婆	Na
老太太	Na
老頭	Na
老天酡	Na
老土地	Nb
老套頭	Na
老俀	
老頹	Na
老店	Nc
漏電	VH
老長壽	Na
老豬哥	VH
老倒kiu	
老倒退	Na
老倒thoe7	
老大	Na
老大姊	Na
老大人	Na
老凍戇	Na
老擋戇	Na
漏洞	Na
鬧動	VA
老勻	A
老運	
落	VA
撈話	VB
撈話頭	VB
le2	VC
禮	Na
鱧	b
禮帽	Na
禮物	Na
禮讚	Na;VC
禮鼠	
禮節	Na
禮儀	Na
禮誼	Na
禮遇	VB
禮服	Na
禮讓	VC
le2佮khut8	VC;VB
le2佮體	VC;VB
le2-khang3	VC
禮金	Na
禮券	Na
禮卷	
le2人	b
禮囊	
禮路	Na;Nf
禮貌	Na
le2罵	VA;VC
禮物	Na
禮拜	Na
禮拜一	Nd
禮拜二	
禮拜日	Nd
禮拜堂	Nc
禮炮	Na
禮聘	VF
禮品	Na
禮餅	
禮式	
禮生	Na
禮俗	Na
禮數	Na
禮帖	Na
禮堂	Nc
le3	VC;b
le3番仔火	
麗倒	VH
le5	b;VH
犁	b;VH
腡	
璃	b
螺	Na
麗	b
犁番藷	
螺仔	Na
螺仔鬃	Na
螺仔殼	Na
螺仔餅	
螺肉	
黎明	Nd
螺母	Na
le5-bong2	Na
螺鬃	Na;VB
犁田	VA
犁田園	Na
犁田機	Na
螺旋	Na
螺殼	Na
犁耙	
螺疕	
犁壁	
犁壁草	
犁壁刺	
犁壁藤	
螺貝	
梨山	Nc
螺哨角	Na
犁鯊	
犁礁	VH
le5頭	VA
犁頭	
犁頭草	
犁頭樹	
犁頭鉎	
犁頭鉎	
犁頭鯊	
犁頭戴鼎	b
犁頭陣	VA
螺蒂	
螺鈿	
犁著碉	VH
例	Na;P5
例案	Na
例證	Na
麗春花	
勵志	A
例外	Na
例行	A
鱺魚	
例會	Na
淚炎	
隸字	Na
例假日	Nd
隸屬	VJ
隸屬ti7	VJ
隸書	Na
檸檬	Na
leh	Di;Tc
勒	VC
leh8	Tc
leh8	VH
捩	b
裂	VH
笠仔	Na
裂一空	
裂開	VH
leh8-leh8吼	VH
leh8-leh8-tan5	
leh-hiau5	
捋痧	
leh斗	Na;VH
lek	VC;VH
慄	b
lek8	VR;VC
力	Na
勒	VC
淥	Nb
碌	b;VH
綠	VH
曆	b
錄	VC;Nf
鰳	b
靂	b
溺愛	VC
綠am7-am7	VH
勒目眉	VA
勒馬	VA
勒馬索	
力爭	VE
綠蔥蔥	VH
歷盡	VJ
綠洲	Na
綠玉樹	
力行	VC
力魚	
鰳魚	
歷險	VA
綠化	VH
勒痕	Na
綠意	Na
綠野	Na
綠油精	Na
歷任	Nd
歷屆	Nd
歷經	VJ
綠卡	Na
綠黔黔	VH
氯氣	Na
力勸	VF
淥金	VB;Nb
瀝金	VB
力求	VF
碌過頭	
歷來	Nd
綠內瘴	Na
歷歷	Dh
勒令	VF
歷練	VC
力量	Na
陸路	Na
碌路	VA;b
匿名	VH
碌命	VH
歷年	Nd
歷年來	Dd
綠肥	Na
力不從心	VH
綠珊瑚	
綠色	Na
lek8死	VR
碌死	VR
歷時	VJ
綠閃閃	VH
勒贖	VC
綠十字	A
歷史	Na
歷史學	
歷史系	Nc
歷史家	
歷史性	Na
力士	Na
歷代	Dd
綠豆	Na
綠豆糕	
綠豆鬼	Na
綠豆糜	
綠豆餅	
綠茶	Na
綠地	Na
綠竹	Na
綠竹荀	
綠竹筍	Na
綠島	Nc
力圖	VF
勒目眉	VA
慄節	
慄前腳	
慄價	VH
慄	b
慄落去	VR
慄鼻	
勒索	VD
慄色	VH
慄勢	VH
慄膽	VH
奶	b
蘢	b
冷	VH
冷面	A
冷媒	Na
冷漠	VH
冷靜	VH
冷靜落來	VR
冷菜	
冷清	VH
冷銃	
冷清清	VH
冷凊	VI;VH
冷凊凊	VI;VH
冷笑	VA
冷戰	VA;Na
冗一氣	
冷泉	Na
冷藏	VC
冷水	Na
冷眼	Dh
領悟	VJ
領海	Nc
領域	Na
冷血	VH
冷風	Na
冷鋒	Na
冷感症	Na
領港	VA;Nc
領港船	
領教	VJ
冷氣	Na
冷氣機	Na
冷氣設備	Na
冷卻	VH
冷酷	VH
冷ki-ki	VH
冷支支	VI;VH
冷吱吱	VI;VH
冷宮	Nc
冷汗	Na
嶺南	Nc
冷冷仔	
伶利	VH
伶俐	VH
領略	VJ
冷落	VJ
冷門	VH
冷門貨	
冷房	Nc
冷飯	
冷飯團	
冷飯藤	
冷盤	Na
冷拌	VC
冷色	
冷瀉	
領先	VJ
冷皙皙	VI;VH
冷嘶嘶	
冷森森	
領袖	Na
冷嗖嗖	
冷霜霜	VI;VH
領事	Na
領事館	Nc
冷淡	VH
領土	Na
領土權	
冷鼎	
冷著	VH
冷場	Na
領導	VF;Na
領導者	Na
領導下	
領導有方	VA
領導人	Na
冷凍	VC
冷凍劑	Na
冷凍機	
冷凍食品	
領隊	Na
leng3	VA;VC
leng3走	
踜起來	
踜開	
躘開	VC
踜被	VA
踜身	Dh
躘身	Dh
拎	VC
能	Db;VL
陵	Nf
鈴	Na
零	Ne;VH
龍	Na;Nb
壟	Nf
靈	Nc;VH
鈴仔	Na
龍仔	
龍仔銀	Na
拎馬	VA
靈敏	VH
靈敏度	Na
檸檬	Na
靈物	
靈精	Na;VH
靈前	Nc
寧靜	VH
靈車	Na
陵寢	Na
龍鬚草	
龍鬚藤	
靈厝	
靈芝	Na
龍占	
靈前	Nc
迎接	VC
龍舌	
龍舌草	Na
龍舌蘭	Na
龍脊	Na
龍舟	Na
龍船	Na
龍船草	
龍船葉	
龍船花	
龍船骨	Na
龍船圖	Na
靈應	VH
龍牙草	
龍牙花	
龍眼	Na
龍眼子	
龍眼核	
龍眼雞	
龍眼乾	
龍眼蟲	
靈驗	Na;VH
龍銀	Na
能源	Na
能源危機	Na
能源部	Nc
寧願	VK
零下	A
寧夏	Nc
龍蝦	Na
龍蝦雕	VB
鯪魚	
leng5耳仔	
翎花	
龍鳳餅	
龍虎鬥	Na
零分	
凌雲	Dh
靈魂	Na
靈魂學	
靈藥	Na
羚羊	Na
零用	Na
零用金	Na
龍爪花	
龍爪稷	
龍爪黍	
凌辱	VC
龍絞水	Na
凌駕	VJ
菱角	Na
龍角	
菱角菜	
菱角嘴	VH
菱角鳥	
菱角枕	
龍角管	
靈感	Na;VH
能幹	VH
壟溝	
靈巧	VH
靈氣	Na
靈竅	VH
寧可	Dd;Ca;VK
靈機	
龍崎	Nc
零件	Na
靈機一動	VA
龍宮	Nc
靈柩	Na
龍趕水	Na
鯪公	
靈光	VH
稜龜	Na
龍骨	Na
龍骨車	
龍骨髓	Na
龍鱗草	
凌勒	VA
凌轢	VC
能力	Na
伶俐	VH
能量	Na
鈴喨仔	Na
鈴鐺仔	Na
凌亂	VH
零亂	VH
玲瓏遨	VH
鈴啷仔	Na
玲璫鼓	
龍門	Nc
翎毛箭	
蓮藕	Na
靈活	VH
靈活	VH
獰惡	
龍王	Na
龍袍	Na
龍柏	
龍袍	b
龍虱	
零星	VH
靈性	Na
零時	Nd
鈴聲	Na
靈聖	b;VH
龍涎	Na
龍涎香	Na
凌霄花	
凌晨	Nd
聆賞	VC
零食	Na
靈修	
零售	VC
零售商	Na
零售店	Nc
零數	
能事	Na
靈丹	Na
龍膽草	
龍膽花	
靈體	
聆聽	VC
龍柱	
靈通	VH
龍吐珠	
凌遲	VC
凌治	VC
凌遲	VC
拎tiau5-tiau5	
靈帳	
靈堂	Nc
靈桌	
拎桌仔	
靈位	Na
冗	b;VH
令	VF;Na;VL
另	Ne;Da;Cb
閵	
楝仔	
令姊	Nh
冗一氣	b
令尊	Nh
另外	Ne;Da;Cb
另外食	
另行	Dh
另回	Nf
另方面	Cb;Nf
冗m5絆?	VJ
冗霍霍	VJ;VH
另日	Dd;Nd
另工	Dd
冗空	VH
另起爐灶	VA
leng7去	
冗氣	VH
令旗	
leng7-leng7	Na;b;VH
冗冗	VH
另日	Dd;Nd
令郎	Nh
令妹	Nh
冗鬆	VC;VJ;VH
令弟	Nh
另訂	
令姪	
令堂	Nh
奶仔	Na
奶仔草	
奶母	Na
奶母	Na
奶母車	
奶母力	
奶模	Na
奶蔥	Na
奶嘴仔	
奶珠	Na
奶水	
奶液	Na
奶癰	
奶癌	Na
奶牛	Na
奶虎	
奶粉	Na
奶油	Na
奶齒	Na
奶名	Na
奶房	Na
奶帕仔	Na
奶品	Na
奶房	Na
奶脯	Na
奶匏	Na
奶酸	Na
奶罩	Na
奶罩	Na
奶胎	Na
奶頭	Na
奶糖	Na
奶套	Na
奶豬	Na
奶豬仔	Na
絡	VH
女	Na
你	Nh
李	Nb
里	Na;Nf
妳	Nh
理	Na;VC;VJ
裏	
鯉	Na
李仔	
李仔扦	
李仔糕	
女明星	
里民	Na
里民大會	Na
理財	VA
理財家	
理則	Na
你請	
李樹	Na
女將	Na
女裝	Na
女子	Na
女主角	Na
女主人	Na
你自己	
女鞋	Na
理應	Db
女英雄	
女議員	Na
你我	Na
裡外	Nc
理學	Na
女學校	
理學碩士	
女學生	
女校長	
旅行	VA
履行	VC
旅行車	Na
旅行支票	Na
履行義務	
旅行袋	Na
鯉魚	Na
你兄我弟	VA
理化	Na
理化學家	
理法	Na
理髮	VB
理髮廊	Nc
理髮小姐	
理髮師	Na
理髮廳	Nc
理髮店	Nc
女方	
女皇	Na
旅費	Na
女醫	
女演員	Na
里約	Nc
履約	VA
里約熱內盧	Nc
女傭	Na
女用	A
女醫生	
女友	Na
旅遊	VA
理由	Na
旅遊業	Na
女兒	Na
女人	Na
女人國	
女人心	
旅日	VA
女家	
理該	Db
理解	VK
理解力	Na
理監事	Na
女幹事	
里幹事	Na
女工	Na
里港	Nc
你仝管	
理工學院	Nc
理工科	Nc
你家治	
女教員	Na
女家	
理家	VA;Nb
女警	Na
旅客	Na
理氣	Na;VH
理氣卡長	
理科	Na
理屈	VH
旅居	VC
李鹹	Na
女傑	Na
旅館	Nc
女管家	
女眷	Na
女權	Na
女權運動	Na
女歌星	
女高音	Na
女公子	Na
里拉	Nf
理捋	VC
瘰厤	
履歷	Na
履歷表	Na
li2-li2-lo-lo	
理念	Na
哩哩le-hl	Tc
哩哩落落	VH
哩哩律律	
女流	Na
李老君	
理落	VC
女郎	Na
女奴	Na
理路	Na;Nf
理路直	VH
理論	Na;VE
理論家	Na
理論科學	Na
理論上	
你那坐	Cb
女王	Na
女扮男裝	VA
李白	Nb
女爿	
李旁	b
女伴	
女秘書	Na
女婢	
女僕	Na
里布	
女婿	Na
女色	Na
女生	Na
女性	Na
理性	Na
旅社	Nc
女詩人	
女神	Na
理想	Na;VH
理想主義	Na
理想化	VI
理想家	
理想社會	
女囚	
女修院	
理所當然	VH
女師	Nc
女士	Na
理事	Na
理事會	Na
理事國	Na
理事長	Na
女司機	
女大當嫁	S
女德	Na;VH
李登輝	Nb
李鐵枴	
李托枴	
理智	VH
女店員	Na
女中	Nc;Na
女姪	
里長	Na
旅長	Na
理當	Db
女童子軍	
女童軍	Na
旅途	Na
女徒弟	
li3	VC
li3面皮	
裂扦	
li3做兩塊	
li3-le3叫	
li3-?	VC
li3破	VR
li3破面	
li3皮	VB
厘	Nf;b
狸	Na
籬	b
籬仔	Na
驢仔	Na
li5-a2-kah	Na
狸貓	Na
厘米	Nf
而且	Cb
犛牛	Na
兒戲	Na
而已	Tb
如來	Nb
罹難	VH
厘厘	VH
li5-li5仔	VH
哩哩落落	VH
哩哩塌塌	VH
哩哩落落	
籬笆	Na
厘絲	Da
厘戥	Na
釐訂	VC
釐定	VC
字	Na
利	Na;VH
俐	b
痢	b
餌	Na
鋁	Na
膩	VH
濾	b
離	P1
離	P1
濾仔	
濾仔巾	
濾仔布	Na
字目	Na
離be7開	VR
離be7開	VR
離無偌遠	
離某	
痢疾	Na
痢症	Na
濾淨	
濾清	
利市	b;VH
離愁	Na
二出	
濾出來	
濾出來	
離職	VH
濾酒	
字紙	Na
濾紙	Na
字紙籠	Na
利子	Na
二水	
利水	
濾水器	Na
利益	Na
利益人	VH
厲害	VH
厲害藥	
利害關係	
厲害病	
離合	Na
厲行	VC
離鄉	VA
離鄉背井	VA
離遠遠	
離岸	VA
二花	
二花面	
濾hou7清氣	
離婚	VA
二婚親	
離婚書	
利於	VJ
離異	VH
二爺	
離緣	VA
離緣	VA
離緣某	
利欲	
利用	VC
利用廢物	
利用機會	
利用良機	
利誘	VC
濾油器	
字樣	Na
利尿	
利尿劑	Na
離家	VA
離家出走	VA
二九下昏	Nd
二九暝	Nd
離經	VH
離經	VH
離境	VA
利口	VH
利器	Na
離棄	VB
離去	VA
離開	VC
利己	VH
離奇	VH
離奇失蹤	VH
離近近	
離宮	VA
利流	VH
離奶	VH
離離落落	
蒞臨	VC
俐落	VH
利路	Na
離鹵幌	
二路貨	Na
二路八	
二路八師	
利率	Na
利馬	Nc
字名	Na
鋁門窗	
利弊	Na
痢病	Na
字旁	Na
離譜	VH
離譜	VH
利比亞	Nc
利脾	
利便	VL;VH
離別	VB
二步八	
離世	VA
離世孤	Na
利息	Na
離席	VA
字姓	
二四猛	Dd;Dh;VH
利上加利	
利上利	Na
離心	VC
離身	VA
離俗	VH
呂宋客	
離書	
利水	
利純	Na
利他	VH
離地	VA
二重門	
利頭	Na
字帖	Na
離窵	VH
字條	
離掉	
利得	Na
字tou3格	
字畫聯仔	
字劃	Na
字勻	VH
字運	Na
惹	VC
惹禍	
惹事	
惹代誌	VA
遮面	VA
遮閘	VC;b
liah	VH
跡	Na;b
liah8	VC
掠	VC;VE;b
掠an5	VR
掠無頭總	VH
liah8在外	
liah8走水	VA
liah8走私	VA
掠走私	VA
liah8齊	
掠齊	
liah8賊	
掠賊	
liah8折	
liah8做	VR;VE
liah8做題	
掠壯丁	
liah8準	VE
掠準	VE;b
liah8外	VC;Ng;VH
liah8鱟	VA
掠鱟	b
liah8鱟仔	VC
liah8魚	
掠魚	VA
liah8魚個	Na
掠魚的	Na
掠漁的	Na
liah8和	VR;VA
掠犯人	
掠風趿影	VH
掠風搓圓	VA;VH
liah8影	VH
liah8-iau	
liah8妖	
掠妖	
liah8姦	VA
liah8猴	VA
掠低	b
liah8空	VA
liah8空縫	
掠空縫	VB
liah8齒煙	
liah8去賣	VC
掠去填海	
liah8看	VE
掠看覓	
liah8筋	VB
liah8近路	VA
liah8叫	VE
liah8過馬	VB
liah8講	VE
掠講	VE
liah8狂	VH
liah8公工	
liah8篙泅	
掠篙泅	
liah8拳	VA
掠來辦	
掠人	
掠漏	VC;b
liah8龍	VB
掠龍	VB;b
掠龍的	Na
拍脈	
liah8硬鼻	VH
liah8話骨	
掠話縫	
liah8話屑	
liah8話虱	
掠話虱	
liah8包	VA;VC
掠包	
掠白賊	
liah8白兔	VA;VB
掠平	VH
liah8配	VD;VF
掠配	VD;VF
liah8膨碼	VA;VJ
掠譜	VE
liah8死訣	VH
liah8數	
掠數	VA
liah8算	VE
掠算	VE
掠痧	
掠煞	VA
liah8痧筋	
liah8袒橫	
liah8袒直	
掠蟲	
掠挑夫	
liah8兔仔	VA
liah8定	VH
掠tiau5	VR
liah8著	VR;VC
liah8中和	A
liah8中欄	A
liah8直	
掠直	
掠直路	
掠長補短	
liah8大誤	VH
掠有意思	VK
裂扦	
裂隙	Na
裂開	VR
liah落來	
遮雨	
撕票	VA
裂破	VR;VC
liak8	
略	Da
略勝一籌	VH
略俗仔	Da
遮kham3	VC
遮光	VA
遮遮kham3-kham3	VC
liam	b
冉	Nb
拈	VC
liam2	
苒	Na;b
斂	b
歛	VH
染霧	
斂秤頭	
斂手	VH
斂錢	VA
斂勒	b
斂斂仔	
斂房	b
染色	VB
斂色	VH
染色體	Na
斂省	VH
染著	VJ
染著病	VH
廉肚	
捻	VC
擰	VC
捻be7斷	
捻菜	
捻菜葉	VC
斂手	VC;VH
斂嘴	VH
捻嘴phe2	
捻嘴phoe	
捻嘴	
斂嘴頭	VA
捻hiat-kak	
捻皇	b
捻雞膏	
斂力	
粘	VC;VH
廉	b
黏	VC;VH
鯰	
鯰仔魚	
黏密	
黏be7-tiau5	
廉明	
連捷	VH
粘水	Na
黏水	Na
粘液	Na
粘hou7-tiau5	
黏膠	Na
廉價	A
連襟	Na
廉潔	VH
黏吱乖	
鐮力仔	Na
鐮歷仔	Na
粘粘	
黏醪	
連鞭	Dd
黏膜	Na
粘倚	VC
黏倚	
連鞭	Dd;Nd
連邊	Dd
臨邊	Dd
臨邊久	VA;Nd
粘布	Na
黏布	Na
廉售	
黏貼	VC
黏黐	Na
黏thi-thi	
黏黐黐	
黏土	Na
黏ti7--leh	VC
粘tiau5	VH
連鞭	Dd
廉直	
臨當時	
liam7	P0;Nf
念	VC
唸	VC;VE
唸夢話	Na
念咒	VA
殮葬	
念珠	Na
唸書	VA
唸茹	VH
念經	VA
唸經	VA
念誆	b
唸訣	Na
唸歌訣	VA;VE
唸誆	VC
殮具	
念菇	VA;VH
念父母	
殮布	Na
念佛	VA
念詩	
唸siau5	VA
念頭	Na
拈田嬰	
拈香	VA
liam腳	Dh
跕腳	
跕腳尾	
liam腳行	
冉腳冉手	Dh
拈鬮	VA;Na
拈鬮仔	VA
冉冉	
連鞭	Dd
遮瞞	VC
蔫	b;VH
撚	VC
撚仔	
臉面	Na
蓮霧	Na
撚嘴花	VA
撚錢	Na
lian3一空	
撚遨仔	
撚耳空	VA
輦轎	
撚螺絲	
撚寶	VA;Na
撚寶餅	
撚盤	
撚骰	VA;Na
輦胎	Na
輾轉	VH
lian3	
輾	VA
攆	VA;VC;Nf
輾輾翱	
lian3落去	
連	Dd;Na;io;Da;Nf;P5;Nb;b;VJ;ur
蓮	b
聯	Nf;b
聯仔	Na
鰱仔	
然後	Dd
聯盟	Na
連載	VC
連財	VH
聯彩	Na
聯手	Dh
連串	VH
蓮子	Na
蓮子心	Na
連占	
連接	VC;VJ
連捷昇	
蓮蕉	
聯招	VA
聯招會	Nc
連莊	VH
連坐	VH
連珠炮	
連珠砲	
聯營	VB
聯誼	VA
聯合	VF;Dh
聯合政府	Na
聯合組織	
聯合軍	
聯合報	Nb
連繫	VA
鰱魚	Na
連休	
連號	Na
聯華	Nb
聯歡	VA
聯歡會	Na
連發	VD
蓮花	Na
連回	VH
蓮花坐	VA
蓮花舌	Na
蓮花苞	Na
蓮花燈	
蓮花頭	Na
蓮花池	Nc
蓮花痔	
聯防	
連任	VG
連日	Dd
年鑑	Na
連翹	
聯勤	Nb
聯勤總部	Nc
聯考	Na
連環	A
連枝	Na
連結	A;VC
連結線	
年金	Na
年久失修	VH
連貫	VC
聯句	Na
連櫃	Nc
聯軍	Na
年齡	Na
年齡制限	
連理	Na
連連	Dd
連絡	VC
聯絡站	
聯絡員	
連累	VJ
年輪	Na
連暝	Dd
連綿	VH
聯名	Dh
蓮藕	Na
連年	Dd
連敗	VH
聯邦	Na
聯邦政府	Na
聯邦調查局	Nc
連保	
聯播	VA
蓮房	
蓮苞	Na
聯賽	Na
連衫裙	Na
聯席	A
聯席會議	Na
連勝	VH
聯成	VR
連聲	Dh
連城	Nc;VH
連城	Nc;VH
連聲嗽	Na
連續	Dd;A
聯想	VE
連鎖反應	Na
連soa3	
連紲	Dd;A;Dh;VJ
連續	Dd;A
連線	VA
連線作業	Na
聯署	Dh
連署	Dh
連署人	
連帶	Dh
連帶責任	Na
連帶關係	Na
蓮台	Na
連疊	Dh;VH
連疊來	VH
連體嬰仔	Na
連天	b
蓮池	Na
聯展	Na
連長	Na
聯大	Nc
聯單	
連同	P5
聯對	Na
聯對	Na
聯隊	Na
煉	VC
練	VC
鍊	b
鍊仔	Na
鍊仔蛇	
鏈仔伴	VF;Na
鏈仔伴	VF;Na
練武	VA
煉製	VC
練鵲	
練嘴花	VA
煉獄	Nc
練牙	Na
煉獄	Nc
練戲	VA
煉油廠	Nc
練字	VA
練工褲	
練氣功	
煉金	VA
煉鋼	VA
練拳	VA
煉靈	
練兵	VA
練瘦牙	VA;VB
練瘦話	VA
煉仙	
練仙	VA
練聲	
練仙撽涸	VA
練痟話	VA
練習	VC
煉丹	VA
鍊鐵廠	
煉鐵法	
煉鐵爐	
鏈帶	Na
liang	
兩心願	VH
良	Nb;b
涼	VH
鈴仔	Na
良民	Na
良策	Na
涼蓆	Na
涼薯	
涼水	Na
涼鞋	Na
涼血	
良好	VH
良方	Na
涼風	Na
涼粉草	Na
涼粉條	Na
良緣	Na
良藥	
涼藥	
良家婦女	Na
良機	Na
涼冷	
涼涼	
涼棚	Na
良性	A
良善	VH
良心	Na
涼神	VH
涼爽	VH
涼亭	Na
良知	Na
良多	VH
亮	VC;VH
量	Na;VC
喨仔	Na
量早	VR;Dd
諒情	VC;VJ;VH
量進前	VB
量約	Da
量約仔	Da
量苦	Dd;Ca
量其約	Ne;Nh;Da;VH
亮麗	VH
量冗	VH
亮票	VA
量產	VC
量剩	Na;VJ;VH
量剩錢	Na
量想	VE
量尚	VH
量大小	
亮趁	
亮度	Na
蔫去	
蔫脯	VH
倫琴	
捏	VC
囁	
懾	VA;VK;b;VJ
攝	b
捏	VC
粒	Na;Nf;VH
粒仔	Na
粒仔症	Na
粒仔嘴	Na
粒仔血	
粒仔痕	Na
粒仔跡	Na
粒仔膿	
粒仔跡	Na
粒仔疤	Na
粒仔庀	
粒仔疕	
粒積	VA;Na;VC
立捷	VH
粒捷	VH
獵捷	VH
捏造	VC
捏造謠言	
粒狀	Na
粒結仔	Na
捏麵尪仔	
捏麵猴	
涅槃	
粒飯	Na
捏報	
攝仔客	
攝取	VC
攝護腺	Na
攝影	VB
攝影家	Na
攝影棚	Nc
攝影師	Na
攝襉	Na
攝	
攝去	VA
懾人	VH
攝理	VC
攝攝	VH
涅槃	
攝脯脯	
攝屎	b;VH
攝屎客	
攝私傢	
攝氏	Na
懾膽	VH
列	VC;Nf
烈	VH
熱愛	VJ
熱症	
熱情	Na;VH
熱市	VH
列車	Na
熱癬	VH
列出	VC
烈酒	Na
熱癬	VH
列祖	
烈火	Na
裂痕	Na
列印	VC
列入	VC
烈日	Na
列舉	VC
列舉be7了	VH
列強	Na
列國	Na
列寧	Nb
熱phut-phut	VH
列表	Dh
列席	VA
熱誠	Na
烈士	Na
列島	Na
列隊	Dh
列為	VG
列位	Nh
了	Di;VC;Ta;VJ;VH
擾	b
爪仔	
了後	Dd;Nd;Ng
了尾	Nc;Nd
了儕咯	
了嘴	Di;Ta;VJ
了捷	VH
了截	VH
了鳥囝	Na
了鳥胚	Na
了錢	VA;Na;Di;Ta;VJ;VH
了盡	VH
了然	VJ;VH
瞭若指掌	VI
了解	VK;VJ
瞭解	VK
了解著	VR
了工	Di;Ta;VJ;VH
了家仔	Na
了傢伙	VH
了家囝	Na
了腳手	VH
了結	VC;VH
了局	VH
了力	
了離	VC;VH
了了	VH
擾亂	VJ
了嘍	
了悟	VJ
了白工	
了白力	
了本	VH
了不起	VH
了不得	VH
了神	VH
了事	VA
了theh-theh	
了徹	VH
了大錢	
了斷	VC
擾動	VC
liau5	VC
條	VC;Nf;Nb
聊	VC
嘹	VC;b
寮	b
撩	VC;b
潦	VA
繚	Nf;b
饒	VC
聊仔	
寮仔	
寮仔間	
聊仔是	
撩柴	VC
繚車	VA
撩紙	VC
liau5水	
撩水	VA
潦水	VA
療效	Na
療法	Na
饒痕	Na
療養	VC
療養院	Nc
潦溪	
寮國	Nc
條鋸	
遼寧	Nc
嘹喨	VH
聊聊仔	
聊聊仔是	
寥寥無幾	VH
僚儸	
繚亂	VH
潦落去	
饒裕	VH
饒命	VA
饒變	Na
療傷	VA
饒恕	VC
聊天	VA
遼眺	VH
料	Na
廖	Nb
繚	VC;Nf;b
料草	Na
料做	VE
料到	VE
料叫	VE
料理	Na;VC
料理店	Nc
料絲	
料小	VH
料身	Na
料想	VE
料算	VE
繚索	b
lih8	VH
裂	VH
裂嘴	Na
裂痕	Na
裂經	VH
裂開	Na;VH
裂戎散甲	VH
裂縫	Na
裂線坐	
裂紃	Na
戾恝話	Na
li-li-lak-lak	
lim	VC
	VC
lim hou7礁	VA
lim2	Da;b
凜	b
忍be7-tiau5	VH
忍氣	
忍氣吞聲	VH
凜墘	Nc
斂墘	Nc
斂流	VA
斂斂	Ne;Nc;VC;VH
凜凜仔	
斂斂仔	
忍辱	VH
忍耐	VJ
忍性	Na
忍心	VK
忍受	VK
lim3	VA;VH
	VA
lim3一醒	
lim3一下	
林木	Na
林務	Na
林務局	Nc
淋疾眼	Na
臨沂街	
林業	Na
林園	Nc
林間	Nc
林肯	Nb
林檎	Na
林區	Nc
臨急	Dd
林林總總	VH
林立	VH
琳瑯滿目	VH
林班	Na
淋病	Na
臨盆	VA
臨邊時	Dd
臨產	VA
臨時	Dd
林森	Nb
林地	Na
林場	Nc
臨當時	Dd
任	VG;Nf;Nb;VL
任命	VF
任務	Na
任何	Ne
任意	Dh
任看be7赴	
任期	Na
任內	Na
任性	VH
lim-am2	
lim食	Na
lim食thit	VA
lim酒	VA
lim水	VA
lim完	VR
lim散酒	
lim茶	VA
lim湯	
hia	Df
裡	Ng
恁	Nh;P3
恁母	Nh
恁厝	Na
恁祖媽	Nh
恁好	VH
恁娘	
恁父	
lin3	VA;VC;Nf
輾車輪	VC
輾公園	VC
輾輾遨	
輦輦翱	VA
輾輾轉	
輾斗	Na
人	Na
仁	Na;b
綾	b
鄰	Nf;VJ
磷	Na
麟	b
仁仔粕	b
仁仔餅	Na
仁愛	Na
人命	Na
人命案	Na
憐憫	VJ
人民	Na
人望	
人文	Na
人物	Na
人才	Na
人材	Na
人種	Na
人證	Na
人情	Na
人情債	
人情話	Na
人情世事	
人手	Na
人種	Na
人質	Na
人造	A
仁慈	VH
仁義	Na
仁兄	Nh
人行道	Nc
人和	Na
人犯	Na
人妖	Na
麟兒	Na
lin5-jin2	Na
人間	Nc
人家	A
人格	Na
人格者	
人氣	Na
仁枯	
鄰近	VJ
人權	Na
鄰國	Na
鄰里	Na
人惹	
人類	Na
人倫	Na
人馬	Na
人員	Na
人品	Na
仁粕	Na
燐肥	Na
人參	Na
人生	Na
人性	Na
人心	Na
燐酸	
磷酸	Na
人選	Na
遴選	VC
人蔘	
人數	Na
人事	Na
人畜	
眩著	VJ
人中	Na
鄰長	Na
人道	Na
認份	
認路	
奶珠	Na
lin-long	Dh
玲瓏遨	VA
玲瓏走	
玲瓏哮	
玲瓏叫	
玲瓏鼓	Na
玲瓏踅	VA
玲瓏轉	VA;Nc
奶包	Na
奶脯	Na
奶豆草	
奶藤	
lio2	VC;b
瞭一下	
瞭過	VB
瞭著	VR
