台語漢字	pos_h
顧得	VK
顧洞	VC
構圖	Na
糊	Na;VC;VH
糊仔	Na
糊be7-tiau5	
糊抹	VC
糊藥	VB
糊藥仔	VB
糊勁	VD
糊磕	VA;VC;VJ
糊糊	
糊樗	
糊tiau5-leh	VR
怙武個	
姑仔	Na
孤寂	VH
枯井	Na
姑星	
姑成	
姑情	VF;VE
沽情	VF
姑鳥	
孤鳥	
孤一	A
孤一個	A
孤一人	Dh
孤逝	Na
孤子	Na
孤個	
孤雁	Na
孤項	A
枯礬	Na
辜負	VJ
鴣黃	Na
孤魂	
姑爺	Na
辜恩	VH
膏藥	Na
孤兒	Na
孤兒院	Nc
孤介	VH
媾姦撟	VC
孤雞	
孤間厝	VH
孤腳蹌	
罟起來	
kou起來	VR
孤奇	
孤奇爿	
孤苦	VH
孤khut8	VH
孤枝	
孤囝	Na
孤孤	Da;Cb;Dh
孤軍	Dh
罟來飼	VC
孤老	VA;VH
鉤栗	
酤里	Na
枯里珍	
孤立	VH
孤鸞	
骷髏	Na
孤毛	VH
高溫	Na
孤黃	Na
姑娘	Na
姑娘花	
姑換嫂	
姑惡鳥	
孤癖	VH
姑表	A
姑婆	Na
姑婆草	
姑婆祖	
姑婆芋	
孤飛	
姑不將	VH
姑不終	Dd;VH
姑不而終	VH
孤色	Na
孤死酸	VH
孤身	VH
孤孀	VH
姑嫂仔	Na
姑嫂鳥	Na
孤線	
姑孫仔	
枯ta	VH
枯凋	VH
枯乾	VH
枯ta5	b;VH
枯焦	b;VH
鮕	
孤獨	VH
孤獨僻	VH
孤獨癖	VH
孤獨神	VH
孤單	Da;Cb
孤塊厝	VH
孤丁	Na
孤吊孤	VA
孤條根	Na;VH
姑丈	Na
姑丈公	
孤單	Dh;VH
孤單間	VH
孤單徛	VA
孤單囝	Na
孤單身	VH
孤獨	VH
孤對棧	
孤對個	VA
孤對腳	
孤對削	
孤對釘	
孤對啄	
痀	b;VH
蚼	
裾	
踞	VA
駒	b
龜	Na
久	VH
韭菜	Na
韭菜花	Na
久候	VA
久久	Dd
久來	Dd
久來	Dd
久年	VA;A
久年萬代	
久年願	Na
久年冤	Na
久年病	Na
久年長月	
久病	VH
久長	VH
久長雨	Na
久長冤	Na
久長病	Na
久長步	
鉅大	VH
句	Nf
倨	b
鋸	VC
鋸仔	Na
鋸仔鯊	
灸草	Na
句號	Na
ku3熏	VA
鋸鑢	Na
句讀	Na
句讀清	
句點	Na
瞿	Nb
舅	Na;b
舊	VH
舅仔	Na
舅仔姊夫	Na
舊案	Na
舊漚	VH
舊米	Na
舊糟粕	Na
舊制	Na
舊症	Na
舊症頭	Na
舊情	Na
舊冊	Na
舊冊店	
舊親情	
舊址	Nc
舊食新	
俱全	VH
拒絕	VF
舊作	Na
舊存年	Nd
舊型	A
舊貨	
舊貨底	
舊煙	A
俱佳	VH
舊款	A
舊金山	Nc
舊觀	Na
舅公	Na
舊落落	VH
舊人	Na
舊老博	VH
舊lau3-lau3	VH
舊例	Na
舊曆	Na
舊曆年	Nd
舊落	VH
俱樂部	Nc
舊年	Nd
舊年度	Nd
舊換新	VA
舊話	
舊把戲	Na
舊版	
舊病	
舊譜照搬	VH
俱備	VJ
舅表	
舊衫	Na
舊式	A
舊時	Dd
舊相好	
舊屬	Na
舊岫	Na
舊相	VH
舊相相	VH
舊相	VH
舊事	Na
舊底	Dd;Nd;Ng
舊地	Nc
舊地址	Nc
舅燈	Na
舊頭腦	Na
舊套	Na
舊套頭	Na
舊調	
舊調	
蚼仔	
龜仔	Na
龜仔精	
龜仔囝	Na
龜仔蟲	
龜笑鱉無毛	VA
龜精	Na;VH
龜精	Na;VH
龜蝦	
龜胸	Na
龜花	Na
kui	Na;Nf
規	Ne;VC;Da;b
機	b
龜	Na
歸	VJ
鬼	Na
幾	Ne;Da
鬼仔厝	Na
鬼仔錢	Na
鬼仔魚	Na
鬼仔花	
鬼仔火	Na
鬼仔風	Na
鬼仔囝	VH
鬼仔根	
鬼仔病	
鬼仔胎	Na
幾何個	
幾何工	
鬼面	Na
詭謀	
鬼知	VH
幾十	
幾次	
鬼針草	
鬼精	Na;VH
鬼節	Na
鬼精	Na;VH
鬼會知	VH
鬼厄	Na
貴府	Nc
幾圓	Ne;Da
軌跡	Na
幾日前	Nd
鬼keng7鬼	VA
鬼牽去	
鬼扛鬼	S
鬼怪	Na;VH
幾過	
幾內亞	Nc
幾落日	
幾若個	
幾若工	
幾年前	Nd
幾擺	
幾倍	
幾成	
鬼攝去	
鬼胎	Na
鬼頭刀	
軌道	Na
幾位	
kui3	VC;Nf
季	Nf
癸	b
桂	b
貴	Ne;VH
貴賤	Na
季節	Na
掛紙	
貴族	Na
劊子手	Na
桂花	Na
季風	Na
貴夫人	
貴陽	Nc
貴人	Na
貴庚	Na
季刊	Na
貴客	Na
貴氣	VH
桂枝	
貴金屬	Na
桂冠	Na
貴國	Nh
季軍	Na
瑰麗	VH
桂林	Nc
貴人	Na
舊路	Na
貴賓	Na
掛衫	
貴色雀	
貴姓	VH
貴數	VH
kui3痧	VA
貴蔘蔘	VH
桂竹	
貴重	VH
揆水	VH
懷水	Na;VH
懷囡仔	VA
葵花	
懷時錶	Na
跪	VA
櫃	b
跪落去	VA;VB
跪路呈	
跪拜	VA
跪搭搭	VA
櫃檯	Na
跪地	VA
櫃屜	Na
櫃櫥	Na
kui仔魚	Na
歸暗	Dd
歸案	VH
歸尾	Dd;Na;Dk;Nd
規模	Na
規則	Na;VH
歸正	VB
歸手	Nf;Dh;VH
歸手捧	
規章	Na
歸莊	
規迣	Dg
歸逝	
規罪	VI
歸水	
規個	
歸個	
規個	
歸月日	
kui魚	
歸鄉	VA
歸化	VJ
歸還	VD
規範	Na;VC
規副	
規費	Na
歸依	VJ
歸因於	VJ
規約	Na
歸人	Na
歸仁	Nc
歸入	VJ
規日	Dd
規日	Dd
歸日	Dd
歸日鏡	Na
歸工	Dd
規格	Na
歸家口	
歸家人	
歸空	VH
規氣	Db;VH
歸氣	Db;VH
規矩	Na;VH
歸咎	VI
歸柩	VB
規koaN7	Df;VH
歸綰	Df;VH
歸國	VA
歸功	VI
歸群	
歸納	VC
歸路	
閨女	Na
歸類	VJ
規律	Na;VH
規暝	Dd
歸暝	Dd
規暝到天光	Dd
廣西	Nc
規年	Dd;VH
歸年	Dd;VH
規崙日	Dd
規崙身	Nc
歸倚	VJ
歸碗捧	VC;VJ
規畫	VC
規劃	VC
規腹	Nf
歸腹火	
閨房	Nc
規批	
歸批	
規片	
規篇	Df
規避	VC
歸半日	Nd
規半工	Na
歸半工	Na;Nd
歸半晡	Na;Nd
規盤	A;Da
歸盤	Da
規色	Da
歸色	Da
規身軀	Nc
規世人	Na
歸世人	Na
歸仙	VH
規心	Dh;VH
歸心	Dh;VH
規身	Nc
歸身	Nc;Na
歸信天	VH
規身軀	Na
歸身軀	Nc;Na
歸宿	Na
歸屬感	
歸屬ti7	VJ
歸數	Na
規\|髟	
歸順	VJ
規定	Na;VE
龜頭	Na
規頭面土	VH
歸天	Na
規套	
規拖	Df;VH
規土腳	
歸ti7	VK
規陣	
歸陣	
歸著	VH
規注	
歸隊	VA
龜甲黃	
龜殼	Na
龜殼花	
龜金嘴	
古怪	Na;A;VH
龜怪	VK;VH
痀痀	VH
龜leh-so5	
苦力	Na
苦里	Na
龜裡椹	
龜裂	VH
龜毛	
龜毛神	
君	Nh;Na;Nb;VH
軍	Na;Nf
袞	VA
滾	VA;VC;VB;Nf;b;VH
管	VK;VC;P0
緄仔	
鯀仔	
滾走	VC
滾chhiang5-chhia	VH
滾沖沖	VH
滾沖沖	VH
滾笑	VA;Na;VC;VB;VH
諢笑	VB
滾水	Na
滾水罐	Na
滾拵	VA
滾嘩	VA;Na
滾藥水	
滾絞	VA;VC;VH
滾攪	VA;VC
滾絞痛	VH
滾蛟龍	Na
滾開	VC
滾墘	VB
滾\|強牛	VA;VH
滾翱	VA
滾滾	Df
滾踜	VA
滾落	VC
滾碖拵	VH
袞邊	
滾邊	VB
頸部	Nc
諢耍笑	VB
滾條	VA
kun3	VA
棍	Nf
棍仔	Na
滾強	VA;VH
滾強	VH
棍桶	VH
拳	Nf
焄	VC
群	Nf;b
裙	Na;b
kun5肉	Na
群眾	Na
群集	VH
群聚	VC
群英	Na
群雄	Na
kun5互爛	VR
裙裾	
拳路	Na
kun5-moe5	
kun5爛	VR
拳王	Na
拳賽	Na
群山	Na
拳頭	Na
裙頭	
拳頭母	Na
拳頭拇	Na
拳頭	
拳頭步	Na
拳頭司	Na
拳頭師	Na
群體	Na
kun5湯	
群島	Na
裙帶	
裙帶菜	Na
裙帶親	
郡	Na
窘迫	VH
軍仔	VA
軍民	Na
軍政	Na
軍種	Na
軍職	Na
軍裝	Na
君子	Na
君主	Na
君子賊	
君子樹	
軍校	Nc
軍法	Na
軍閥	Na
軍火	Na
軍服	Na
軍費	Na
軍訓	Na
軍醫	Na
軍營	Nc
軍用	A
軍用狗	Na
軍人	Na
軍港	Na
軍警	Na
軍區	Nc
軍機	Na;on
軍歌	Na
軍官	Na
軍功	Na
軍公教	Na
軍艦	Na
軍力	Na
軍旅	Na
軍備	Na
軍部	Nc
軍心	Na
軍屬	
軍師	Na
軍事	Na
軍團	Na
軍中	Nc
軍長	Na
軍隊	Na
軍委	Na
龜板	Na
龜蟞	Na
龜鱉	Na
龜背	VH
蚼蠅	Na
龜蠅	
痀燒	VA
龜山	Nc
龜山鄉	Nc
龜山島	Nc
龜綏	
kut	
骨	Na;b
鶻	
掘	VC
滑	VA;VH
搰	
掘仔	
滑精	VA;VH
滑車	Na
滑嘴	VA;VH
滑槽	
滑稽戲	Na
崛起	VH
掘金	VA
滑溜	VH
滑溜咻	
滑溜溜	
滑溜驌	
滑落	VA
滑落	VR
滑律術	
滑甪卹	
滑冰	VA
滑跋倒	VR
滑雪	VA
滑雪車	VA
骨頭hu	Na
滑鐵盧	Nc
掘土	
掘土機	
滑滌	VH
滑振動	VA
滑倒	VR
骨目	Na
骨節	Na
骨精	Na
骨髓	Na
骨碎補	
骨簪仔	
骨質	Na
骨鵃	
骨癰	Na
骨齴齴	VH
骨學	Na
龜頭	Na
骨hu	Na
骨灰	Na
骨衣	Na
骨炎症	
骨幹	Na
骨架	Na
骨格	Na
骨骼	Na
骨氣	Na
骨科	Nc
骨力	VH
搰力	VH
搰力腳	
骨輪	Na
骨膜	Na
骨膜炎	
骨瓤	Na
骨牌	Na
骨稟仔	
骨盤	Na
骨骰	Na
骨塊	Na
骨頂	
骨頭	Na
骨頭親	Na;VH
骨頭灰	Na
骨斷	VH
la	Tc
啦	Tc
la3涼	VA
喇叭	Na
蟟	
蜊仔	Na
蜊仔葉	
la5-gia5	Na
蟧蜈	
蟧蜈車	Na
蟟鯉	Na
鯪鯉	Na
la7-lun5燒	
蘿蔔菜	Na
la5-sam5	VH
膋垂	
la7	VB
撓	VC
撓菜	VC
撓蚶	VC
la7-hioh8	Na
la7火	
撓絞	
撓空	VC
撓空頭	VC
撓根絡	VA;VC;VE
撓物件	
撓門路	VC
撈話頭	
撓話頭	Na
獵飛	
撓肥	
la7散	
撓事	VC
撓頭	VC
拉借	VD
拉閒	VH
喇閒	VA
喇榮	VH
啦	Tc
lah8	
獵	VC
蠟	Na
靂	b
蚋仔草	Na
臘肉	Na
獵物	Na
臘物	
蠟燭	Na
蠟燭油	
蠟燭心	
蠟燭台	Na
獵銃	Na
臘腸	Na
臘腸樹	
蠟紙	Na
臘月	Nd
臘油	
獵人	Na
臘人	
曆日	Na
臘日	Na;Nd
曆日圖	
獵狗	Na
獵具	
蠟板	Na
蠟筆	Na
臘盤	Na
蠟盤	Na
蠟像	Na
蠟條	Na
喇嘻	Dh
啦啦隊	Na
拉回	VR
喇叭花	Na
垃圾	Na;VH
垃圾嘴	
垃圾錢	
垃圾水	Na
垃圾血	
垃圾鬼	VH
垃圾物	Na
垃圾話	Na
垃圾病	Na
垃圾肥	VH
lai3-tah	Na
來	Db;VA;Tc;Ng
梨	Na
梨仔	Na
梨仔花	Na
梨仔膏	
梨仔瓜	Na
來chia	
來自	VI;VJ
來的人	
來源	Na
來函	VA;Na
來回	VC
來訪	VA
來hou7伊	Dh
來意	Na
來到	VA;VC
來客	Na
來去	Db;VA;VC;VB;Tc;VJ
來去數	
來去轉	VC
來去倒	Db;VA;VC;Dh
來來去去	
來歷	Na
來歷不明	VH
來路	Na
來路不明	VH
來往	VA;VC;VB
來往數	
來批	VA;Na
來賓	Na
來不及	Dd;VH
來世	Nd
來生	Nd
來勢	Na
來信	VA;Na
來電	VH
內	Ng
利	Dd;Na;VH
利仔錢	Na
內面	Nc
內面間	Nc
內蒙古	Nc
內務	Na
內才	Na
內在	Na
內在的	
內債	Na
內症	Na
內政部	Nc
內政部長	Na
內親	Na
內首	
內牆	
內出血	VH
內障	Na
利錢	Na
內障	
內祖	
內應	Na
內外	Nc
內外攻	VA
內海	Na
內涵	Na
內行	VH
內行個	Na
內行的	
內行人	
lai7-hioh8	Na
鶆鴞	Na
鶆鴞刺	
鶆鴞鷹	
鶆鴞腳	Na
內河	Na
內服	A
內訌	Na
內分泌	Na
內衣	Na
內野	Nc
內野手	
內椽	
內容	Na
利絞利	
內裌仔	Na
內骱	
內角	Na
內奸	Na
內港	Nc
內家	Nc
內景	Na
內腳目骨	
內口	Na;Nf;Ng
利器	Na
內勤	Na
內科	Nc
內科醫生	Na
內褲	Na
利劍劍	VH
內疚	VH
利割	Db;VI;VL;VH
內稈	
內閣制	Na
內公	Na
內功	Na
內裾	
內裙	Na
內壢	Nc
內奶	
內里	
內裡	Nc;Na
內籬仔	Nc
內陸	Nc
內亂	Na
內媽	Na
內門	Na
內奶	
內領衫	Na
內湖	Nc
內湖區	Nc
內腹	Nc
內房	Nc
內爿	
肉爿腳手架	
內叛	VA;Na
內埔	Nc
內部	Nc
內衫	Na
內衫褲	
內傷	Na
內銷	VC
內心	Na
內身	Nc
內腎	Na
內傷	Na
利息	Na
內山	Nc;Na
內線	Na
內山猴	Na
內山客	Na
內山人	Na
內山傖	Na
內孫	
內底	Nc
內底衫	Na
內定	VC;VH
內胎	
內頭	Nc;Na
內痔	Na
內埕	Nc
內中	Nc
利刀	Na
內道	
內勻	
lak	VA;VC;b;VH
彔	
落	VA;VR
lak8	VC;P0;Nf
六	Ne;Nb
六指的	
六月	
六月雪	
六月冬	
六月冬仔	
lak8胸坎	VC
六甲	Nd
六角	
六角草	
六角英	
六腳	Nc;Nf
lak8起來	VR
六輕	Nc
lak8鹹菜	VC
六龜	Nc
lak8-lak8-chhoah	VA;VH
捋捋chhoah	VA;VH
碌碌chhoah	
六捻仔	
lak8衫褲	VC
六信	Nb
六大洲	
磟碡	Na
磟碡草	
磟碡根	
六點半	
六堵	Nc
拉鉤	VC
落無	VH
落站	VC
轆車	Na
落嘴齒	
落職	
lak鑽	Na
錄chng3	VC
轆鑽	Na
落葉	Na
落花	Na
落字	
落價	VH
落低	VA;Na
落殼	VH
落殼欑	
lak空	VA
彔空	
轆孔	VA
落齒	
落級	VB
落臉	VH
落落	VR
落落	VR
落落去	VR
落落來	VR
落毛	VA
落毛	
落庀	
落疕	
落三落四	VH
落色	VH
落鏇	
轆鏇	Na
落衰	VH
落衰	VH
落蓑	
落穗	
落榫	
lak濁火	Na
橐袋仔	Na
落頭毛	
落掉	VR
拉拉山	Nc
喇絡	VH
拉鍊	Na
拉涼	VA
喇涼	
拉涼話	Na
喇涼話	Na
拉圇燒	
拉圇燒	VR;VH
lam	Nf
襤	b
lam2	b;VH
荏	VH
腩	
攬	VC
荏馬	Na
攬尾	VA;VB;VH
纜車	Na
荏漢	Na
攬胸	
lam2貨	Na;A
荏貨	Na
攬腰	
欖仁樹	
欖仁舅	
荏弱	VH
荏腳	Na;VH
荏腳數	Na
lam2腳數	
荏腳數	Na
纜綱	Na
纜綱索	Na
攬leh哭	VA
lam2弱	VH
lam2路	VH
荏路	VH
lam2爛	VH
攬勝	VA
lam2勢	VH
lam2身	VH
lam2身命	b;VH
荏身命	VH
纜線	Na
纜索	Na
攬tiau5-tiau5	VR
攬椆椆	
腩肚肉	
lam3	VC
湳仔	Nc;Na
lam3-cham3	
lam3田	
湳田	Nc;Na
lam3窟	
lam3-lam3	
湳湳	Na;VH
襤獅狗	Na
湳地	Na
lam3土	Na;VH
湳土	Na
湳土窟	Na
lam3肚	
湳肚	
男	Na
南	Ng
淋	VC
楠	b
藍	VH
籃	Nf
南亞	Nc
楠仔	
楠仔枋	
南蠻辛	Na
南美	Nc
南美洲	Nc
南面	Nc
男才女貌	VH
南側	Nc
南昌	Nc
男娶女嫁	Na
南庄	Nc
南蛇	
男裝	Na
男子	Na
楠梓	Nc
男子漢	Na
男主角	Na
淋水	
男尊女卑	
南下	VC
南海	Nc
男孩	Na
南韓	Nc
南迴鐵路	Na
男方	Na
南方	Nc
南風	Na
南風草	
南風戇	Na
南方澳	Nc
南風天	Na
淋雨	VA
南非	Nc
淋瓷搪	A
男婚女嫁	Na
南陽	Nc
淋油	
南洋	Nc
南洋群島	Nc
南洋杉	
男兒	Na
男人	Na
男家	Nc
南港	Nc
南港區	Nc
男家	Nc
南極	Nc
南開	Nc
南區	Nc
南京	Nc
南京東路	Nc
淋金水	VB
南管	Na
男高音	Na
喃喃自語	VE
淋禮	Na
男女	Na
淋落來	
南路鷹	
襤褸	VH
南門	Nc
南澳	Nc
南澳柑	
南北	Nc
南北貨	Na
南北交	VD
男扮女裝	VA
男爿	Na
男旁	Na
南爿	Nc
南旁	Nc
男朋友	Na
男儐相	Na
南部	Nc
藍本	Na
南山人壽	Nb
男色	VB
藍色	Na
男生	Na
男性	Na
男性化	VH
淋身軀	VA
南勢	Nc
南勢	Nc
南山	Nc
男士	Na
南斯拉夫	Nc
南台	Nc
淋tam5	VB
淋澹	VB
南投	Nc
南投市	Nc
南投縣	Nc
南投楠	
南茶	Na
南竹	
男丁	
淋雉雞	Na
淋搪	A
淋碭	VA
藍靛	A
男倒女正	VH
南端	Nc
藍圖	Na
南緯	Na
濫	A;VC;Dh;VH
濫雜	VJ
濫做一下	
濫做夥	
濫刑	
濫伐	VC
濫血	A
濫血個	Na
濫用	VC
濫交	VC
濫墾	VC
lui7-lui7	
濫濫	VC
濫濫參參	
濫濫累累	
濫流	VH
濫摻	Dh;VH
濫糝	Dh;b;VH
濫摻舞	
濫糝做	
濫糝用	VC
濫摻用	VC
濫摻講	VA
濫糝講	VA;Na
濫摻來	VA;VH
濫摻問	
濫糝問	
濫摻呾	VA
濫殺	VC
艦上	Nc
濫使	Dh
艦艇	Na
濫陣	VJ
艦隊	Na
襤棉裘	b
lan	
趼	b
咱	Nh
懶	VH
咱遮人	Nh
咱的	
懶懶	VH
咱人	Nh;Na
懶屍	VH
懶屍蛇	Na
懶屍睏	VA
懶屍骨	Na;VH
懶屍豬	Na
懶惰	VH
lan5	VC
藍	VH
難	VH
蘭	b
鱗	VC;b
難免	Db
難忘	VK
零碎	VH
零碎肉	Na
lan5蔗hah8	
蘭花	Na
難以形容	
難以相信	VB
難易	Na
蘭陽	Nc
蘭陽溪	Nc
難如登天	
難忍	
難解	
lan5甘蔗	
欄杆	Na
難堪	VH
難局	
難怪	Db
難關	Na
難能可貴	VH
零物	Na
難耐	VC
難辨	
難保	Db
零星	VH
零星工課	
難產	VA
零星仔	Na
零星買	A
零星賣	VC
零星尾	Na
零星錢	Na
零星用	Na
零星用	Na
零星工	Na
難色	Na
難成	
難上加難	VH
難說	VK
難事	Na
蘭嶼	Nc
蘭嶼	Nc
難題	Na
難治	
難得	VH
難逃	VJ
難當	VH
難度	Na
難為情	VH
lan7	Na
難	VH
難民	Na
lan7-chhoaN7	VH
lan7鳥	Na
lan7鳥毛	Na
lan7鳥頭	Na
lan7核	Na
lan7核仔	Na
lan7幔	Na
lan7蔓	Na;VH
lan7毛	Na
lan7爛	VH
難胞	Na
lan7-pha	Na
lan7-pha蔥	Na
lan7-pha袋	Na
亂神	
lan7-sui	Na
lang	VH
朗	VA
蘢	b
籠	Nf
lang2	VC
儱	
籠	Nf
籠仔	Na;Nf
籠仔擔	Na;Nf
籠面貨	
lang2褲	VC
攬來	VC
lang2來	VC
籠甫	Na
籠罩	VH
籠底戲	Na
籠底貨	
lang2頭	VC
long2頭	VC
lang2頭的	VA
lang2-tiau5	
lang3	VJ
lang一工	
lang3月	Dd
lang3風	VH
lang3雨	
lang雨暫	
lang3雨縫	
lang雨縫	
lang3日	
lang3日	
lang日	
lang3工	VA;Dh
lang工	Na;s
踉港	VA
lang3空	
lang空	Na;s
lang3空勺	
lang3開	VR
lang3窟	
lang3-liau5	VA;VH
踉潦	VA;VH
lang3縫	VA;Na;Dh;s
lang縫	Na;s
人	Na
儂	Nh
膿	Na
聾	VH
人馬	Na
人面闊	
人才	Na;b
人眾	Nh
人眾眾	Na
人車	Na
人手	Na
膿水	Na
人額	Na
人鵠	Na
人形	Na
人熊	
膿血	
人影	Na
人緣	Na
人緣差	
人樣	Na
人工	Na
人殼	Na
人客	Na
人客間	Na
人客官	Na
人客房	Na
人客伴	Na
人客廳	Nc
人氣	
人去公園	Na
人款	Na
人看人	VH
人乾	Na
人人	Na
膿漏目	Na
人名	Na
人影	Na
人懶懶	VH
人王	
人巴	Na
人扮	Na
人範	Na
人癖	Na
人胚	Na
人颼	Dh
人色	
膿瘍	Na
籠床	Na;Nf
人數	Na
人踏人	VH
人疊人	VH
人頭	
膿頭	
人頭生	VH
人頭殼	Na
人豚仔	Na
人	Nh;Na
弄	VC;Nf;VH
弄嘴花	VA;VH
弄牙	VC;VE;VH
弄囡仔	
弄恨	VC
弄險	VA
弄花	VB
弄花字	VA
弄花鼓	
弄花字	
弄風	VH
弄狗熊	VH
弄到	VC
弄傢俬	
弄拐仔花	
弄股	
弄鼓	
弄龍	VA;VC;Nf
弄龍	VA
lang7縫	
弄被	
弄筆仔尾	VA
弄筆墨	
弄筆尾	VA
弄獅	VA;VC;Nf
弄獅頭	
lang7鬆	VJ
弄鬆	VH
弄新娘	VA
弄翼	Dh
弄藤	
弄大刀	
弄刀弄劍	
蘢親情	Na
lang-lang	VH
蘢蘢	
零星肉	Na
lap	VA;VC;b;VH
塌	b
納	VC
鈉	Na
納采	
納厝稅	
納粹	Na
納租	
納會仔	
納入	VC
邋邋khap-khap	VH
納糧	
納稅	VA
納地租	
喇叭	Na
喇叭	Na
塌帽仔	VB
塌績	VH
邋簀	VH
塌一空	
喇	VH
塌腰	
凹字	Na
凹磕	VH
塌窟	Na;VH
塌窟仔	Na
凹鏡	Na
塌人	VC
塌落	VH
lap落水	
塌落去	VR
lap落去	
塌落去	VH
塌落來	VR
lap-o	Nc;VH
塌窩	Nc
蹋窩	VH
喇缽	VH
塌鼻仔	
蹋步	
lap本	
蹋本	VH
垃圾	VH
垃圾話	
垃圾代	
蹋死	
塌底	
lap著人	
塌洿	Na
塌塢	A
拉穇	VH
拉饞	VH
拉薩	Nc
力	Na
力尾	Na
力草	Na
栗子	Na
栗子色	Na
力水	
鰳魚	
力頭	Na
拉丁	Nb
拉丁美洲	Nc
拉丁語	Na
拉丁教會	
喇天	VJ;VH
喇叭	Na
遶	VA;VC
lau2	VR;VC
老	Dd;VI;VH
佬	b
蓼	b
lau2仔	Na
老仔	Na
佬仔	Na
佬仔指	Na
老仔步	Na
佬仔步	Na
老早	Dd
老在行	Na
老糟	VH
荖草	
老手	Na
老鳥	Na
荖葉	
老花	
荖花	
老二	
撓筋	
蓼稿	b
老慣串	VA
老光棍	
老老實實	
老練	VH
老牌	VH
老闆	Na
老板娘	Na
老闆娘	Na
老朋友	Na
老棚頭	
老細	Na
老相知	Na
老實	VH
老實講	VA
老tai7	
老到	VH
老道	Na
老套頭	
荖藤	
扭著	VR
撓著	VR
扭著頷管	
扭著手	
扭著筋	
撓著筋	
老大	Na
老大哥	Na
lau3	VA;VC;b
落	VA;VR;VI
落走	VA
落尺	VH
落坐	VH
澇chheh8	VH
落糬	
落水	VA
落下ham	VA
落下頷	VA;VC
落下頦	VA;VC
落下頦	VA
lau3胸	A
落葉	
漏風	VB;VH
落字	
落佮吐	VA
落交	VH
落溝	VH
漏交	VH
漏溝	VJ;VH
落景	VC
落肩風	
落肩胛	
漏空	VH
落空銃	VH
落空車	
漏空車	
落空逝	
落空行	VA
落鬮	VH
漏口供	VB
漏氣	VA;Na;VK;VH
漏氣代	Na
落孤鳥	VH
落擺	VC
落腹	
漏腹	VH
落拍	
落蓬	
落跑	VA
落屎	VA;VH
漏屎	b;VH
落屎馬	Na;VH
落屎症	Na
落屎星	Na
漏屎星	Na;Nb
落屎藥	Na
落屎楠	
漏瀉	
落瀉病	Na
落杓仔	
落翼仔	
落胎	VA;VH
漏胎	VA;VH
漏胎藥	
漏吐	Na
落吐症	Na
漏吐症	Na
落吐瀉	Na
落陣	VH
落腸	
落腸頭	
漏大腸頭	
落肚痧	
流	VA;Na;VC;Nf
留	VC
樓	Na;Nf
瘤	Na
樓仔	Na
樓仔厝	Na
樓仔大厝	
留後手	
留後步	VA;VB
流目屎	VA
樓尾頂	
留be7-tiau5	VR
樓面	Na
留面子	VA
留面皮	
流無停	
樓尾厝	Nc;Na
樓井	
流凊汗	
樓車	Na
流凊汗	VA
留嘴鬚	
流嘴瀾	
流出	VR
流糬	
流瘍	Na;VH
留駐	VC
流水	VA;Na;VC;Nf
流水管	
流水席	Na
流水tiN7	VA
流下	VR
流奚奚	
流向	VR
流血	VA
流血桐	
流於	VL
留有	VC
流入	VC
流到	VR
樓腳	
樓腳厝	
劉寄奴	
流汗	VA
樓閣	Na
樓栱	
樓栱楹	
流膿	
留人客	VA
留leh	VR
留落來	VR
流浪漢	Na
流露出	VR
留名	VJ
流瀾	b;VJ
留活扣	
流擺	VA;Na;VC;Nd;Nf;VJ
劉邦	Nb
樓枋	Na
流弊	Na
流鼻	
流鼻水	
流鼻血	
流泍	VA
留屎尾	
牢騷	Na
樓屑仔	Na
流死瘍	
流死瘍	Na
流瘍跡	
留瘍跡	
留地步	VA
樓頂	
流頭	Na
留頭鬃	
留頭毛	VA
樓梯	Na
樓梯層	
樓梯間	
留置	VC
流掉	VR
老	Dd;VH
漏	Na;VH
老仔	Na
漏仔	Na
老阿公	Na
老阿姆	Na
老阿媽	Na
老翁	Nh
老翁某	
老阿伯	Na
老阿婆	Na
老媌	Na
漏網	VH
老馬展鬃	VH
老面皮	Na
老母	Na
老母	Nh;Na
老早死	
老查某	Na
老在	VH
老欉	
老糟	VH
老叔公	Na
老柴焦	Nh;Na
老柴糟	
鬧猜猜	VH
老娼	Na
老娼頭	Na
老青春	
老手	Na
老處女	Na
老厝邊	
漏嘴	
漏出來	VR
老鳥	Na;VH
老鳥精	Na
老chiN2	Na
老將	Na
老一輩	Na
老酒	Na
老總	Na
老祖	Na
老祖公	Na
老祖媽	Na
老主顧	Na
漏水	VH
老e5	Na
老戇	VH
老漢	Nh;Na
老蔻	Na
老兄	Na
老兄弟	Na
老hiau5	
老化	VH
老番角	
老番顛	Na
老番癲	Na
老花	VH
老歲	Na;Nd;VH
老歲仔	Nh;Na
老花目	Na
老花鏡	Na
漏風	Na
老風流	
老風騷	
老虎耳	
老虎心	
老狐狸	Na;VH
老糊塗	Na
漏雨	VH
老夫	Nh
老爺	Na
老爺車	
老妖精	
鬧陽花	
老友	Na
老油條	VH
老字號	Na
鬧熱	VA;Na;VH
鬧熱擺	Na
老奸臣	
老猴	Na
老猴母	
老雞母	Na
老家婆	
漏空	Na
老腳桶	Na
漏口	VH
老去	VH
漏氣	VH
老去	Nd;VH
老款	Na;A;VH
老柝柝	VH
老康健	VH
老劍仙	Na
老健丟	VH
老根節	VH
老薑	
老歌訣	Na
老公仔	Na
老公婆	Na
老古早	Nd;VH
