AID	role	content	number	songtablet	action	book
17395	旦	見是困了,力房門掩上	18.005	NULL	NULL	荔枝記--順治
17396	占	掩上房門,轉過屏風出外廳	18.006	NULL	NULL	荔枝記--順治
17397	旦	人困靜未?	18.007	NULL	NULL	荔枝記--順治
17398	占	人寂靜	18.008	NULL	NULL	荔枝記--順治
17399	旦	見是困靜,相共來去	18.009	NULL	NULL	荔枝記--順治
17400	NULL	一輪光月都成鏡	18.01	NULL	NULL	荔枝記--順治
17401	生	月照庭	18.011	NULL	撞介	荔枝記--順治
17402	生旦合慢	隔窗看見一人影	18.012	NULL	NULL	荔枝記--順治
17403	NULL	驚得我精神都不定	18.013	NULL	NULL	荔枝記--順治
17404	占	亞娘勿驚	18.014	NULL	NULL	荔枝記--順治
17405	NULL	想只處亦無人	18.015	NULL	NULL	荔枝記--順治
17406	NULL	量那是許一個討食仔好定	18.016	NULL	NULL	荔枝記--順治
17407	旦	去看,看是乜人?	18.017	NULL	NULL	荔枝記--順治
17408	生	暗靜去聽	18.018	NULL	NULL	荔枝記--順治
17409	占	是誰ㄑㄑ?都是三哥?	18.019	NULL	NULL	荔枝記--順治
17410	生	都是小妹你	18.02	NULL	NULL	荔枝記--順治
17411	NULL	待我不知叫是誰	18.021	NULL	NULL	荔枝記--順治
17412	NULL	恁亞娘來未?	18.022	NULL	NULL	荔枝記--順治
17413	占	阮亞娘又不來了	18.023	NULL	NULL	荔枝記--順治
17414	生	乜亞,又不來了	18.024	NULL	NULL	荔枝記--順治
17415	NULL	可有話甲你來說無?	18.025	NULL	NULL	荔枝記--順治
17416	占	益春費盡心情	18.026	NULL	NULL	荔枝記--順治
17417	NULL	阮娘仔再三說是	18.027	NULL	NULL	荔枝記--順治
17418	NULL	恐畏伊爹媽得知	18.028	NULL	NULL	荔枝記--順治
17419	NULL	千叮嚀,萬囑付	18.029	NULL	NULL	荔枝記--順治
17420	NULL	不甘放斷恁人情	18.03	NULL	笑介 P.48下	荔枝記--順治
17421	生	小妹你都笑笑年	18.031	NULL	NULL	荔枝記--順治
17422	NULL	卜畏是騙我	18.032	NULL	NULL	荔枝記--順治
17423	占	我實袂騙人	18.033	NULL	NULL	荔枝記--順治
17424	NULL	阮亞娘來在許外了	18.034	NULL	NULL	荔枝記--順治
17425	生	乜亞?恁亞娘來了,[待]去請	18.035	NULL	NULL	荔枝記--順治
17426	占	勿得去	18.036	NULL	NULL	荔枝記--順治
17427	NULL	阮亞娘見你了驚走	18.037	NULL	NULL	荔枝記--順治
17428	NULL	那度阮去	18.038	NULL	NULL	荔枝記--順治
17429	生	向說起動	18.039	NULL	NULL	荔枝記--順治
17430	占	都無乜通食,齒動	18.04	NULL	NULL	荔枝記--順治
17431	生	你罔去我有准	18.041	NULL	NULL	荔枝記--順治
17432	占	亞娘	18.042	NULL	NULL	荔枝記--順治
17433	旦	是誰亞?	18.043	NULL	NULL	荔枝記--順治
17434	占	是伊	18.044	NULL	NULL	荔枝記--順治
17435	生	今來是實了	18.045	NULL	NULL	荔枝記--順治
17436	旦	鬼仔,人都無名無姓	18.046	NULL	NULL	荔枝記--順治
17437	NULL	乜那是伊?是誰?	18.047	NULL	NULL	荔枝記--順治
17438	占	是三哥	18.048	NULL	NULL	荔枝記--順治
17439	旦	那卜是伊,我卜返去了	18.049	NULL	NULL	荔枝記--順治
17440	占	乜卜返去?	18.05	NULL	NULL	荔枝記--順治
17441	旦	不句小人	18.051	NULL	NULL	荔枝記--順治
17442	占	乜小人?目放夾罔入去	18.052	NULL	NULL	荔枝記--順治
17443	占	你亦免強去.把心待定	18.053	NULL	NULL	荔枝記--順治
17444	NULL	且勿得貪困	18.054	NULL	NULL	荔枝記--順治
17445	NULL	須著聽雞啼聲	18.055	NULL	NULL	荔枝記--順治
17446	NULL	三哥,阮亞娘交付你	18.056	NULL	NULL	荔枝記--順治
17447	生	既來則安之	18.057	NULL	NULL	荔枝記--順治
17448	NULL	何故障小人?	18.058	NULL	NULL	荔枝記--順治
17449	旦	走開去,簡仔在處	18.059	NULL	NULL	荔枝記--順治
17450	生	障好個恩情	18.06	NULL	NULL	荔枝記--順治
17451	NULL	叮囑靈雞且慢放聲	18.061	NULL	NULL	荔枝記--順治
17452	NULL	待恁雙人只處敘情	18.062	NULL	NULL	荔枝記--順治
17453	占	阮亦說乞恁聽	18.063	NULL	NULL	荔枝記--順治
17454	NULL	隔牆有耳	18.064	NULL	NULL	荔枝記--順治
17455	NULL	豈可窗(NULL,)外會無人行	18.065	NULL	NULL	荔枝記--順治
17456	生	益春勿得相疑慮	18.066	NULL	NULL	荔枝記--順治
17457	占	官人、娘仔寬心歇宿	18.067	NULL	NULL	荔枝記--順治
17458	NULL	益春袂得隨伴	18.068	NULL	NULL	荔枝記--順治
17459	旦	你卜返去?	18.069	NULL	NULL	荔枝記--順治
17460	占	簡卜返去	18.07	NULL	NULL	荔枝記--順治
17461	旦	等我,我都卜去	18.071	NULL	NULL	荔枝記--順治
17462	占	三哥不句無通度亞娘你去	18.072	NULL	NULL	荔枝記--順治
17463	旦	不,你都那只處	18.073	NULL	NULL	荔枝記--順治
17464	占	只句不是三人個事	18.074	NULL	占下	荔枝記--順治
17465	旦白	鬼仔討死度我	18.075	NULL	NULL	荔枝記--順治
17466	生	簡仔乞伊返去個著	18.076	NULL	NULL	荔枝記--順治
17467	生旦	見然洛陽花似錦	18.077	NULL	NULL	荔枝記--順治
17468	NULL	果然娘仔有真心	18.078	NULL	NULL	荔枝記--順治
17469	NULL	江海雖深,無恁人情深	18.079	NULL	NULL	荔枝記--順治
17470	NULL	雙人佐卜如花似錦	18.08	NULL	NULL	荔枝記--順治
17471	旦	思想起來悶割人心	18.081	NULL	NULL	荔枝記--順治
17472	生	亞娘心悶佐乜	18.082	NULL	NULL	荔枝記--順治
17473	旦	阮爹媽那卜得知	18.083	NULL	NULL	荔枝記--順治
17474	NULL	為君恁喪身	18.084	NULL	NULL	荔枝記--順治
17475	NULL	勸君千萬勿得忘情	18.085	NULL	NULL	荔枝記--順治
17476	NULL	阮今生死亦卜為恁	18.086	NULL	NULL	荔枝記--順治
17477	生	娘仔勿得心悶ㄑㄑ	18.087	NULL	P.49上	荔枝記--順治
17478	NULL	我不比王魁負心	18.088	NULL	NULL	荔枝記--順治
17479	旦	那負心是年?	18.089	NULL	NULL	荔枝記--順治
17480	生	若還負心	18.09	NULL	NULL	荔枝記--順治
17481	NULL	天地責罰定都如神	18.091	NULL	NULL	荔枝記--順治
17482	旦	君恁有意,ㄑㄑ	18.092	NULL	NULL	荔枝記--順治
17483	NULL	我今惜你如惜金	18.093	NULL	NULL	荔枝記--順治
17484	NULL	穿山入石,亦卜共君一樣心	18.094	NULL	NULL	荔枝記--順治
17485	尾聲	有緣千里相見面	18.095	NULL	NULL	荔枝記--順治
17486	NULL	那憑荔枝結姻親	18.096	NULL	NULL	荔枝記--順治
17487	NULL	記得今冥恩愛深	18.097	NULL	NULL	荔枝記--順治
17488	生牽旦	入去亞	18.098	NULL	下	荔枝記--順治
17489	占	雞聲更鼓相催	18.099	NULL	NULL	荔枝記--順治
17490	NULL	心急步遲,踏盡露水	18.1	NULL	NULL	荔枝記--順治
17491	NULL	累阮起早,正是為誰?	18.101	NULL	NULL	荔枝記--順治
17492	NULL	花邊偏僻真個(NULL,(NULL,毛+灬))人驚畏	18.102	NULL	NULL	荔枝記--順治
17493	NULL	只二個拙晏了	18.103	NULL	NULL	荔枝記--順治
17494	NULL	夭句只處困	18.104	NULL	NULL	荔枝記--順治
17495	NULL	一頓乞伊	18.105	NULL	NULL	荔枝記--順治
17496	NULL	ㄑㄑ.人來了	18.106	NULL	NULL	荔枝記--順治
17497	生旦	驚得我魂飛魄散,如癡似醉	18.107	NULL	NULL	荔枝記--順治
17498	旦	一人小死,向驚人	18.108	NULL	"小,疑應作""卜"""	荔枝記--順治
17499	生	井是我?	18.109	NULL	NULL	荔枝記--順治
17500	旦	不是誰?我驚了	18.11	NULL	NULL	荔枝記--順治
17501	生	亞娘勿驚	18.111	NULL	NULL	荔枝記--順治
17502	NULL	只處無別人	18.112	NULL	NULL	荔枝記--順治
17503	NULL	必想是益春	18.113	NULL	NULL	荔枝記--順治
17504	旦	去看,看是乜人?	18.114	NULL	NULL	荔枝記--順治
17505	生	待我去看	18.115	NULL	NULL	荔枝記--順治
17506	旦	爾小帽年?	18.116	NULL	NULL	荔枝記--順治
17507	生	阿啐,都袂記得置	18.117	NULL	NULL	荔枝記--順治
17508	NULL	待我去看一下	18.118	NULL	NULL	荔枝記--順治
17509	NULL	ㄑㄑ是誰亞?	18.119	NULL	NULL	荔枝記--順治
17510	占	是誰?老ㄑ年	18.12	NULL	NULL	荔枝記--順治
17511	NULL	勿得踏著阮腳看	18.121	NULL	NULL	荔枝記--順治
17512	生	簡仔人,卜來更是	18.122	NULL	NULL	荔枝記--順治
17513	NULL	驚得我冷汗都流	18.123	NULL	NULL	荔枝記--順治
17514	占	拙久那不驚,汗亦流了	18.124	NULL	NULL	荔枝記--順治
17515	生	簡仔人也識事.請入內	18.125	NULL	NULL	荔枝記--順治
17516	占	阮亞娘年?	18.126	NULL	NULL	荔枝記--順治
17517	生	亞娘在許內,入去	18.127	NULL	NULL	荔枝記--順治
17518	生	披星帶月為阮受累	18.128	NULL	NULL	荔枝記--順治
17519	旦	是誰?	18.129	NULL	NULL	荔枝記--順治
17520	生	是益春	18.13	NULL	NULL	荔枝記--順治
17521	占	亞娘是簡,勿驚	18.131	NULL	NULL	荔枝記--順治
17522	旦	鬼仔,卜來便來,向驚人乜事?	18.132	NULL	NULL	荔枝記--順治
17523	占	簡是卜驚陳三	18.133	NULL	NULL	荔枝記--順治
17524	NULL	做乜敢驚亞娘?	18.134	NULL	NULL	荔枝記--順治
17525	旦	今勿叫伊陳三	18.135	NULL	NULL	荔枝記--順治
17526	占	不,卜叫伊乜	18.136	NULL	NULL	荔枝記--順治
17527	旦	"叫伊""官"""	18.137	NULL	NULL	荔枝記--順治
17528	占	亞娘也好笑	18.138	NULL	NULL	荔枝記--順治
17529	NULL	伊共簡都是一般樣人	18.139	NULL	NULL	荔枝記--順治
17530	NULL	甲簡叫伊官	18.14	NULL	NULL	荔枝記--順治
17531	旦	鬼仔,我都著叫伊官	18.141	NULL	NULL	荔枝記--順治
17532	NULL	你夭句不叫	18.142	NULL	NULL	荔枝記--順治
17533	占	向說,便是亞娘爾說人情	18.143	NULL	NULL	荔枝記--順治
17534	旦	好大人情	18.144	NULL	NULL	荔枝記--順治
17535	占	官人、娘仔坐障端正	18.145	NULL	NULL	荔枝記--順治
17536	NULL	乞簡賀喜一下	18.146	NULL	NULL	荔枝記--順治
17537	生	爾卜共我賀喜	18.147	NULL	NULL	荔枝記--順治
17538	NULL	我句無乜通共爾插花	18.148	NULL	NULL	荔枝記--順治
17539	占	慶賀娘郎青春停對	18.15	NULL	P.49下	荔枝記--順治
17540	旦	你插花須憶著伊針花圍	18.151	NULL	NULL	荔枝記--順治
17541	生	感謝小妹恩德如泰山	18.152	NULL	NULL	荔枝記--順治
17542	旦	歇大泰人也無動靜	18.153	NULL	"""人""應作""山"",""也""因作""乜"""	荔枝記--順治
17543	NULL	共簡仔唱[口+惹]	18.154	NULL	NULL	荔枝記--順治
17544	占	官人即是無動靜?	18.155	NULL	NULL	荔枝記--順治
17545	旦	侢樣?	18.156	NULL	NULL	荔枝記--順治
17546	占	叫:昨暮冥年	18.157	NULL	生搖頭	荔枝記--順治
17547	旦	夭無乞簡仔?	18.158	NULL	NULL	荔枝記--順治
17548	NULL	說來.不說討死度我	18.159	NULL	NULL	荔枝記--順治
17549	占	亞娘甲簡來退約	18.16	NULL	NULL	荔枝記--順治
17550	NULL	伊亦抱人亦斟人	18.161	NULL	NULL	荔枝記--順治
17551	生	夭說?	18.162	NULL	NULL	荔枝記--順治
17552	旦	秋亞	18.163	NULL	NULL	荔枝記--順治
17553	NULL	伊是虎母力未著,思量虎子	18.164	NULL	NULL	荔枝記--順治
17554	生	我卜伊都不	18.165	NULL	NULL	荔枝記--順治
17555	占	伊親像當山狗個年	18.166	NULL	NULL	荔枝記--順治
17556	NULL	愛得連岫都去除即好亞乜?	18.167	NULL	NULL	荔枝記--順治
17557	生	不是向說	18.168	NULL	NULL	荔枝記--順治
17558	NULL	那論功勞,不論貴賤	18.169	NULL	NULL	荔枝記--順治
17559	NULL	深感娘仔情似海一般	18.17	NULL	NULL	荔枝記--順治
17560	合	捨身月下相隨伴	18.171	NULL	NULL	荔枝記--順治
17561	NULL	如魚得水,似虎傍山	18.172	NULL	NULL	荔枝記--順治
17562	NULL	請喜今旦解得心頭悶散	18.173	NULL	NULL	荔枝記--順治
17563	占	益春拜覆娘]共郎	18.174	NULL	NULL	荔枝記--順治
17564	NULL	愿待娘郎做卜青春久長	18.175	NULL	NULL	荔枝記--順治
17565	生旦	只處立久亦畏人聽聞	18.176	NULL	內打鼓介	荔枝記--順治
17566	NULL	鼓角催更天卜光	18.177	NULL	NULL	荔枝記--順治
17567	旦	益春力鋪陳收起	18.178	NULL	NULL	荔枝記--順治
17568	占	將力只鋪陳收卜停當	18.179	NULL	NULL	荔枝記--順治
17569	生	小妹今卜斷約值時?	18.18	NULL	NULL	荔枝記--順治
17570	占	今便著問阮亞娘	18.181	NULL	NULL	荔枝記--順治
17571	NULL	夭句問阮?	18.182	NULL	NULL	荔枝記--順治
17572	生	恁亞娘並無實事	18.183	NULL	NULL	荔枝記--順治
17573	NULL	爾簡仔可有實事	18.184	NULL	NULL	荔枝記--順治
17574	占	向說,待阮問阮亞娘	18.185	NULL	NULL	荔枝記--順治
17575	NULL	亞娘,今卜共伊斷約值時!	18.186	NULL	NULL	荔枝記--順治
17576	旦	拠爾	18.187	NULL	NULL	荔枝記--順治
17577	占	今冥	18.188	NULL	NULL	荔枝記--順治
17578	旦	可緊	18.189	NULL	NULL	荔枝記--順治
17579	占	十四冥	18.19	NULL	NULL	荔枝記--順治
17580	旦介占白	三哥再共爾斷約	18.191	NULL	NULL	荔枝記--順治
17581	NULL	等待十四冥昏	18.192	NULL	NULL	荔枝記--順治
17582	尾聲 占	窓外月光都成水	18.193	NULL	NULL	荔枝記--順治
17583	NULL	不覺門樓鼓落擂	18.194	NULL	NULL	荔枝記--順治
17584	NULL	一對鴛鴦侢甘拆分開?	18.195	NULL	NULL	荔枝記--順治
17585	旦入	野草閑花做一排	18.196	NULL	NULL	荔枝記--順治
17586	NULL	及時徙來一處栽	18.197	NULL	NULL	荔枝記--順治
17587	占	五百年前相結托	18.198	NULL	NULL	荔枝記--順治
17588	NULL	雙雙凰鳳上瑤台	18.199	NULL	NULL	荔枝記--順治
17589	生	亞娘,十四冥放可早來	18.2	NULL	NULL	荔枝記--順治
17590	占	十四冥阮句無通乞阮亞娘來	18.201	NULL	NULL	荔枝記--順治
17591	生	袂做人情	18.202	NULL	三合下	荔枝記--順治
17592	NULL	今好嘮	18.203	NULL	並下	荔枝記--順治
17593	NULL	益春送花	19	NULL	P.50上	荔枝記--順治
17594	生	巫山路徑纔回	19.001	NULL	NULL	荔枝記--順治
17595	NULL	聽曉鐘聲	19.002	NULL	NULL	荔枝記--順治
17596	NULL	歡娛嫌夜短	19.003	NULL	NULL	荔枝記--順治
17597	NULL	寂寞苦日長	19.004	NULL	NULL	荔枝記--順治
17598	NULL	為伊費盡心机	19.005	NULL	NULL	荔枝記--順治
17599	NULL	艱辛受苦三年	19.006	NULL	NULL	荔枝記--順治
17600	NULL	喜得相逢花灼艷	19.007	NULL	NULL	荔枝記--順治
17601	NULL	如是金榜帶名時	19.008	NULL	"帶,應作""掛"""	荔枝記--順治
17602	NULL	伯卿且喜共五娘會佳期	19.009	NULL	NULL	荔枝記--順治
17603	NULL	如密調落糖一般	19.01	NULL	"密,應做""蜜"""	荔枝記--順治
17604	NULL	自全著伊相割帛	19.011	潮調	NULL	荔枝記--順治
17605	NULL	忘食廢寢	19.012	NULL	NULL	荔枝記--順治
17606	NULL	無機會得邀伊同欣笑	19.013	NULL	NULL	荔枝記--順治
17607	NULL	一段相思債還了	19.014	NULL	NULL	荔枝記--順治
17608	NULL	阮二人會得會合	19.015	NULL	NULL	荔枝記--順治
17609	NULL	那無益春著謔	19.016	NULL	NULL	荔枝記--順治
17610	NULL	司量益春功劳不少	19.017	NULL	NULL	荔枝記--順治
17611	NULL	我記得前日益春來退約	19.018	NULL	NULL	荔枝記--順治
17612	NULL	亦曾有話說	19.019	NULL	NULL	荔枝記--順治
17613	NULL	ㄑ是:願恁歡ㄑ對ㄑ	19.02	NULL	NULL	荔枝記--順治
17614	NULL	許時益春容易	19.021	NULL	"""益春""應作""愛阮"""	荔枝記--順治
17615	NULL	只番若卜來	19.022	NULL	NULL	荔枝記--順治
17616	NULL	只事定卜做到成	19.023	NULL	NULL	荔枝記--順治
17617	NULL	愛卜三人同一心	19.024	NULL	NULL	荔枝記--順治
17618	NULL	許時巫山雲雨,暮ㄑ朝ㄑ	19.025	NULL	NULL	荔枝記--順治
17619	NULL	昨冥共亞娘恩愛	19.026	NULL	NULL	荔枝記--順治
17620	NULL	今旦心神困倦	19.027	NULL	NULL	荔枝記--順治
17621	NULL	不免就只處歇一醒	19.028	NULL	NULL	荔枝記--順治
17622	占	昨夜牛女會佳期	19.029	NULL	NULL	荔枝記--順治
17623	NULL	今朝即免害相思	19.03	NULL	NULL	荔枝記--順治
17624	NULL	益春將惡說破	19.031	NULL	NULL	荔枝記--順治
17625	NULL	心緒且對東風知	19.032	NULL	NULL	荔枝記--順治
17626	NULL	ㄑ阮亞娘	19.033	NULL	NULL	荔枝記--順治
17627	NULL	昨冥即共三哥一冥恩愛	19.034	NULL	NULL	荔枝記--順治
17628	NULL	賽過百日恩情	19.035	NULL	NULL	荔枝記--順治
17629	NULL	早起阮亞娘在花架下採花	19.036	NULL	NULL	荔枝記--順治
17630	NULL	就憶著官人,無心無緒	19.037	NULL	NULL	荔枝記--順治
17631	NULL	將花針成串	19.038	NULL	NULL	荔枝記--順治
17632	NULL	甲阮送去度官人帶	19.039	NULL	NULL	荔枝記--順治
17633	NULL	前日去退約被伊執ㄑ力ㄑ	19.04	NULL	NULL	荔枝記--順治
17634	NULL	是阮不從伊	19.041	NULL	NULL	荔枝記--順治
17635	NULL	今卜送花去度伊	19.042	NULL	NULL	荔枝記--順治
17636	NULL	ㄑ人若那有意	19.043	NULL	NULL	荔枝記--順治
17637	NULL	但得聽從	19.044	NULL	NULL	荔枝記--順治
17638	NULL	採來花蕊手內香	19.045	NULL	NULL	荔枝記--順治
17639	NULL	素香間在只墻薇花叢	19.046	NULL	"""墻""應作""薔"""	荔枝記--順治
17640	NULL	花圍不甘帶	19.047	NULL	NULL	荔枝記--順治
17641	NULL	使阮送度有情郎	19.048	NULL	NULL	荔枝記--順治
17642	NULL	看只物輕,亦表人情意重	19.049	NULL	NULL	荔枝記--順治
17643	NULL	官人那卜帶只花是年?	19.05	NULL	NULL	荔枝記--順治
17644	NULL	官人那卜帶花	19.051	NULL	NULL	荔枝記--順治
17645	NULL	須憶針花人	19.052	NULL	NULL	荔枝記--順治
17646	NULL	阮那卜障入去,侢得入頭?	19.053	NULL	NULL	荔枝記--順治
17647	NULL	著力只花來打散除	19.054	NULL	NULL	荔枝記--順治
17648	NULL	伊定甲阮共伊針	19.055	NULL	NULL	荔枝記--順治
17649	NULL	言來語去,即好人頭	19.056	NULL	"""人頭""應作""入頭"""	荔枝記--順治
17650	NULL	開門ㄑㄑ	19.057	NULL	NULL	荔枝記--順治
17651	生	略巧眠夢入陽臺	19.058	剔銀燈	P.50下	荔枝記--順治
17652	NULL	遇神女說出恩愛	19.059	NULL	占叫門	荔枝記--順治
17653	生	乜人叫門驚醒來	19.06	NULL	NULL	荔枝記--順治
17654	NULL	是誰亞?	19.061	NULL	NULL	荔枝記--順治
17655	占	是益春	19.062	NULL	NULL	荔枝記--順治
17656	生	是益春,待來	19.063	NULL	NULL	荔枝記--順治
17657	NULL	是益春便請入來	19.064	NULL	NULL	荔枝記--順治
17658	NULL	見爾來,必然有好事	19.065	NULL	NULL	荔枝記--順治
17659	NULL	有乜消息	19.066	NULL	NULL	荔枝記--順治
17660	NULL	益春你來報乞阮知	19.067	NULL	NULL	荔枝記--順治
17661	占	阮亞娘甲阮送花來度恁帶	19.068	NULL	NULL	荔枝記--順治
17662	生	亞娘知我是貪花人	19.069	NULL	NULL	荔枝記--順治
17663	NULL	即甲爾送花來度阮帶	19.07	NULL	NULL	荔枝記--順治
17664	NULL	亞娘甲爾送花來	19.071	NULL	NULL	荔枝記--順治
17665	NULL	有乜話甲爾來說?	19.072	NULL	NULL	荔枝記--順治
17666	占	有話說	19.073	NULL	NULL	荔枝記--順治
17667	生	說乞我曉得	19.074	NULL	NULL	荔枝記--順治
17668	占	將只花分做二串	19.075	NULL	NULL	荔枝記--順治
17669	NULL	送乞君,獨自針帶	19.076	NULL	NULL	荔枝記--順治
17670	生	因乜不針?	19.077	NULL	NULL	荔枝記--順治
17671	占	卜侢恁針,又討無線	19.078	NULL	NULL	荔枝記--順治
17672	NULL	獨自針,勿得嫌棄	19.079	NULL	NULL	荔枝記--順治
17673	NULL	勸官人恁心且放寬	19.08	NULL	NULL	荔枝記--順治
17674	NULL	愛卜伊針恁帶	19.081	NULL	NULL	荔枝記--順治
17675	NULL	須等待明旦	19.082	NULL	NULL	荔枝記--順治
17676	生	有花不針卜等明旦	19.083	NULL	NULL	荔枝記--順治
17677	NULL	正是:現錚不打,何處煉銅?	19.084	NULL	"錚,應作""鐘"""	荔枝記--順治
17678	占	見是不帶	19.085	NULL	NULL	荔枝記--順治
17679	NULL	待阮針恁帶	19.086	NULL	NULL	荔枝記--順治
17680	生	著恁亞娘針,我即肯帶	19.087	NULL	NULL	荔枝記--順治
17681	占	我壞亞!	19.088	NULL	NULL	荔枝記--順治
17682	NULL	好意共人針花,乞人不帶	19.089	NULL	NULL	荔枝記--順治
17683	NULL	我將只花帶還來去度阮亞娘	19.09	NULL	NULL	荔枝記--順治
17684	生	見那障說	19.091	NULL	NULL	荔枝記--順治
