AID	role	content	number	songtablet	action	book
17034	生	我為你失了志氣,你想!	15.537	NULL	NULL	荔枝記--順治
17035	NULL	我不是辜恩負義	15.538	NULL	NULL	荔枝記--順治
17036	旦	君恁言語句句卜記	15.539	NULL	NULL	荔枝記--順治
17037	生	共小人斷約	15.54	NULL	NULL	荔枝記--順治
17038	旦	共君斷約	15.541	NULL	NULL	荔枝記--順治
17039	生	值時?	15.542	NULL	NULL	荔枝記--順治
17040	旦	須等今冥人困靜	15.543	NULL	NULL	荔枝記--順治
17041	生	誰留門?	15.544	NULL	NULL	荔枝記--順治
17042	旦	恁留門	15.545	NULL	NULL	荔枝記--順治
17043	生	若不來是年?	15.546	NULL	NULL	荔枝記--順治
17044	旦	若還不來,頭上是天	15.547	NULL	NULL	荔枝記--順治
17045	生	天,井不在許頭上?	15.548	NULL	NULL	荔枝記--順治
17046	NULL	若還負小人是年?	15.549	NULL	NULL	荔枝記--順治
17047	旦	阮亦咒誓乞恁聽	15.55	NULL	NULL	荔枝記--順治
17048	生	咒乞小人聽個著	15.551	NULL	NULL	荔枝記--順治
17049	旦	若還那卜負君	15.552	NULL	P.44下	荔枝記--順治
17050	NULL	天地責罰黃氏五娘	15.553	NULL	NULL	荔枝記--順治
17051	NULL	促命早先死	15.554	NULL	NULL	荔枝記--順治
17052	生	我(NULL,冂+夕)啞!甘乞爾死?請起	15.555	NULL	NULL	荔枝記--順治
17053	NULL	感謝娘仔真有人情	15.556	NULL	NULL	荔枝記--順治
17054	旦	阮明知恁假意學磨鏡	15.557	NULL	NULL	荔枝記--順治
17055	NULL	來阮厝行	15.558	NULL	NULL	荔枝記--順治
17056	生	既知,為何卜罵小人佐乜	15.559	NULL	NULL	荔枝記--順治
17057	旦	阮罵你那是瞞阮媽共爹	15.56	NULL	NULL	荔枝記--順治
17058	生	小人不知,[越]自[見]苦	15.561	NULL	見,疑應作痛或疼	荔枝記--順治
17059	旦	我君你今障說	15.562	NULL	NULL	荔枝記--順治
17060	NULL	我只心肝越[疼]	15.563	NULL	NULL	荔枝記--順治
17061	生	林大摧親卜侢樣?	15.564	NULL	NULL	荔枝記--順治
17062	旦	懊恨丁古林大鼻	15.565	NULL	NULL	荔枝記--順治
17063	生	林大爹一個鼻拙大個	15.566	NULL	NULL	荔枝記--順治
17064	NULL	都恁鳳[]年	15.567	NULL	[]似桃,似排,似柑	荔枝記--順治
17065	NULL	通乞啞娘拎得桃	15.568	NULL	NULL	荔枝記--順治
17066	NULL	啞娘甘罵伊?	15.569	NULL	旦打	荔枝記--順治
17067	慢	早死無命	15.57	NULL	NULL	荔枝記--順治
17068	NULL	每日催親迫緊	15.571	NULL	NULL	荔枝記--順治
17069	NULL	阮今幾返著伊險送了性命	15.572	NULL	NULL	荔枝記--順治
17070	生	我勸你心把定	15.573	NULL	尾聲	荔枝記--順治
17071	旦	一世不負君人情	15.574	NULL	NULL	荔枝記--順治
17072	外內	小七割草飼馬	15.575	NULL	NULL	荔枝記--順治
17073	旦	走來!	15.576	NULL	NULL	荔枝記--順治
17074	生	是誰?	15.577	NULL	NULL	荔枝記--順治
17075	旦	是阮爹叫小七割草飼馬	15.578	NULL	NULL	荔枝記--順治
17076	生	驚得我脉鼓都鳴	15.579	NULL	NULL	荔枝記--順治
17077	旦	我看你是脈鼓都鳴	15.58	NULL	NULL	荔枝記--順治
17078	合	心神把定勿得著驚	15.581	NULL	NULL	荔枝記--順治
17079	生	今有乜通乞小人佐表記?	15.582	NULL	NULL	荔枝記--順治
17080	旦	都有荔枝在恁邊了	15.583	NULL	NULL	荔枝記--順治
17081	生	荔枝舊了	15.584	NULL	NULL	荔枝記--順治
17082	NULL	今看有乜可新個無?	15.585	NULL	NULL	荔枝記--順治
17083	旦	恁只一人可泊情	15.586	NULL	NULL	荔枝記--順治
17084	旦	姻緣都未就,就卜棄舊迎新	15.587	NULL	NULL	荔枝記--順治
17085	生	小人焉敢棄舊迎新	15.588	NULL	NULL	荔枝記--順治
17086	NULL	若有負心,神天可表	15.589	NULL	NULL	荔枝記--順治
17087	旦	阮一時出來都無乜物	15.59	NULL	NULL	荔枝記--順治
17088	NULL	那有一條御羅手帕,度你為記	15.591	NULL	NULL	荔枝記--順治
17089	生	手帕可輕	15.592	NULL	NULL	荔枝記--順治
17090	NULL	看有乜可重個[無]?	15.593	NULL	NULL	荔枝記--順治
17091	旦	物輕意重就是	15.594	NULL	NULL	荔枝記--順治
17092	NULL	恁愛重椅棹[]去	15.595	NULL	[]表空格	荔枝記--順治
17093	生	無妨	15.596	NULL	NULL	荔枝記--順治
17094	入白	早力荔枝為定期	15.597	NULL	NULL	荔枝記--順治
17095	NULL	今持禦羅做「表」記	15.598	NULL	NULL	荔枝記--順治
17096	NULL	在天願佐比翼鳥	15.599	NULL	NULL	荔枝記--順治
17097	NULL	在地共結連理枝	15.6	NULL	並下	荔枝記--順治
17098	NULL	林大催親	16	NULL	P.45上	荔枝記--順治
17099	爭上	林郎ㄑㄑ風騷打辦不輕可	16.001	賞宮花	NULL	荔枝記--順治
17100	NULL	近日卜(NULL,(NULL,毛+灬))ㄙ,好得桃	16.002	NULL	NULL	荔枝記--順治
17101	NULL	滿廳諸親來慶賀	16.003	NULL	NULL	荔枝記--順治
17102	NULL	我只仔婿都無處討	16.004	NULL	NULL	荔枝記--順治
17103	NULL	才卜林大爹便是	16.005	NULL	NULL	荔枝記--順治
17104	NULL	近來卜(NULL,(NULL,毛+灬))ㄙ	16.006	NULL	NULL	荔枝記--順治
17105	NULL	阮媽甲我來共媒姨呾	16.007	NULL	NULL	荔枝記--順治
17106	NULL	就來去ㄑㄑ	16.008	NULL	NULL	荔枝記--順治
17107	NULL	只頭通許頭,ㄑㄑ通只頭	16.009	NULL	NULL	荔枝記--順治
17108	NULL	番身一返就是媒姨門兜	16.01	NULL	NULL	荔枝記--順治
17109	NULL	十種,門都關拙條	16.011	NULL	NULL	荔枝記--順治
17110	NULL	開門ㄑㄑ	16.012	NULL	NULL	荔枝記--順治
17111	丑	是誰?	16.013	NULL	NULL	荔枝記--順治
17112	爭	是我	16.014	NULL	NULL	荔枝記--順治
17113	丑	原來是林郎	16.015	NULL	介	荔枝記--順治
17114	NULL	林大爹拙慌卜佐乜	16.016	NULL	NULL	荔枝記--順治
17115	爭	你平日會料事	16.017	NULL	NULL	荔枝記--順治
17116	NULL	乞你約一下	16.018	NULL	NULL	荔枝記--順治
17117	丑	卜乞我約?	16.019	NULL	NULL	荔枝記--順治
17118	NULL	著了,是卜尋治仔打獅	16.02	NULL	NULL	荔枝記--順治
17119	爭	不著	16.021	NULL	NULL	荔枝記--順治
17120	丑	我曉得	16.022	NULL	NULL	荔枝記--順治
17121	NULL	定是卜(NULL,(NULL,毛+灬))ㄙ,心都慌忙	16.023	NULL	NULL	荔枝記--順治
17122	爭	著	16.024	NULL	NULL	荔枝記--順治
17123	丑	那畏伊人未辦嫁妝	16.025	NULL	NULL	荔枝記--順治
17124	NULL	須著說明即落當	16.026	NULL	NULL	荔枝記--順治
17125	爭	伏媒姨我說你聽	16.027	NULL	NULL	荔枝記--順治
17126	NULL	約定只九月卜(NULL,(NULL,毛+灬))娘仔	16.028	NULL	NULL	荔枝記--順治
17127	NULL	免我冥日費盡心情	16.029	NULL	NULL	荔枝記--順治
17128	丑	九月可緊,再擇別月	16.03	NULL	NULL	荔枝記--順治
17129	爭	別月不合(NULL,(NULL,毛+灬))ㄙ命	16.031	NULL	NULL	荔枝記--順治
17130	NULL	煩你只去千萬說分明ㄑㄑ	16.032	NULL	NULL	荔枝記--順治
17131	丑	我佐媒人有主張	16.033	NULL	NULL	荔枝記--順治
17132	NULL	姻緣好事志,不叱如常	16.034	NULL	NULL	荔枝記--順治
17133	NULL	安排好禮聘都在人上手	16.035	NULL	NULL	荔枝記--順治
17134	爭	拠你派來	16.036	NULL	NULL	荔枝記--順治
17135	丑	金花表裡共豬羊	16.037	NULL	NULL	荔枝記--順治
17136	爭	易事	16.038	NULL	NULL	荔枝記--順治
17137	丑	仔婿打扮亦卜好	16.039	NULL	NULL	荔枝記--順治
17138	爭	只仔婿打扮好呵	16.04	NULL	NULL	荔枝記--順治
17139	丑	仔婿打辦亦卜風流.ㄑㄑ	16.041	NULL	NULL	荔枝記--順治
17140	爭	我只仔婿,ㄑㄑ誰會可強?	16.042	NULL	NULL	荔枝記--順治
17141	NULL	安排好大簥	16.043	NULL	NULL	荔枝記--順治
17142	NULL	七八人扛,十所人扛	16.044	NULL	NULL	荔枝記--順治
17143	丑	簥那是四人扛	16.045	NULL	NULL	荔枝記--順治
17144	NULL	乜十人扛,障說說?	16.046	NULL	NULL	荔枝記--順治
17145	爭	村人無目孔	16.047	NULL	NULL	荔枝記--順治
17146	NULL	阮公送喪都二三十人	16.048	NULL	NULL	荔枝記--順治
17147	NULL	我十人未多	16.049	NULL	NULL	荔枝記--順治
17148	丑	如呾!	16.05	NULL	P.45下	荔枝記--順治
17149	NULL	許便是凶事,只便是吉事	16.051	NULL	NULL	荔枝記--順治
17150	爭	許是凶事,只是吉事	16.052	NULL	NULL	荔枝記--順治
17151	NULL	那四人扛	16.053	NULL	NULL	荔枝記--順治
17152	NULL	安排好大簥,那用三四人扛	16.054	NULL	NULL	荔枝記--順治
17153	NULL	大銅巡,噯鼓,排列成行	16.055	NULL	NULL	荔枝記--順治
17154	丑	鬧熱啞	16.056	NULL	NULL	荔枝記--順治
17155	爭	到許時,簥簾我攪起	16.057	NULL	NULL	荔枝記--順治
17156	NULL	展起青春好仔婿郎	16.058	NULL	NULL	荔枝記--順治
17157	NULL	我興啞	16.059	NULL	NULL	荔枝記--順治
17158	丑	你拙興,卜乜謝婆仔啞?	16.06	NULL	NULL	荔枝記--順治
17159	爭	趁我興,乜都度你	16.061	NULL	NULL	荔枝記--順治
17160	NULL	謝你金花.表裡.銀排.珠串	16.062	NULL	NULL	荔枝記--順治
17161	入白	ㄑㄑ約定九月卜娶親	16.063	NULL	NULL	荔枝記--順治
17162	NULL	煩你只去說來因	16.064	NULL	NULL	荔枝記--順治
17163	NULL	只遭若還說得准	16.065	NULL	NULL	荔枝記--順治
17164	NULL	銷金帳內囉哩嗹.ㄑㄑ	16.066	NULL	三合 並下	荔枝記--順治
17165	NULL	益春退約	17	NULL	NULL	荔枝記--順治
17166	生	相思病怨切身命	17.001	NULL	NULL	荔枝記--順治
17167	NULL	只苦疼不敢佐聲	17.002	NULL	NULL	荔枝記--順治
17168	NULL	ㄑㄑ聽見門樓上,鼓角慘三四聲	17.003	NULL	"慘,疑應作""摻"""	荔枝記--順治
17169	NULL	紗窗外月光都成鏡	17.004	NULL	NULL	荔枝記--順治
17170	NULL	卜困又不成	17.005	NULL	NULL	荔枝記--順治
17171	NULL	強企起來月下閑行	17.006	NULL	NULL	荔枝記--順治
17172	介	看見墻頭花弄影	17.007	NULL	NULL	荔枝記--順治
17173	NULL	卜是乜人在只月下閑行	17.008	NULL	NULL	荔枝記--順治
17174	NULL	輕輕仔細去聽	17.009	NULL	NULL	荔枝記--順治
17175	NULL	望面見,我只心著驚	17.01	NULL	NULL	荔枝記--順治
17176	NULL	只都是為著人情	17.011	NULL	NULL	荔枝記--順治
17177	NULL	共伊斷約更深受盡驚惶	17.012	NULL	NULL	荔枝記--順治
17178	NULL	又恐畏伊人不來,語無定	17.013	NULL	NULL	荔枝記--順治
17179	NULL	悞我今冥只處有意討無情.ㄑㄑ	17.014	NULL	NULL	荔枝記--順治
17180	NULL	專心等待不見來	17.015	NULL	NULL	荔枝記--順治
17181	NULL	想啞娘亦不是辜恩負義個人	17.016	NULL	NULL	荔枝記--順治
17182	NULL	力門來關上	17.017	NULL	NULL	荔枝記--順治
17183	NULL	正是:有約不來過夜半	17.018	NULL	NULL	荔枝記--順治
17184	NULL	閑敲碁子落燈花	17.019	NULL	NULL	荔枝記--順治
17185	生下占上	西廂行來過	17.02	NULL	NULL	荔枝記--順治
17186	NULL	又是百花停	17.021	NULL	NULL	荔枝記--順治
17187	NULL	風送花香是實(NULL,(NULL,毛+灬))人愛	17.022	NULL	P.46上	荔枝記--順治
17188	NULL	雲收霧散月又光彩	17.023	NULL	NULL	荔枝記--順治
17189	NULL	暗想別人私情	17.024	NULL	NULL	荔枝記--順治
17190	NULL	益春為伊人千般受磨刣	17.025	NULL	NULL	荔枝記--順治
17191	NULL	只是機密事志,亦畏人知	17.026	NULL	NULL	荔枝記--順治
17192	NULL	伊爹媽嚴謹,袂得通來	17.027	NULL	NULL	荔枝記--順治
17193	NULL	再三使阮來答應	17.028	NULL	NULL	荔枝記--順治
17194	NULL	伊許處心疼	17.029	NULL	NULL	荔枝記--順治
17195	NULL	又恐畏三哥許處惡等待	17.03	NULL	NULL	荔枝記--順治
17196	NULL	到了	17.031	NULL	NULL	荔枝記--順治
17197	生	幾番思量卜起來	17.032	NULL	占打門,生應万	荔枝記--順治
17198	NULL	聽見門鳴,又畏不是	17.033	NULL	NULL	荔枝記--順治
17199	NULL	一冥只處听候不敢去困	17.034	NULL	NULL	荔枝記--順治
17200	NULL	又畏伊來只處相掞置	17.035	NULL	NULL	荔枝記--順治
17201	占	開門	17.036	NULL	NULL	荔枝記--順治
17202	生	聽見人叫門,我心帶疑	17.037	NULL	NULL	荔枝記--順治
17203	NULL	誰啞?	17.038	NULL	NULL	荔枝記--順治
17204	占	是益春小妹	17.039	NULL	NULL	荔枝記--順治
17205	生	是益春小妹,ㄑㄑ且入內去	17.04	NULL	NULL	荔枝記--順治
17206	占	到只處自然著入內去	17.041	NULL	NULL	荔枝記--順治
17207	生	我開門,見是你	17.042	NULL	NULL	荔枝記--順治
17208	NULL	心內暗歡喜	17.043	NULL	NULL	荔枝記--順治
17209	占	小妹來,恁歡喜	17.044	NULL	NULL	荔枝記--順治
17210	生	今即知小妹為阮心意	17.045	NULL	NULL	荔枝記--順治
17211	NULL	啞娘來未?	17.046	NULL	NULL	荔枝記--順治
17212	占	阮啞娘來在許外	17.047	NULL	NULL	荔枝記--順治
17213	生	乜啞?啞娘來了,失接啞?	17.048	NULL	NULL	荔枝記--順治
17214	占	啞娘且入內	17.049	NULL	NULL	荔枝記--順治
17215	NULL	既來之則安之	17.05	NULL	NULL	荔枝記--順治
17216	占	三哥走來	17.051	NULL	NULL	荔枝記--順治
17217	NULL	你且誰?且鬼?	17.052	NULL	"且字,應作""請"""	荔枝記--順治
17218	生	且恁啞娘,乜且鬼,佐侢說?	17.053	NULL	NULL	荔枝記--順治
17219	占	阮啞娘不來	17.054	NULL	NULL	荔枝記--順治
17220	NULL	我那是騙你	17.055	NULL	NULL	荔枝記--順治
17221	生	呵,恁啞娘不來?且慢	17.056	NULL	NULL	荔枝記--順治
17222	NULL	恁啞娘共我斷約,約定今冥	17.057	NULL	NULL	荔枝記--順治
17223	NULL	侢通不來?	17.058	NULL	NULL	荔枝記--順治
17224	占	阮啞娘便卜來	17.059	NULL	NULL	荔枝記--順治
17225	NULL	碍亞媽身上欠安,袂得通來	17.06	NULL	NULL	荔枝記--順治
17226	生	總是無緣	17.061	NULL	NULL	荔枝記--順治
17227	占	三哥勿得切	17.062	NULL	NULL	荔枝記--順治
17228	NULL	明旦冥卜來了	17.063	NULL	NULL	荔枝記--順治
17229	生	亞娘,明旦冥卜來	17.064	NULL	NULL	荔枝記--順治
17230	NULL	好定有話甲你來說?	17.065	NULL	NULL	荔枝記--順治
17231	占	有話說	17.066	NULL	NULL	荔枝記--順治
17232	生	佐侢說?	17.067	NULL	NULL	荔枝記--順治
17233	占	言語寄探恁聽	17.068	NULL	NULL	荔枝記--順治
17234	NULL	十分細密,惡奈恁人情	17.069	NULL	NULL	荔枝記--順治
17235	生	伊人知我是假意,不年?	17.07	NULL	NULL	荔枝記--順治
17236	占	伊知你假意來阮厝行	17.071	NULL	NULL	荔枝記--順治
17237	生	伊可知我受苦不年?	17.072	NULL	NULL	荔枝記--順治
17238	占	伊見你受苦,伊心頭疼	17.073	NULL	NULL	荔枝記--順治
17239	生	見是心疼因乜不來?	17.074	NULL	P.46下	荔枝記--順治
17240	占	愛來見你	17.075	NULL	NULL	荔枝記--順治
17241	NULL	又畏伊爹媽得知	17.076	NULL	NULL	荔枝記--順治
17242	NULL	再三使阮來答應	17.077	NULL	NULL	荔枝記--順治
17243	NULL	伊不甘斷情.ㄑㄑ	17.078	NULL	NULL	荔枝記--順治
17244	NULL	三哥,你知不?	17.079	NULL	NULL	荔枝記--順治
17245	生	知乜年?	17.08	NULL	NULL	荔枝記--順治
17246	占	偷來愛卜共你結佐夫妻	17.081	NULL	NULL	荔枝記--順治
17247	NULL	合歡是定	17.082	NULL	NULL	荔枝記--順治
17248	生	感謝小妹相照雇	17.083	NULL	"雇,應作""顧"""	荔枝記--順治
17249	NULL	今旦無恩通補報	17.084	NULL	NULL	荔枝記--順治
17250	占	不知誰卜共你討恩?	17.085	NULL	NULL	荔枝記--順治
17251	生	亞娘來佐來好	17.086	NULL	NULL	荔枝記--順治
17252	NULL	不來佐不來好	17.087	NULL	NULL	荔枝記--順治
17253	NULL	我力只門關上即	17.088	NULL	NULL	荔枝記--順治
17254	占	不知人關門是乜事?	17.089	NULL	NULL	荔枝記--順治
17255	生	小妹	17.09	NULL	NULL	荔枝記--順治
17256	NULL	你賤兄那關門	17.091	NULL	NULL	荔枝記--順治
17257	NULL	小妹你卜討准?	17.092	NULL	討准光緒本作討誰	荔枝記--順治
17258	占	小妹句色年	17.093	NULL	"""色""字當是""識"""	荔枝記--順治
17259	生	色即好	17.094	NULL	NULL	荔枝記--順治
17260	NULL	幾番為你賤兄上落腳酸	17.095	NULL	NULL	荔枝記--順治
17261	NULL	相共只床上坐,歇腳一下.ㄑ	17.096	NULL	NULL	荔枝記--順治
17262	占	小妹一身命障藍褸年	17.097	NULL	NULL	荔枝記--順治
17263	NULL	佐乜好共尊兄你處坐	17.098	NULL	NULL	荔枝記--順治
17264	生	卜是嫌阮枕席粗	17.099	NULL	NULL	荔枝記--順治
17265	占	阮亞娘都不敢嫌	17.1	NULL	NULL	荔枝記--順治
17266	NULL	小妹佐乜敢嫌?	17.101	NULL	NULL	荔枝記--順治
17267	生	勞堪我小妹,好緣相鬥湊	17.102	NULL	NULL	荔枝記--順治
17268	占	阮不識好緣是乜	17.103	NULL	NULL	荔枝記--順治
17269	生	細叫細不識	17.104	NULL	NULL	荔枝記--順治
17270	NULL	拙大了,會不識緣?	17.105	NULL	NULL	荔枝記--順治
17271	占	人叫:拙大那不識	17.106	NULL	NULL	荔枝記--順治
17272	NULL	叫大大了,亦不識	17.107	NULL	NULL	荔枝記--順治
17273	生	你是不識,待我教你	17.108	NULL	NULL	荔枝記--順治
17274	NULL	正是:惜花人早起	17.109	NULL	NULL	荔枝記--順治
17275	NULL	果然先沾雨露	17.11	NULL	三合	荔枝記--順治
17276	占	三哥你勿得起只心意	17.111	NULL	NULL	荔枝記--順治
17277	生	起只意,亦是愛小妹你	17.112	NULL	NULL	荔枝記--順治
17278	占	誰卜你愛?	17.113	NULL	NULL	荔枝記--順治
17279	生	有人愛可強無人愛	17.114	NULL	NULL	荔枝記--順治
17280	占	恁讀詩書亦識道理	17.115	NULL	NULL	荔枝記--順治
17281	生	只事志正是阮讀書人幹個	17.116	NULL	NULL	荔枝記--順治
17282	占	恁讀書人幹卜若好事?	17.117	NULL	NULL	荔枝記--順治
17283	生	小妹你那是不識,即是好得桃	17.118	NULL	NULL	荔枝記--順治
17284	占	阮是啞娘身邊簡兒	17.119	NULL	NULL	荔枝記--順治
17285	生	我知你是啞娘身邊	17.12	NULL	NULL	荔枝記--順治
17286	NULL	我即惜你.不是…	17.121	NULL	NULL	荔枝記--順治
17287	占	誰卜你惜?	17.122	NULL	NULL	荔枝記--順治
17288	生	得人惜可強乞人怨	17.123	NULL	NULL	荔枝記--順治
17289	占	待阮乞人怨,共你事?	17.124	NULL	NULL	荔枝記--順治
17290	生	只一簡仔即是呆	17.125	NULL	NULL	荔枝記--順治
17291	占	兼阮年少	17.126	NULL	NULL	荔枝記--順治
17292	NULL	況又未諳風流志事	17.127	NULL	NULL	荔枝記--順治
17293	生	見是不識,待我教你	17.128	NULL	NULL	荔枝記--順治
17294	占	誰卜你教?	17.129	NULL	NULL	荔枝記--順治
17295	生	說明不遲,你謝師父	17.13	NULL	P.47上	荔枝記--順治
17296	占	三哥,我那愿你好	17.131	NULL	NULL	荔枝記--順治
17297	生	愿我佐乜	17.132	NULL	NULL	荔枝記--順治
17298	占	愿恁雙雙對對	17.133	NULL	NULL	荔枝記--順治
17299	NULL	許時愛阮容易	17.134	NULL	NULL	荔枝記--順治
17300	生	許時小妹,你就在身邊	17.135	NULL	NULL	荔枝記--順治
17301	占	你欺負小妹一物仔,障生	17.136	NULL	NULL	荔枝記--順治
17302	生	人惜伊,叫:人欺負伊	17.137	NULL	NULL	荔枝記--順治
17303	占	雖是墻花路柳	17.138	NULL	NULL	荔枝記--順治
17304	NULL	譬阮亦未肯隨風起倒	17.139	NULL	NULL	荔枝記--順治
17305	生	幾番為阮相謔	17.14	NULL	NULL	荔枝記--順治
17306	占	纏纏人年	17.141	NULL	NULL	荔枝記--順治
17307	生	今旦相謔來相惜	17.142	NULL	NULL	荔枝記--順治
17308	占	恁井是販生口個	17.143	NULL	NULL	荔枝記--順治
17309	NULL	模人口下斗	17.144	NULL	"模字,應作""摸"""	荔枝記--順治
17310	生	三人二好一人著謔	17.145	NULL	NULL	荔枝記--順治
17311	占	你知我著謔不好啞	17.146	NULL	NULL	荔枝記--順治
17312	生	不如一般夭句強	17.147	NULL	摸乳	荔枝記--順治
17313	占	你各只兜來	17.148	NULL	NULL	荔枝記--順治
17314	生	未是即	17.149	NULL	NULL	荔枝記--順治
17315	占	網巾仔我却拆破你個	17.15	NULL	"卻字,疑應作""都"""	荔枝記--順治
17316	生	簡仔放肆.拆破人網巾	17.151	NULL	NULL	荔枝記--順治
17317	NULL	幾番為阮功勞不少	17.152	NULL	NULL	荔枝記--順治
17318	占	自阮來,即有只一句話,中阮聽	17.153	NULL	NULL	荔枝記--順治
17319	生	中小妹你聽	17.154	NULL	NULL	荔枝記--順治
17320	占	你知阮有功	17.155	NULL	NULL	荔枝記--順治
17321	NULL	有錢亞有銀,罔提來起人	17.156	NULL	NULL	荔枝記--順治
17322	NULL	作一狀來驚人?	17.157	NULL	NULL	荔枝記--順治
17323	生	千金不足我補報	17.158	NULL	NULL	荔枝記--順治
17324	NULL	那憑真心來相惜	17.159	NULL	斟介	荔枝記--順治
17325	占	陳三亞	17.16	NULL	NULL	荔枝記--順治
17326	生	一個簡仔失教訓	17.161	NULL	NULL	荔枝記--順治
17327	NULL	乜叫人名,佐侢說?	17.162	NULL	NULL	荔枝記--順治
17328	占	叫你名啞,你無正經	17.163	NULL	NULL	荔枝記--順治
17329	賑	罵你都敢	17.164	NULL	NULL	荔枝記--順治
17330	生	簡仔放肆	17.165	NULL	NULL	荔枝記--順治
17331	占	陳三色膽大都如天	17.166	NULL	NULL	荔枝記--順治
17332	生	夭句年?	17.167	NULL	NULL	荔枝記--順治
17333	占	瓜田李下都不畏人疑?	17.168	NULL	NULL	荔枝記--順治
17334	生	只所在有誰人卜疑?	17.169	NULL	NULL	荔枝記--順治
17335	占	那許人都成疑	17.17	NULL	NULL	荔枝記--順治
17336	生	亞即.伊伊說明不說恁	17.171	NULL	NULL	荔枝記--順治
17337	占	值見隔墻花,強攀佐連理?	17.172	NULL	NULL	荔枝記--順治
17338	生	隔牆個花,攀李佐連理即好	17.173	NULL	NULL	荔枝記--順治
17339	占	那畏恁無許福	17.174	NULL	NULL	荔枝記--順治
17340	生	侢年歇無福	17.175	NULL	NULL	荔枝記--順治
17341	占	那畏你命怯,福無雙至	17.176	NULL	NULL	荔枝記--順治
17342	生	好定至載	17.177	NULL	NULL	荔枝記--順治
17343	NULL	小妹你亦句起	17.178	NULL	NULL	荔枝記--順治
17344	占	又一說	17.179	NULL	NULL	荔枝記--順治
17345	NULL	啞娘是千金閨女	17.18	NULL	NULL	荔枝記--順治
17346	NULL	夭不都強過阮奴婢.ㄑㄑ	17.181	NULL	NULL	荔枝記--順治
17347	生	近水樓臺先得月	17.182	NULL	NULL	荔枝記--順治
17348	三合	小妹	17.183	NULL	NULL	荔枝記--順治
17349	NULL	罔共恁賤兄得桃一下	17.184	NULL	NULL	荔枝記--順治
17350	占	亞即即!	17.185	NULL	P.47下	荔枝記--順治
17351	NULL	恁罔障執執力力	17.186	NULL	NULL	荔枝記--順治
17352	NULL	我返去共你亞娘說一半聲	17.187	NULL	NULL	荔枝記--順治
17353	NULL	一場功德佐在許草內去	17.188	NULL	NULL	荔枝記--順治
17354	生	一簡仔,人都是共[你]滾	17.189	NULL	NULL	荔枝記--順治
17355	NULL	伊叫:是成算實	17.19	NULL	"""算""應作""真"""	荔枝記--順治
17356	占	說]滾[你]頭動一下	17.191	NULL	NULL	荔枝記--順治
17357	NULL	都會只兜來句	17.192	NULL	NULL	荔枝記--順治
17358	生	許小妹你頭動	17.193	NULL	NULL	荔枝記--順治
17359	NULL	你賤兄就只兜來,說得定	17.194	NULL	NULL	荔枝記--順治
17360	占	你來啞	17.195	NULL	NULL	荔枝記--順治
17361	生	未是即	17.196	NULL	NULL	荔枝記--順治
17362	占	開門乞人出去	17.197	NULL	NULL	荔枝記--順治
17363	NULL	作一狀障生卜事	17.198	NULL	NULL	荔枝記--順治
17364	生	見是卜出去	17.199	NULL	NULL	荔枝記--順治
17365	NULL	拙變面,亦句未好	17.2	NULL	NULL	荔枝記--順治
17366	NULL	說明笑一下,乞你出去	17.201	NULL	NULL	荔枝記--順治
17367	占	你向愛人笑	17.201	NULL	NULL	荔枝記--順治
17368	生	見說:	17.203	NULL	NULL	荔枝記--順治
17369	NULL	小妹你一個笑,笑得極好	17.204	NULL	NULL	荔枝記--順治
17370	NULL	笑一下ㄑㄑ	17.204	NULL	NULL	荔枝記--順治
17371	占	阮笑了,今乞阮出去	17.205	NULL	NULL	荔枝記--順治
17372	生	許是乜笑?	17.206	NULL	NULL	荔枝記--順治
17373	NULL	笑便著大聲障下下年	17.207	NULL	NULL	荔枝記--順治
17374	NULL	笑許是乜笑?	17.208	NULL	NULL	荔枝記--順治
17375	占	是亦氣人	17.209	NULL	NULL	荔枝記--順治
17376	生	勿冗!乞你出去	17.21	NULL	NULL	荔枝記--順治
17377	NULL	我來恁厝一拙時	17.211	NULL	NULL	荔枝記--順治
17378	NULL	算來那為一荔枝	17.212	NULL	NULL	荔枝記--順治
17379	占	正是:惜花春起早	17.213	NULL	NULL	荔枝記--順治
17380	NULL	果然愛月夜眠遲	17.214	NULL	生甲腳占	荔枝記--順治
17381	NULL	亞即ㄑㄑ	17.215	NULL	NULL	荔枝記--順治
17382	NULL	又是卜一個腳來張許處	17.216	NULL	NULL	荔枝記--順治
17383	生	燕那卜一個]腳來張許處	17.217	NULL	NULL	荔枝記--順治
17384	NULL	我只一個腳正是得桃腳	17.218	NULL	NULL	荔枝記--順治
17385	占	許一個腳是卜生蟲爛癲,向生	17.219	NULL	NULL	荔枝記--順治
17386	生	簡仔怯口斗,出去.[]	17.22	NULL	[]表空格	荔枝記--順治
17387	占	三哥秋啞ㄑ	17.221	NULL	NULL	荔枝記--順治
17388	生	秋個著	17.222	NULL	NULL	荔枝記--順治
17389	占	亞娘…	17.223	NULL	並下	荔枝記--順治
17390	NULL	私會佳期	18	NULL	P.48上	荔枝記--順治
17391	旦	益春亞!	18.001	NULL	NULL	荔枝記--順治
17392	占	[口+惹]	18.002	NULL	NULL	荔枝記--順治
17393	旦	亞公亞媽困未?	18.003	NULL	NULL	荔枝記--順治
17394	占	亞公、亞媽困了	18.004	NULL	NULL	荔枝記--順治
