台語漢字,pos_h
漏洞,Na
漏溝,VJ
漏空,VH
漏網,VH
漏胎,VA
漏腹,VH
漏雨,VH
漏電,VH
漏風,VB
演劇,Na
演奏家,Na
演奏廳,Nc
演奏會,Na
演示,VC
演繹,VC
演藝圈,Nc
演藝界,Nc
演講會,Na
演變到,VR
演變成,VR
漕漕滴,VH
漚搭,Na
漚柴,Na
漚焦,VH
漠漠,VH
漠視,VJ
漢中,Nc
漢口,Nc
漢城,Nc
漢堡,Nc
漢奸,Na
漢學,Na
漢學仔,Nc
漢將,VH
漢席,Na
漢族,Nb
漢朝,Nd
漢王,Na
漢藥房,Nc
漢裝,Na
漢語,Na
漢譯,A
漫延,VH
漫漫,VH
漫畫,Na
漫畫家,Na
漫罵,VC
漭漭,VH
漲停,VH
漲勢,Na
漲幅,Na
漲懸,VJ
漲流,VA
漲潮,VA
漳螺,Na
漸入佳境,VH
漸增,VH
漸近,VH
漸進,VA
漿漿,VH
潑tam5,VR
潑婆,Na
潑婦,Na
潑扇,VC
潑水,VA
潑賤,Na
潑風,VC
潔淨,VH
潛bih,VA
潛伏,VA
潛在,A
潛心,Dh
潛水,VA
潛水艇,Na
潛水艦,Na
潛移默化,VJ
潛縫,Dd
潤喉,VA
潤土,Na
潤滑,VH
潤滑油,Na
潤糖,Na
潤餅kauh,Na
潦水,VA
潮汐,Na
潮濕,VH
澀梨,Na
澀澀,Ne
澄清湖,Nc
澇chheh8,VH
澈澈,VH
澎湃,VH
澎湖,Nc
澎湖溝,Na
澎縣,Nc
澤瀉,Na
澱粉,Na
澱粉質,Na
澳大利亞,Nc
澳洲,Nc
澳門,Nc
澶,b
澹喉,VA
澹地,Na
澹潤,VH
澹濕,b
激khou3-khou3,VA
激上諓,VA
激互伊氣,VC
激五空,VA
激侺侺,VH
激倒,VH
激冰,VA
激化,VJ
激古,VH
激大塊,VA
激大尾,VA
激官氣,VA
激容,VA
激尾口,VA
激屎桶,VA
激巧,VH
激恬,VH
激憤,VH
激戇,VA
激戰,Na
激條,Na
激款,VA
激死,VR
激氣口,VA
激氣頭,VA
激法,Na
激派,VA
激滋微,VH
激濕濕,VA
激狂,VC
激猴管,VA
激發,VR
激盪,VA
激睏睏,VH
激空氣,VA
激算,VA
激肝田,VA
激膠,VH
激臭面,VH
激行,VH
激角,VH
激詼諧,VA
激變,VH
激賞,VJ
激起,VR
激辯,Na
激進,VH
激進派,Na
激闊氣,VA
激霜,VH
激霜仔,VA
激頭腦,VA
激鼻,VH
濁湯,Na
濁濁,VH
濁物,Na
濃烈,VH
濃煙,Na
濕,VH
濕一下,VA
濕疹,Na
濕癬,Na
濛,b
濛濛,VH
濛霧雨,Na
濟世,VA
濟公,Nb
濟助,VC
濟南,Nc
濟彌滿,b
濟貧,VA
濫交,VC
濫伐,VC
濫墾,VC
濫摻,Dh
濫摻來,VA
濫摻呾,VA
濫摻用,VC
濫摻講,VA
濫殺,VC
濫流,VH
濫濫,VC
濫用,VC
濫糝用,VC
濫糝講,VA
濫血,A
濫血個,Na
濫陣,VJ
濫雜,VJ
濱海,VH
濾仔布,Na
濾水器,Na
濾紙,Na
瀆,b
瀆職,VH
瀉拆,VC
瀉敗,VC
瀉敗名聲,VH
瀋陽,Nc
瀏覽,VC
瀑布,Na
瀝金,VB
瀟洒,VH
瀾殘,Na
瀾鬚,Na
灌予醉,VC
灌唱片,VA
灌救,VC
灌杜猴,VC
灌溉,VC
灌漿,VA
灌膿,VH
灌藥仔,VB
灌輸,VD
灌醉,VC
灣拱門,Na
火hoa,VB
火hoa去,VH
火hu,Na
火hu性,Na
火hu色,Na
火khiat仔,Na
火that,Na
火toh8,VH
火上加油,VH
火傷,VR
火冒三丈,VH
火刀石,Na
火劫,Na
火勢,Na
火化,VC
火厄,Na
火嘴仔,Na
火囷,Na
火坑,Na
火場,Nc
火子,Nb
火尾,Na
火急,VH
火性,A
火把,Na
火拭,Na
火撓,Na
火柴,Na
火油,Na
火海,Nc
火漆,Na
火灰,Na
火灰公,Na
火灰媽,Na
火灰性,Na
火灰色,Na
火炎,Na
火炬,Na
火炭筆,Na
火炮,Na
火烙,VH
火烺,Na
火焰,Na
火煙,Na
火煙船,Na
火煙車,Na
火煦著,VR
火熏,Na
火燒liu,VR
火燒雲,Na
火燒面,VH
火燒鹼,Na
火燙著,VR
火燭,Na
火燻,Na
火燻船,Na
火燻車,Na
火爐,Na
火狂,VH
火石,Na
火砲,Na
火碗,Na
火神,Na
火神爺,Na
火箠,Na
火紅,Na
火罐,Na
火船,Na
火莧,Na
火莧刺,Na
火著,VH
火葬,VC
火藥味,Na
火號,Na
火螢,Na
火路,Nc
火輪船,Na
火輪車,Na
火速,Dd
火酒,Na
火金姑,Na
火銃,Na
火鋏,Na
火鍥仔,Na
火鏡,Na
火雷,Na
火頭,Na
火馬,Na
火鬚,Na
火鼎,Na
火龍,Na
火龍索,Na
灰卵,Na
灰土,Na
灰姑娘,Na
灰心,VH
灰灰,Na
灰石,Na
灰色,Na
灶君,Na
灶君公,Na
灶砧,Na
灶神,Na
灶腳,Nc
灶間,Nc
灶額,Na
灶額頭,Na
灸草,Na
災殃,Na
災瘟,Na
災胞,Na
災變,Na
炊鋪,Na
炎冇冇,VH
炎夏,Nd
炎日,Na
炎礪礪,VH
炎蓬蓬,VH
炎黃子孫,Na
炒地皮,VA
炒飯,VA
炒麵,Na
炕旱,Na
炙油,VA
炭丸仔,Na
炭子仔,Na
炭屑仔,Na
炭幼,Na
炭火,Na
炭爐,Na
炭畫,Na
炭筆,Na
炭輦仔,Na
炭閹,VC
炮兵,Na
炮城,Na
炮壘,Na
炮擊,VC
炮空,Na
炷星,Na
炷鐵,Na
炸傷,VR
炸死,VR
炸毀,VC
炸雞,VA
為人,Na
為例,VH
為公,VH
為學,VA
為害,VC
為家己,VH
為己,VH
為患,VH
為所欲為,VA
為政,VA
為數,Na
為業,VH
為榮,VH
為王,VA
為甚物,Dj
為生,VH
為私,VA
為記,Na
為限,VH
為題,VH
為首,VI
烈士,Na
烈日,Na
烈火,Na
烈酒,Na
烊,b
烊糊糊,VH
烊醬醬,VH
烏au3血,VH
烏bui2仔,Na
烏chut-chut,VH
烏gim3-gim3,VH
烏kham5-kham5,VH
烏lang-lang,VH
烏ma3-ma3,VH
烏sian-sian,VH
烏so5-so5,VH
烏ta5,VH
烏ta瘦,VH
烏tou3紅,b
烏仁白仁,b
烏仔,Na
烏仔梅,Na
烏來,Nc
烏克蘭,Nc
烏創白創,VA
烏參參,VH
烏合之眾,Na
烏吐白吐,VA
烏哞哞,VH
烏啁啁,VH
烏喉蟲,Na
烏囉嗦,VH
烏土,Na
烏墨墨,A
烏寒,Na
烏寒天,Nd
烏山頭,Nc
烏山頭水庫,Nc
烏幻,VH
烏幼,VH
烏店,Nc
烏影誕,VC
烏心,VH
烏心毒行,VH
烏戛,VH
烏戛戛,VH
烏戶,Na
烏拉圭,Nc
烏拗,VH
烏撇仔,Na
烏昲,Na
烏晶目鏡,Na
烏暗天,Nd
烏暗摸,VC
烏暗暗,VH
烏暗暝,Nd
烏木,Na
烏松,Na
烏板,Na
烏梅,Na
烏榕,Na
烏汁汁,VH
烏海水,Na
烏灰,Na
烏焦,VH
烏熏吹,Na
烏熏吹頭,Na
烏熏膏,Na
烏燻花,Na
烏牌,Na
烏猩猩,Na
烏猴,Na
烏瓷,Na
烏甪甪,VH
烏痘,Na
烏白吠,VC
烏白喋,VA
烏白捽,VA
烏白罵,VC
烏白舞,VC
烏白賴,VC
烏白鬧,VA
烏皮豬,Na
烏目鏡,Na
烏種,A
烏箱,Na
烏糖核,Na
烏紅,Na
烏紅搭,VA
烏紗,VC
烏紗帽,Na
烏絨雞,Na
烏肚蟲,VH
烏脝脝,VH
烏腳,VA
烏腸肚,VH
烏荒,VH
烏蒂仔,Na
烏薰,Na
烏薰吹,Na
烏蚶,Na
烏蚶鮭,b
烏蟯,Na
烏蟲,b
烏西蠓,b
烏話,Na
烏講白講,VA
烏貓貓,VH
烏貨,Na
烏透紅,Na
烏透紙,Na
烏金滑,VH
烏金金,VH
烏釘蠓,b
烏錢,Na
烏陰雨,Na
烏雉雞,Na
烏面番,Na
烏顯,VH
烏馬,Na
烏鬼埔,Nc
烏鬼洞,Nc
烏鬼鬼,VH
烏魚郎,Na
烏鯃,Na
烏鯽仔,Na
烏鰡,Na
烏鴉嘴,Na
烏鴨蟲,Na
烏鵲,Na
烏點仔油,Na
烏龜婆,Na
烏,VH
烘ta,VR
烘烘燒,VH
烘烤,VC
烙烙,VC
烞薰,VA
烤箱,Na
烹調,VC
烽火,Na
焄,VC
焊,VC
焊藥,Na
焊補,Na
焊錫,Na
焚毀,VC
焚水,VA
焚火,VA
焚茶,VA
焟火,VA
焟燒,VA
無pha7,VH
無poh,VK
無ta-oa5,VI
無taN7,VH
無tap屑,VH
無te3,Dh
無te3比,VH
無teh軟,VH
無tu2-tu2,Db
無tu2好,VH
無一個無,Da
無一撇,VI
無上正,VH
無上目,VH
無不,Da
無久,Nd
無事想,VJ
無人情,VH
無人道,VH
無來去,VC
無依倚,VH
無便,Dh
無信道,VH
無值代,VH
無偌che7,VH
無偌好,VH
無停,VA
無停腳,Dd
無像,VH
無像款,A
無價,VH
無價寶,Na
無兢心,VI
無兩想,VH
無公道,VJ
無共款,Na
無出脫,VH
無分張,VR
無利可圖,VH
無力感,Na
無半屑,VH
無半症,VI
無卡縒,VH
無可定,Db
無可諱言,Dk
無同,VH
無名指,Na
無向,VK
無向無看,VH
無命,VH
無嗣鬼,Na
無囝債,Na
無囝利,Na
無因無端,Dh
無因端,Dh
無因致端,Dh
無在心,Dh
無堪,VR
無夠氣,VH
無夠著,VR
無大才,VH
無大故,Db
無大礙,VH
無天理慘,VH
無奇不有,VH
無好,VH
無好勢,Db
無好心,VH
無妄之災,Na
無字,VH
無字眼,VH
無存大,VH
無存天,VH
無定,VH
無定性,VH
無害,VH
無容易,VH
無實在,VH
無干係,VH
無干礙,VH
無平,VH
無平正,VJ
無幾日,Dd
無底巷,Nc
無底止,VH
無底褲,Na
無形中,Na
無彩嘴,VC
無影無隻,Dh
無影跡,VH
無往不利,VH
無後嗣,VH
無得定,Da
無心適,VH
無必要,Db
無忌克,b
無志氣,VH
無恥,VH
無患子,Na
無惜,Dh
無惜略,VC
無想,VH
無想kau3,Db
無想著,Db
無意向,VH
無意思,VH
無意義,VH
無慼變,VH
無我,VH
無所不在,VH
無所適從,VI
無所靠,VH
無持防,Dh
無捨世,VH
無搭hiahN,VH
無撙節,b
無擋,VC
無敗害,VH
無敗板,VH
無斂嘴,VH
無料,VH
無斷,Dd
無時定,VH
無時恬,VH
無時行,VH
無時閒,VH
無暇,VH
無條件,Dh
無欠,VH
無欲,Db
無欲愛,Db
無欲插,VB
無欲給,VL
無款,VH
無止境,VH
無母囝,Na
無水,VH
無水田,Na
無沙無圾,VH
無油杉,Na
無法,Db
無法得,VI
無津,VJ
無消,Db
無煙,VH
無煞,VA
無爽,VH
無爽快,VH
無爾我,VH
無用,Db
無畏,VJ
無畫算,VH
無異,VG
無異議,VH
無疾而終,VH
無益,VH
無目地,VH
無相讓,VA
無相輸,VH
無確定,Db
無礙,VH
無神彩,VH
無私,VH
無窮,VH
無窮盡,VH
無笑神,VH
無管,VK
無節撙,b
無精彩,VH
無精打采,VH
無絕對,Db
無給職,Na
無網袋,VH
無縒,VH
無罪,VH
無者,Cb
無肚量,VH
無腹內,VH
無膦脬,VC
無致無意,Dh
無花字,VH
無花果,Na
無菌,VH
無著時,VH
無藝笑,VH
無藝量,VH
無藥醫,VH
無螫皮,VH
無要領,VH
無言,VH
無計較,VJ
無記名,VH
無記心,VH
無話講,VH
無誤,VH
無謂,A
無譜,VH
無變竅,VH
無賴漢,Na
無趣味,VH
無路使,VH
無輸,VJ
無輸贏,VH
無輸雙,VH
無辦法,VI
無通軟,VH
無過,Da
無道德,VH
無道理,VH
無遺,Df
無邪,VH
無醫,VH
無采,VJ
無采嘴舌,VC
無閣,Dd
無陸水錢,Na
無需要,Db
無震bun7,VH
無面孔,VH
無頭公案,Na
無頭批,Na
無頭總,Na
無頭路,VH
無顧,VJ
無顧己,VH
無驚心,VH
無體統,VH
無鼻牛,Na
無鼻縫,VH
焦亂,VH
焦心,VH
焦慒,VH
焦煩,VH
焦老,VH
焦躁,VH
焮滷,VH
焰冇冇,VH
焰蓬蓬,VH
煉丹,VA
煉油廠,Nc
煉獄,Nc
煉製,VC
煉金,VA
煉鋼,VA
煎熬,VC
煎盤,b
煎藥,VA
煙khok仔,Na
煙塵,Na
煙墩,Na
煙屎,Na
煙斗,Na
煙毒,Na
煙毒犯,Na
煙筒櫃,Na
煙筒箍,Na
煙肉,VA
煙腿,Na
煙花,Nc
煙花場,Nc
煙花女,Na
煙花界,Nc
煙草,Na
煙霧彈,Na
煙霧雨,Na
煞了,VH
煞場,Na
煞尾仔,Dd
煞尾位,Nc
煞尾囝,Na
煞局,Na
煞工,VA
煞手,VA
煞敢,VL
煞是,Db
煞無,b
煞癢,b
煞膽,VH
煞蠓,b
煞鼠,b
煤氣,Na
煤磚,Na
煤礦,Na
煤餅,Na
煥然一新,VH
煥發,VJ
煦,b
煦冰,b
煦印,VC
煦燒,VA
煦號,VC
照soa3,Dh
照亮,VR
照佮,VC
照例,Dh
照像,VB
照像機,Na
照原,Dd
照坎站,Dh
照壘,VC
照夾,VC
照情理,Dh
照應,VC
照按呢,Dh
照排,Na
照擺,Na
照攤,VC
照料,VC
照日,VA
照時,Dd
照會,VE
照本宣科,VA
照款,Dh
照海燈,Na
照理,Dh
照理講,Dk
照理路,Dh
照直講,VE
照管,VC
照紀綱,Dh
照舊,Dd
照舊款,Dd
照輪,VL
照開,VC
照順序,Dh
照頭,Dh
照額,Dh
煩神,VH
煬去,VH
煮滾,VR
煮菜,VA
煮飯,VA
煮飯仔,Na
煽大耳,VR
煽情,VH
熄火,VH
熄燈,VA
熅膿,VH
熏剸,Na
熏尾,Na
熏斗,Na
熏草,Na
熔爐,Na
熟似面,VH
熟嘴,Na
熟料,Na
熟柝柝,VH
熟柿,Na
熟溜溜,VI
熟熏,Na
熟老老,VI
熟耳,VH
熟落落,VI
熟薰,Na
熟行,Na
熟面,VH
熟骨,VH
熟鹽,Na
熟黜黜,VI
熨鋏,Na
熨頭毛,VB
熬暝,VA
熱phut-phut,VH
熱phut8-phut8,VH
熱中,VJ
熱仔布,Na
熱冬,Nd
熱力,Na
熱勃勃,VH
熱去,VH
熱場,VH
熱季,Nd
熱市,VH
熱布,Na
熱性,VH
熱性地,Na
熱戰,VA
熱撲撲,VA
熱毒天,Nd
熱氣,Na
熱淚,Na
熱滾滾,Na
熱燙燙,VH
熱燥,Na
熱燥燥,VH
熱狂,VH
熱病,Na
熱癬,VH
熱篤,VH
熱結仔,Na
熱絡,VH
熱翕翕,VH
熱能,Na
熱處理,Na
熱血,Na
熱衷,VJ
熱身,VA
熱鼎,Na
熾擦,Dd
熾爁,Dd
燁燁是,VH
燃油,Na
燃滾,VA
燃燒,VC
燃起,VR
燄火,Na
燈仔,Na
燈徛,Na
燈心草,Na
燈心蓆,Na
燈檠,b
燈火仔,Na
燈火勘,Na
燈火盞,Na
燈火罩,Na
燈火花,Na
燈猜文,Na
燈盞花,b
燈筒,Na
燈籠,Na
燈臺,Na
燈蛾,Na
燉肉,Na
燉雞,Na
燐肥,Na
燒haN5-haN5,VH
燒lo7,VH
燒loh8,VH
燒去,VC
燒掉,VR
燒晴,VH
燒死,VR
燒毀,VR
燒氣,Na
燒水氣,Na
燒水泉,Na
燒湯,VA
燒火,Na
燒火e5,VA
燒烙烙,VH
燒熇,VH
燒燬,VR
燒臭凋,VR
燒茶,VC
燒話,Na
燒賣,Na
燒逝,Na
燒風,Na
燒餅,Na
燒鴨,Na
燕仔siu7,Nc
燕子魚,Na
燕尾服,Na
燖垌,Na
燙傷,VR
燙手,VH
燙手山芋,Na
燙燒,VR
營區,Nc
營地,Nc
營幕,Na
營房,Nc
營救,VC
營業處,Nc
營業部,Nc
營業額,Na
營火,Na
營為,VA
營生,VA
營私舞弊,VA
營繕,Na
營造商,Na
營造廠,Nc
營造業,Na
營部,Nc
營長,Na
營養不良,VH
營養分,Na
營養學,Na
營養素,Na
燠鬱熱,VH
燥性,Na
燥暴,VH
燥澀,VH
燭淚,Na
爁光,VA
爁舌,VA
爆冷門,VH
爆出,VR
爆油,VH
爆滿,VH
爆炸物,Na
爆破,VH
爆米芳,VH
爆裂,VH
爐仔,Na
爐櫃,Na
爐灰,Na
爛去,VH
爛土,Na
爛土糜,Na
爛性,VH
爛揜揜,VH
爛攤頭,Na
爛數,Na
爛柱,Na
爛橐橐,VH
爛漿漿,Na
爛濺,VH
爛疥,Na
爛蜞,b
爛賤,VH
爛髓髓,VH
爪牙,Na
爬出來,VR
爬升,VA
爬山虎,Na
爬癢,VA
爬蟲,Na
爭choh8,VA
爭代先,Dh
爭光,VB
爭取著,VR
爭墓壙,VA
爭奪戰,Na
爭拚,VC
爭權,VA
爭端,Na
爭贏,VA
爭辯,VA
爭霸,VA
爭霸戰,Na
爭鬥,VA
爵士,Na
爵士樂,Na
父仔囝,Na
父公業,Na
父命,Na
父囝,Na
父子,Na
父權,Na
父母厝,Nc
父母喪,Na
父蔭,Na
父親,Na
爸公業,Na
爹親,Na
爽心,VH
爽心lim,VC
爽心睏,VA
爽直,VH
爽神,Na
爽蕩,VC
爽錢,VH
牆仔腳,Nc
牆基,Nc
牆壁,Na
牆腳,Nc
牆角,Nc
牆面,Na
片刻,Na
片名,Na
片單,Na
片底,Na
片紅,Na
片酬,Na
片面,A
片頭,Na
版稅,Na
牌仔儌,Na
牌價,Na
牌匾,Na
牌底,Na
牌扁,Na
牙人,VC
牙凸凸,Na
牙床,Na
牙床骨,Na
牙根,Nc
牙槽腮,Na
牙槽頭,Nc
牙槽齒,Na
牙標標,Na
牙爪,Na
牙科,Nc
牙膏,Na
牙齒,Na
牙齒岸,Nc
牙齴齴,Na
牛kang2,Na
牛kang2踒,Na
牛tiau5,Na
牛刀,Na
牛哥,Na
牛埔,Nc
牛奶油,Na
牛奶漿,Na
牛奶粉,Na
牛奶罐仔,Na
牛奶膏,Na
牛寮,Nc
牛屎鳥,Na
牛性地,Na
牛椆,Nc
牛步,VA
牛灶,Nc
牛灶間,Nc
牛目燈,Na
牛種,Na
牛群,Na
牛肉液,b
牛膦蔥,Na
牛舌魚,Na
牛角吹,Na
牛角踒,Na
牛角鼓,Na
牛陣,Na
牛鞭,b
牛頓,Nb
牠,Nh
牢獄,Nc
牢籠,Na
牢記,VK
牢騷,Na
牧草,Na
物代,VA
物使,Db
物力,Na
物料,Na
物理學,Na
物理學家,Na
物理系,Nc
物產,Na
物盡其用,VA
物美價廉,VH
物色,VC
物蘭池,Na
物證,Na
物配鹹,Na
物類,Na
物食食,Na
牯,b
牲禮,Na
牴觸,VC
特優,VH
特准,VE
特出,VH
特刊,Na
特別法,Na
特命,VF
特大,VH
特工,Na
特急,VH
特意,Dh
特意故,Dh
特持,Dh
特攻隊,Na
特故意,Dh
特有的,VH
特殊性,Na
特派,VF
特獎,Na
特異,VH
特異性,Na
特立獨行,VH
特等,A
特級,A
特許,VE
特賣,VA
特赦,VC
特長,Na
牽khioh,VC
牽制,VC
牽動,VC
牽叫,VC
牽強,VH
牽性命,VH
牽手的,Na
牽扯,VH
牽拾,VC
牽掛,VJ
牽教,VA
牽核,Na
牽涉著,VR
牽滷,VA
牽牛子,Na
牽牛花,Na
牽猴的,VC
牽獅,VF
牽目尾,VA
牽磕,VC
牽累,VC
牽經,VA
牽纏,VC
牽著,VJ
牽藤草,Na
牽連著,VR
牽長,VC
牽長碼,Na
牽頭,Na
牽魚,VA
牽鹵,VA
犀牛皮,VH
犀牛角,Na
犀角金龜,Na
犁田園,Na
犁田機,Na
犁礁,VH
犁著碉,VH
犁頭戴鼎,b
犁頭陣,VA
犒賞,VC
犒軍,VA
犛牛,Na
犧牲品,Na
犧牲者,Na
犯khia,VH
犯下,VR
犯人惡,Na
犯人欺,VH
犯僥,Na
犯勢,Db
犯嫌,VA
犯意,Na
犯煞,VH
犯疑,VH
犯眾惡,Na
犯紀,VA
犯著鬼,VA
犯迦,VH
狀空,VC
狂人,Na
狂吹,Na
狂妄,VH
狂性,Na
狂桀,VH
狂歡,VA
狂風,Na
狂飆,VA
狄青,Nb
狋狺叫,VA
狐疑,VH
狐臭,Na
狗siu7,Na
狗tiau5,Na
狗toe3屁,VC
狗仔蟲,Na
狗吠,Na
狗吠雷,VH
狗唸路,VH
狗尾tai,Na
狗尾黍,Na
狗屎地,Na
狗屎埔,Na
狗屎螺,Na
狗幹班,Na
狗惜鼻,VH
狗拖仔,Na
狗搖尾,VA
狗母秪,Na
狗母蛇,Na
狗母駘,Na
狗熊,Na
狗獺仔,Na
狗肉,Na
狗螺嘴,Na
狗鞭,b
狗頭紅,Na
狗齒,Na
狗齒仔,Na
狡制,VH
狡椵,Na
狡獪,VH
狡詐,VH
狡譎,VH
狡辯,VE
狡鬼,VH
狸貓,Na
狹khoeh,VH
狹tak-tak,VH
狹小,VH
狹抽,VC
狹掙,VH
狹掙掙,VH
狹細,VH
狹義,Na
狹迭,VH
狹長,VH
狺siau5,VA
狺噭,VH
狼心,VH
狼心狗肺,VH
狼心狗行,VH
猖狂,VH
猛liah8,VH
猛勇,VH
猛強強,VH
猛擊,VC
猛攻,VC
猛樹,Na
猛氣,Na
猛烈,VH
猛然,Dd
猛虎,Na
猛鍥鍥,VH
猜拳,VA
猜猜,VA
猜著,VR
猜謎,VA
猥褻,VH
猩猩木,Na
猴人,Na
猴仃仔,Na
猴仔,Na
猴公,Na
猴哥,Na
猴山,Na
猴年,Nd
猴弄,Na
猴桃仔,Na
猴母,Na
猴猻,Na
猴神,VH
猴蚓,Na
猴頭鼠耳,VH
猶ti7-leh,VC
猶不如,Cb
猶久,Db
猶他,Na
猶太,Nc
猶太人,Na
猶好,VH
猶會使,Db
猶無,Cb
猶豫不決,VH
獃,VH
獄卒,Na
獅仔會,Nc
獅仔豚,Nc
獅子,Na
獅子頭,Na
獅母,Na
獎懲,VC
獎杯,Na
獎盃,Na
獎章,Na
獎賞,VD
獐,Na
獨一,A
獨佔,VJ
獨吞,VJ
獨家報導,VC
獨居,VA
獨得,VJ
獨攬,VC
獨斷,VH
獨斷獨行,VA
獨木舟,Na
獨木船,Na
獨步,VJ
獨特,VH
獨生女,Na
獨盤,VC
獨眼,A
獨睡床,Na
獨立國,Na
獨立宣言,Na
獨立性,Na
獨立精神,Na
獨腳戲,Na
獨處,VA
獨行,VA
獨裁者,Na
獨資經營,VA
獨身主義,Na
獨輦車,Na
獨霸,VC
獨黃,Na
獲准,VF
獲利,VH
獲勝,VH
獲得,VC
獲救,VA
獲獎,VA
獲益,VA
獲知,VK
獲罪,VA
獲致,VC
獲選,VC
獵人,Na
獵捷,VH
獵物,Na
獵狗,Na
獵銃,Na
獸性,Na
獸慾,Na
獺魦,Na
獻世,VH
獻墓錢,VA
獻手,VH
獻牌,VA
獻禮,VB
獻策,VB
獻花,VB
獻藝,VB
獻醜,VA
獻金,VA
獻開,VR
獼猴,Na
玄孫,Na
玄機,Na
率先,Dd
率同,VF
率性,VH
率直,VH
率領,VF
玉井,Nc
玉器,Na
玉女,Na
玉帝,Na
玉照,Na
玉環,Na
玉璽,Na
玉皇,Nb
玉盤,Na
玉簪,Na
玉蘭,Na
玉蘭樹,Na
玉體,Na
王位,Na
王儲,Na
王公,Na
王冠,Na
王威,Na
王學,Na
王室,Na
王宮,Na
王帽,Na
王府,Nc
王座,Na
王心,Na
王政,Na
王母,Na
王法,Na
王祿仙,Na
王菜闊,Na
王見現,VA
王道,Na
王餘魚,Na
玩具,Na
玩器,Na
玩弄,VC
玩樂,VA
玩火,VA
玩賞,VC
玫瑰捻,VC
玲瓏踅,VA
玲瓏轉,VA
玲瓏遨,VH
玲瓏鼓,Na
玳瑁,Na
玳瑁貓,Na
玻璃矸,Na
玻璃窗,Na
玻璃襪,Na
玻璃門,Na
珊瑚礁,Na
珍品,Na
珍妮,Nb
珠仔頭插,Na
珠律,Na
珠春,Nd
珠李仔,b
珠江,Nc
珠江三角洲,Nc
珠海,Nc
珠漿,Na
珠瘡,Na
珠種,Na
珠算,Na
珠蚝,b
班主,Na
班別,Na
班底,Na
班機,Na
班次,Na
班章,Na
班芝,Na
班車,Na
班頭,Na
班頭爺,Na
班頭館,Nc
班館,Nc
現世報,Na
現仔,Na
現光,VH
現地,Nc
現子時,Dd
現手,VH
現日,Nd
現時,Dd
現晡時,Nd
現款,Na
現清,VA
現示,VA
現貨,Na
球埔,Nc
球形,Na
球桌,Na
球桸,Na
球棒,Na
球箸,Na
球路,Na
球速,Na
球運,Na
球門,Na
理事國,Na
理事會,Na
理事長,Na
理則,Na
理學,Na
理家,VA
理屈,VH
理工學院,Nc
理工科,Nc
理想主義,Na
理想化,VI
理應,Db
理捋,VC
理氣,Na
理法,Na
理當,Db
理科,Na
理落,VC
理解力,Na
理該,Db
理論家,Na
理論科學,Na
理路,Na
理路直,VH
理髮師,Na
理髮店,Nc
理髮廊,Nc
理髮廳,Nc
琉球,Nc
琉璃燈,Na
琉璃頭,VH
琛,b
琢花,VA
琥珀,Na
琳瑯滿目,VH
琴弦,Na
琴瑟,Na
琴譜,Na
琴遏,Na
琵琶魚,Na
瑕疵,Na
瑕痕,Na
瑞典,Nc
瑞士,Nc
瑞安,Nc
瑞西,Nc
瑤池,Nc
瑪瑙目,VH
瑪瑙石,Na
瑪莉,Nb
瑪麗,Nb
瑰麗,VH
環保局,Nc
環保署,Nc
環山,VH
環河,VA
環海,VH
環狀,Na
環顧,VC
瓊麻,Na
瓏,b
瓜仁,Na
瓜仔瓤,Na
瓜地馬拉,Nc
瓜子面,Na
瓜皮帽,Na
瓜葛,Na
瓢仔帽,Na
瓣膜,Na
瓦phe3,Na
瓦phoe3,Na
瓦sian,Na
瓦斯,Na
瓦斯爐,Na
瓦特,Nf
瓦鉼,Na
瓦,Na
瓶裝,A
瓶頸,Na
瓷仔土,Na
瓷搪,A
瓷碭,Na
甄審,VC
甄選,VC
甕串,Na
甕城,Na
甕底戲,Na
甕籠,VH
甕籠赤,VH
甕聲,VH
甕菜,Na
甘味,Na
甘地,Nb
甘油,Na
甘煞,VH
甘結,VA
甘美,VH
甘肅,Nc
甘苦,Na
甘菊,Na
甘蕉,Na
甘迺迪,Nb
甘霖,Na
甘露,Na
甚且,Cb
甚物,Ne
甚而,Cb
甚至抑是,Db
甚至於,Db
甚至閣,Cb
甚麼,Ne
甜勿勿,VH
甜味,Na
甜料,Na
甜桃,Na
甜氣,Na
甜竹,Na
甜糖,Na
甜菜,Na
甜頭,Na
甜麥,Na
甜點,Na
生phu2,VH
生sian,VH
生sian面,VH
生soaiN仔,Na
生事,VA
生事生端,VA
生人,Na
生仁,Na
生代誌,VA
生份人客,Na
生倚來,Na
生傳,VC
生兇,VH
生兒育女,VA
生凊風,Na
生出,VR
生出世,VA
生出來,VR
生刀草,VA
生分,VI
生分人,Na
生分面,VH
生利息,Na
生前,Dd
生命力,Na
生啤酒,Na
生嘔,VA
生囝後,Nd
生囝袋,Na
生妄狀,VH
生嬰仔,VA
生存空間,Na
生屍死,VH
生屎尾,VH
生屎虎,Na
生庚,Na
生心,VF
生性,Na
生意,VH
生態環境,Na
生手,VH
生推e5,VA
生日快樂,VH
生機,Na
生死路,Na
生死門,Na
生殕,VH
生殖器,Na
生母,Na
生毛蟲,Na
生氣,VH
生水,Na
生油,Na
生活圈,Na
生活方式,Na
生活水準,Na
生活計,Na
生活費,Na
生活路,Na
生涎,VA
生滿,VR
生澀,VH
生灰,Na
生為,VG
生父,Na
