序號	詞語	等別	級別	情境	書面字頻(每百萬字)	口語字頻(每百萬字)	簡編本系統號	參考注音	參考漢語拼音
4193	確認	進階	第5級	核心詞	41	29	[['確認', ['26017']]]	ㄑㄩㄝˋ ㄖㄣˋ	què rèn
4194	缺少/缺	進階	第5級	核心詞	62	95	[['缺少', ['25986']], ['缺', ['25974']]]	ㄑㄩㄝ ㄕㄠˇ/ㄑㄩㄝ	quē shǎo/quē
4195	確實	進階	第5級	核心詞	150	96	[['確實', ['26016']]]	ㄑㄩㄝˋ ㄕˊ	què shí
4196	缺失	進階	第5級	核心詞	17	4	[['缺失', ['25985']]]	ㄑㄩㄝ ㄕ	quē shī
4197	缺席	進階	第5級	核心詞	6	12	[['缺席', ['25983']]]	ㄑㄩㄝ ㄒㄧˊ	quē xí
4198	缺陷	進階	第5級	核心詞	24	10	[['缺陷', ['25984']]]	ㄑㄩㄝ ㄒㄧㄢˋ	quē xiàn
4199	確信	進階	第5級	核心詞	18	1	[['確信', ['26013']]]	ㄑㄩㄝˋ ㄒㄧㄣˋ	què xìn
4200	群體	進階	第5級	14.社會	18	7	[['群體', ['26163']]]	ㄑㄩㄣˊ ㄊㄧˇ	qún tǐ
4201	群眾	進階	第5級	14.社會	35	26	[['群眾', ['26173']]]	ㄑㄩㄣˊ ㄓㄨㄥˋ	qún zhòng
4202	染	進階	第5級	核心詞	11	19	[['染', ['36044']]]	ㄖㄢˇ	rǎn
4203	然而	進階	第5級	核心詞	355	95	[['然而', ['36033']]]	ㄖㄢˊ ㄦˊ	rán ér
4204	燃燒	進階	第5級	核心詞	24	28	[['燃燒', ['36039']]]	ㄖㄢˊ ㄕㄠ	rán shāo
4205	繞	進階	第5級	核心詞	41	27	[['繞', ['35982']]]	ㄖㄠˋ	rào
4206	熱愛	進階	第5級	核心詞	27	21	[['熱愛', ['35963']]]	ㄖㄜˋ ㄞˋ	rè ài
4207	熱帶	進階	第5級	13.自然環境	8	55	[['熱帶', ['35924']]]	ㄖㄜˋ ㄉㄞˋ	rè dài
4208	熱烈	進階	第5級	6.社交、人際	21	17	[['熱烈', ['35934']]]	ㄖㄜˋ ㄌㄧㄝˋ	rè liè
4209	任	進階	第5級	核心詞	113	70	[['任', ['36199', '36264']]]	ㄖㄣˋ	rèn
4210	人潮	進階	第5級	9.購物、商店	11	22	[['人潮', ['36145']]]	ㄖㄣˊ ㄔㄠˊ	rén cháo
4211	認錯	進階	第5級	6.社交、人際	8	5	[['認錯', ['36261']]]	ㄖㄣˋ ㄘㄨㄛˋ	rèn cuò
4212	認定	進階	第5級	核心詞	36	13	[['認定', ['36244']]]	ㄖㄣˋ ㄉㄧㄥˋ	rèn dìng
4213	人格	進階	第5級	16.情緒、態度	69	12	[['人格', ['36089']]]	ㄖㄣˊ ㄍㄜˊ	rén gé
4214	人工	進階	第5級	3.職業	26	69	[['人工', ['36091']]]	ㄖㄣˊ ㄍㄨㄥ	rén gōng
4215	人際	進階	第5級	6.社交、人際	80	17	[['人際', ['36105']]]	ㄖㄣˊ ㄐㄧˋ	rén jì
4216	人家2	進階	第5級	核心詞	110	436	[['人家', ['36107', '36108']]]	ㄖㄣˊ ˙ㄐㄧㄚ	rén jia
4217	人間	進階	第5級	15.文化	50	41	[['人間', ['36111']]]	ㄖㄣˊ ㄐㄧㄢ	rén jiān
4218	人民幣	進階	第5級	11.公共服務	11	15	[]	ㄖㄣˊ ㄇㄧㄣˊ ㄅㄧˋ	rén mín bì
4219	忍耐	進階	第5級	16.情緒、態度	15	19	[['忍耐', ['36220']]]	ㄖㄣˇ ㄋㄞˋ	rěn nài
4220	人氣	進階	第5級	核心詞	7	6	[['人氣', ['36116']]]	ㄖㄣˊ ㄑㄧˋ	rén qì
4221	人情味	進階	第5級	6.社交、人際	4	8	[['人情味', ['36122']]]	ㄖㄣˊ ㄑㄧㄥˊ ㄨㄟˋ	rén qíng wèi
4222	人權	進階	第5級	14.社會	14	28	[['人權', ['36124']]]	ㄖㄣˊ ㄑㄩㄢˊ	rén quán
4223	人山人海	進階	第5級	4.休閒、娛樂	3	1	[['人山人海', ['36156']]]	ㄖㄣˊ ㄕㄢ ㄖㄣˊ ㄏㄞˇ	rén shān rén hǎi
4224	人事	進階	第5級	3.職業	22	9	[['人事', ['36151']]]	ㄖㄣˊ ㄕˋ	rén shì
4225	人士	進階	第5級	8.教育、學習	80	50	[['人士', ['36149']]]	ㄖㄣˊ ㄕˋ	rén shì
4226	忍受	進階	第5級	核心詞	46	15	[['忍受', ['36224']]]	ㄖㄣˇ ㄕㄡˋ	rěn shòu
4227	人體	進階	第5級	7.身體、醫療	41	81	[['人體', ['36081']]]	ㄖㄣˊ ㄊㄧˇ	rén tǐ
4228	認同	進階	第5級	核心詞	70	41	[['認同', ['36245']]]	ㄖㄣˋ ㄊㄨㄥˊ	rèn tóng
4229	人心	進階	第5級	14.社會	41	32	[['人心', ['36130']]]	ㄖㄣˊ ㄒㄧㄣ	rén xīn
4230	人性	進階	第5級	8.教育、學習	50	19	[['人性', ['36136']]]	ㄖㄣˊ ㄒㄧㄥˋ	rén xìng
4231	人選	進階	第5級	核心詞	21	8	[['人選', ['36137']]]	ㄖㄣˊ ㄒㄩㄢˇ	rén xuǎn
4232	人員	進階	第5級	3.職業	186	175	[['人員', ['36194']]]	ㄖㄣˊ ㄩㄢˊ	rén yuán
4233	人緣	進階	第5級	6.社交、人際	5	4	[['人緣', ['36195']]]	ㄖㄣˊ ㄩㄢˊ	rén yuán
4234	仍舊	進階	第5級	核心詞	20	6	[['仍舊', ['36309']]]	ㄖㄥˊ ㄐㄧㄡˋ	réng jiù
4235	日落	進階	第5級	核心詞	8	5	[['日落', ['35869']]]	ㄖˋ ㄌㄨㄛˋ	rì luò
4236	日夜	進階	第5級	核心詞	19	12	[['日夜', ['35904']]]	ㄖˋ ㄧㄝˋ	rì yè
4237	日益	進階	第5級	核心詞	19	11	[]	ㄖˋ ㄧˋ	rì yì
4238	融合	進階	第5級	核心詞	24	28	[['融合', ['36611']]]	ㄖㄨㄥˊ ㄏㄜˊ	róng hé
4239	融化	進階	第5級	10.餐飲、烹飪	9	21	[['融化', ['36613']]]	ㄖㄨㄥˊ ㄏㄨㄚˋ	róng huà
4240	融入	進階	第5級	核心詞	22	35	[['融入', ['45198']]]	ㄖㄨㄥˊ ㄖㄨˋ	róng rù
4241	揉	進階	第5級	7.身體、醫療	16	11	[['揉', ['36004']]]	ㄖㄡˊ	róu
4242	肉麻	進階	第5級	核心詞	2	2	[['肉麻', ['36013']]]	ㄖㄡˋ ㄇㄚˊ	ròu má
4243	柔軟	進階	第5級	核心詞	20	24	[['柔軟', ['36002']]]	ㄖㄡˊ ㄖㄨㄢˇ	róu ruǎn
4244	肉體	進階	第5級	7.身體、醫療	17	2	[['肉體', ['36014']]]	ㄖㄡˋ ㄊㄧˇ	ròu tǐ
4245	如此	進階	第5級	核心詞	511	85	[['如此', ['36353']]]	ㄖㄨˊ ㄘˇ	rú cǐ
4246	如何	進階	第5級	核心詞	606	336	[['如何', ['36326']]]	ㄖㄨˊ ㄏㄜˊ	rú hé
4247	如同	進階	第5級	核心詞	82	26	[['如同', ['36316']]]	ㄖㄨˊ ㄊㄨㄥˊ	rú tóng
4248	入學	進階	第5級	8.教育、學習	15	5	[['入學', ['36440']]]	ㄖㄨˋ ㄒㄩㄝˊ	rù xué
4249	如意	進階	第5級	核心詞	16	9	[['如意', ['36358']]]	ㄖㄨˊ ㄧˋ	rú yì
4250	軟弱	進階	第5級	16.情緒、態度	14	4	[['軟弱', ['36536']]]	ㄖㄨㄢˇ ㄖㄨㄛˋ	ruǎn ruò
4251	軟體	進階	第5級	3.職業	45	16	[['軟體', ['36524']]]	ㄖㄨㄢˇ ㄊㄧˇ	ruǎn tǐ
4252	瑞士	進階	第5級	1.個人資料	15	34	[]	ㄖㄨㄟˋ ㄕˋ	ruì shì
4253	弱點	進階	第5級	核心詞	25	3	[['弱點', ['36484']]]	ㄖㄨㄛˋ ㄉㄧㄢˇ	ruò diǎn
4254	塞	進階	第5級	核心詞	23	14	[['塞', ['38757', '38770', '38773']]]	ㄙㄞ	sāi
4255	散1	進階	第5級	核心詞	29	20	[['散', ['38924', '38935']]]	ㄙㄢˋ	sàn
4256	散發	進階	第5級	5.交通、旅遊	15	8	[['散發', ['38940']]]	ㄙㄢˋ ㄈㄚ	sàn fā
4257	艘	進階	第5級	5.交通、旅遊	42	22	[['艘', ['38796']]]	ㄙㄠ	sāo
4258	掃除	進階	第5級	12.安全	4	1	[['掃除', ['38810']]]	ㄙㄠˇ ㄔㄨˊ	sǎo chú
4259	色情	進階	第5級	4.休閒、娛樂	8	1	[['色情', ['38749']]]	ㄙㄜˋ ㄑㄧㄥˊ	sè qíng
4260	傻	進階	第5級	核心詞	28	16	[['傻', ['33870']]]	ㄕㄚˇ	shǎ
4261	傻瓜	進階	第5級	核心詞	14	6	[['傻瓜', ['33872']]]	ㄕㄚˇ ㄍㄨㄚ	shǎ guā
4262	殺害	進階	第5級	12.安全	25	10	[['殺害', ['33836']]]	ㄕㄚ ㄏㄞˋ	shā hài
4263	殺價	進階	第5級	9.購物、商店	2	2	[['殺價', ['33841']]]	ㄕㄚ ㄐㄧㄚˋ	shā jià
4264	沙漠	進階	第5級	5.交通、旅遊	22	51	[['沙漠', ['33785']]]	ㄕㄚ ㄇㄛˋ	shā mò
4265	傻事	進階	第5級	核心詞	3	1	[['傻事', ['33876']]]	ㄕㄚˇ ㄕˋ	shǎ shì
4266	晒/曬	進階	第5級	2.日常起居	12	43	[['晒', ['34013']]]	ㄕㄞˋ  	shài  
4267	閃	進階	第5級	核心詞	27	13	[['閃', ['34485']]]	ㄕㄢˇ	shǎn
4268	扇	進階	第5級	2.日常起居	38	11	[['扇', ['34475', '34508']]]	ㄕㄢ / ㄕㄢˋ	shān / shàn
4269	山谷	進階	第5級	5.交通、旅遊	21	11	[['山谷', ['34419']]]	ㄕㄢ ㄍㄨˇ	shān gǔ
4270	山腳	進階	第5級	核心詞	12	11	[['山腳', ['34424']]]	ㄕㄢ ㄐㄧㄠˇ	shān jiǎo
4271	善良	進階	第5級	16.情緒、態度	32	16	[['善良', ['34519']]]	ㄕㄢˋ ㄌㄧㄤˊ	shàn liáng
4272	山坡	進階	第5級	核心詞	22	10	[['山坡', ['34395']]]	ㄕㄢ ㄆㄛ	shān pō
4273	賞	進階	第5級	核心詞	34	26	[['賞', ['34859']]]	ㄕㄤˇ	shǎng
4274	上當	進階	第5級	12.安全	6	1	[['上當', ['34885']]]	ㄕㄤˋ ㄉㄤˋ	shàng dàng
4275	傷口	進階	第5級	7.身體、醫療	29	16	[['傷口', ['34839']]]	ㄕㄤ ㄎㄡˇ	shāng kǒu
4276	傷腦筋	進階	第5級	核心詞	6	7	[['傷腦筋', ['34836']]]	ㄕㄤ ㄋㄠˇ ㄐㄧㄣ	shāng nǎo jīn
4277	上升	進階	第5級	核心詞	34	92	[['上升', ['34943']]]	ㄕㄤˋ ㄕㄥ	shàng shēng
4278	上市	進階	第5級	14.社會	30	7	[['上市', ['34937']]]	ㄕㄤˋ ㄕˋ	shàng shì
4279	上述	進階	第5級	核心詞	63	1	[]	ㄕㄤˋ ㄕㄨˋ	shàng shù
4280	上司	進階	第5級	3.職業	28	1	[['上司', ['34951']]]	ㄕㄤˋ ㄙ	shàng sī
4281	上鎖	進階	第5級	2.日常起居	4	1	[]	ㄕㄤˋ ㄙㄨㄛˇ	shàng suǒ
4282	上台/上臺	進階	第5級	8.教育、學習	14	19	[]	ㄕㄤˋ ㄊㄞˊ	shàng tái
4283	上下	進階	第5級	核心詞	48	22	[['上下', ['34918']]]	ㄕㄤˋ ㄒㄧㄚˋ	shàng xià
4284	上演	進階	第5級	4.休閒、娛樂	14	5	[['上演', ['34962']]]	ㄕㄤˋ ㄧㄢˇ	shàng yǎn
4285	上癮	進階	第5級	7.身體、醫療	9	4	[['上癮', ['34964']]]	ㄕㄤˋ ㄧㄣˇ	shàng yǐn
4286	稍微/稍	進階	第5級	核心詞	98	140	[['稍微', ['34028']], ['稍', ['34020']]]	ㄕㄠ ㄨㄟˊ / ㄕㄠ	shāo wéi / shāo
4287	燒香	進階	第5級	15.文化	5	2	[['燒香', ['34041']]]	ㄕㄠ ㄒㄧㄤ	shāo xiāng
4288	蛇	進階	第5級	1.個人資料	64	26	[['蛇', ['33911', '40351']]]	ㄕㄜˊ	shé
4289	射	進階	第5級	核心詞	28	11	[['射', ['33967', '40578', '40966']]]	ㄕㄜˋ	shè
4290	捨不得	進階	第5級	核心詞	13	34	[['捨不得', ['33922']]]	ㄕㄜˇ ㄅㄨˋ ˙ㄉㄜ	shě bù de
4291	捨得	進階	第5級	核心詞	4	6	[['捨得', ['33924']]]	ㄕㄜˇ ˙ㄉㄜ	shě de
4292	設定	進階	第5級	核心詞	38	18	[['設定', ['33980']]]	ㄕㄜˋ ㄉㄧㄥˋ	shè dìng
4293	設法	進階	第5級	核心詞	45	6	[['設法', ['33978']]]	ㄕㄜˋ ㄈㄚˇ	shè fǎ
4294	社工	進階	第5級	3.職業	4	8	[['社工', ['33934']]]	ㄕㄜˋ ㄍㄨㄥ	shè gōng
4295	社交	進階	第5級	6.社交、人際	33	7	[['社交', ['33947']]]	ㄕㄜˋ ㄐㄧㄠ	shè jiāo
4296	設立	進階	第5級	8.教育、學習	43	36	[['設立', ['33981']]]	ㄕㄜˋ ㄌㄧˋ	shè lì
4297	社群	進階	第5級	核心詞	24	9	[]	ㄕㄜˋ ㄑㄩㄣˊ	shè qún
4298	攝氏	進階	第5級	5.交通、旅遊	8	19	[['攝氏', ['34003']]]	ㄕㄜˋ ㄕˋ	shè shì
4299	舌頭/舌	進階	第5級	7.身體、醫療	38	12	[['舌頭', ['33903']], ['舌', ['33900']]]	ㄕㄜˊ ˙ㄊㄡ/ㄕㄜˊ	shé tou/shé
4300	社團	進階	第5級	8.教育、學習	12	16	[['社團', ['33932']]]	ㄕㄜˋ ㄊㄨㄢˊ	shè tuán
4301	攝影	進階	第5級	4.休閒、娛樂	29	60	[['攝影', ['34004']]]	ㄕㄜˋ ㄧㄥˇ	shè yǐng
4302	神話	進階	第5級	15.文化	32	14	[['神話', ['34703']]]	ㄕㄣˊ ㄏㄨㄚˋ	shén huà
4303	神經	進階	第5級	7.身體、醫療	193	66	[['神經', ['34708']]]	ㄕㄣˊ ㄐㄧㄥ	shén jīng
4304	神祕/神秘	進階	第5級	15.文化	53	25	[['神祕', ['34685']]]	ㄕㄣˊ ㄇㄧˋ	shén mì
4305	身旁	進階	第5級	核心詞	33	5	[]	ㄕㄣ ㄆㄤˊ	shēn páng
4306	神奇	進階	第5級	4.休閒、娛樂	33	42	[['神奇', ['34712']]]	ㄕㄣˊ ㄑㄧˊ	shén qí
4307	深入	進階	第5級	核心詞	67	44	[['深入', ['34658']]]	ㄕㄣ ㄖㄨˋ	shēn rù
4308	神聖	進階	第5級	15.文化	27	11	[['神聖', ['34728']]]	ㄕㄣˊ ㄕㄥˋ	shén shèng
4309	神仙	進階	第5級	15.文化	21	2	[['神仙', ['34718']]]	ㄕㄣˊ ㄒㄧㄢ	shén xiān
4310	身心	進階	第5級	7.身體、醫療	46	27	[['身心', ['34615']]]	ㄕㄣ ㄒㄧㄣ	shēn xīn
4311	身影	進階	第5級	5.交通、旅遊	23	26	[]	ㄕㄣ ㄧㄥˇ	shēn yǐng
4312	深遠	進階	第5級	核心詞	17	13	[['深遠', ['34672']]]	ㄕㄣ ㄩㄢˇ	shēn yuǎn
4313	腎臟/腎	進階	第5級	7.身體、醫療	33	27	[['腎臟', ['34779']], ['腎', ['34776']]]	ㄕㄣˋ ㄗㄤˋ/ㄕㄣˋ	shèn zàng/shèn
4314	升	進階	第5級	核心詞	27	40	[['升', ['34981']]]	ㄕㄥ	shēng
4315	生存	進階	第5級	核心詞	65	95	[['生存', ['35088']]]	ㄕㄥ ㄘㄨㄣˊ	shēng cún
4316	生動	進階	第5級	4.休閒、娛樂	19	9	[['生動', ['35019']]]	ㄕㄥ ㄉㄨㄥˋ	shēng dòng
4317	生火	進階	第5級	核心詞	4	4	[['生火', ['35049']]]	ㄕㄥ ㄏㄨㄛˇ	shēng huǒ
4318	生理	進階	第5級	7.身體、醫療	55	18	[['生理', ['35030']]]	ㄕㄥ ㄌㄧˇ	shēng lǐ
4319	生態	進階	第5級	13.自然環境	40	221	[['生態', ['35021']]]	ㄕㄥ ㄊㄞˋ	shēng tài
4320	聲響	進階	第5級	2.日常起居	21	4	[['聲響', ['35139']]]	ㄕㄥ ㄒㄧㄤˇ	shēng xiǎng
4321	升學	進階	第5級	8.教育、學習	12	11	[['升學', ['34997']]]	ㄕㄥ ㄒㄩㄝˊ	shēng xué
4322	剩餘	進階	第5級	核心詞	7	7	[['剩餘', ['35189']]]	ㄕㄥˋ ㄩˊ	shèng yú
4323	繩子/繩	進階	第5級	2.日常起居	37	17	[]	ㄕㄥˊ ˙ㄗ/ㄕㄥˊ	shéng zi/shéng
4324	使	進階	第5級	核心詞	758	122	[['使', ['33464']]]	ㄕˇ	shǐ
4325	詩	進階	第5級	核心詞	99	23	[['詩', ['33246']]]	ㄕ	shī
4326	士兵	進階	第5級	3.職業	63	10	[['士兵', ['33500']]]	ㄕˋ ㄅㄧㄥ	shì bīng
4327	食材	進階	第5級	10.餐飲、烹飪	14	25	[]	ㄕˊ ㄘㄞˊ	shí cái
4328	世代	進階	第5級	核心詞	27	31	[['世代', ['33573']]]	ㄕˋ ㄉㄞˋ	shì dài
4329	使得	進階	第5級		117	127	[]	ㄕˇ ˙ㄉㄜ	shǐ de
4330	示範	進階	第5級	8.教育、學習	22	43	[['示範', ['33542']]]	ㄕˋ ㄈㄢˋ	shì fàn
4331	是非	進階	第5級	16.情緒、態度	19	5	[['是非', ['33695']]]	ㄕˋ ㄈㄟ	shì fēi
4332	是否	進階	第5級	核心詞	299	80	[['是否', ['33699']]]	ㄕˋ ㄈㄡˇ	shì fǒu
4333	師父	進階	第5級	15.文化	35	33	[['師父', ['33218']]]	ㄕ ˙ㄈㄨ	shī fu
4334	師傅	進階	第5級	15.文化	31	32	[['師傅', ['33217']]]	ㄕ ㄈㄨˋ	shī fù
4335	事故	進階	第5級	12.安全	18	13	[['事故', ['33648']]]	ㄕˋ ㄍㄨˋ	shì gù
4336	時光	進階	第5級	15.文化	40	24	[['時光', ['33371']]]	ㄕˊ ㄍㄨㄤ	shí guāng
4337	實話	進階	第5級	核心詞	19	10	[['實話', ['33420']]]	ㄕˊ ㄏㄨㄚˋ	shí huà
4338	時機	進階	第5級	核心詞	42	14	[['時機', ['33376']]]	ㄕˊ ㄐㄧ	shí jī
4339	實踐	進階	第5級	8.教育、學習	70	45	[['實踐', ['33426']]]	ㄕˊ ㄐㄧㄢˋ	shí jiàn
4340	事件	進階	第5級	12.安全	214	144	[['事件', ['33654']]]	ㄕˋ ㄐㄧㄢˋ	shì jiàn
4341	視覺	進階	第5級	核心詞	58	19	[['視覺', ['33557']]]	ㄕˋ ㄐㄩㄝˊ	shì jué
4342	時刻	進階	第5級	核心詞	71	52	[['時刻', ['33372']]]	ㄕˊ ㄎㄜˋ	shí kè
4343	時空	進階	第5級	13.自然環境	25	12	[['時空', ['33374']]]	ㄕˊ ㄎㄨㄥ	shí kōng
4344	實力	進階	第5級	3.職業	37	17	[['實力', ['33414']]]	ㄕˊ ㄌㄧˋ	shí lì
4345	勢力	進階	第5級	14.社會	57	46	[['勢力', ['33719']]]	ㄕˋ ㄌㄧˋ	shì lì
4346	市民	進階	第5級	14.社會	16	14	[['市民', ['33515']]]	ㄕˋ ㄇㄧㄣˊ	shì mín
4347	失去	進階	第5級	核心詞	158	82	[['失去', ['33149']]]	ㄕ ㄑㄩˋ	shī qù
4348	十全十美	進階	第5級	核心詞	5	1	[['十全十美', ['33274']]]	ㄕˊ ㄑㄩㄢˊ ㄕˊ ㄇㄟˇ	shí quán shí měi
4349	詩人	進階	第5級	8.教育、學習	42	8	[['詩人', ['33258']]]	ㄕ ㄖㄣˊ	shī rén
4350	事實上	進階	第5級	核心詞	0	0	[]	ㄕˋ ㄕˊ ㄕㄤˋ	shì shí shàng
4351	時速	進階	第5級	核心詞	10	5	[['時速', ['33402']]]	ㄕˊ ㄙㄨˋ	shí sù
4352	視為	進階	第5級	核心詞	85	28	[['視為', ['45211']]]	ㄕˋ ㄨㄟˊ	shì wéi
4353	事務	進階	第5級	3.職業	39	14	[['事務', ['33669']]]	ㄕˋ ㄨˋ	shì wù
4354	實習	進階	第5級	3.職業	12	19	[['實習', ['33431']]]	ㄕˊ ㄒㄧˊ	shí xí
4355	視線	進階	第5級	2.日常起居	23	6	[['視線', ['33558']]]	ㄕˋ ㄒㄧㄢˋ	shì xiàn
4356	事先	進階	第5級	核心詞	39	17	[['事先', ['33658']]]	ㄕˋ ㄒㄧㄢ	shì xiān
4357	事項	進階	第5級	核心詞	19	5	[['事項', ['33659']]]	ㄕˋ ㄒㄧㄤˋ	shì xiàng
4358	實驗	進階	第5級	8.教育、學習	197	151	[['實驗', ['33448']]]	ㄕˊ ㄧㄢˋ	shí yàn
4359	試驗	進階	第5級	7.身體、醫療	19	29	[['試驗', ['33632']]]	ㄕˋ ㄧㄢˋ	shì yàn
4360	式樣	進階	第5級	9.購物、商店	4	1	[['式樣', ['33609']]]	ㄕˋ ㄧㄤˋ	shì yàng
4361	視野	進階	第5級	2.日常起居	31	152	[['視野', ['33568']]]	ㄕˋ ㄧㄝˇ	shì yě
4362	失業	進階	第5級	3.職業	15	54	[['失業', ['33183']]]	ㄕ ㄧㄝˋ	shī yè
4363	適用	進階	第5級	核心詞	33	6	[['適用', ['33758']]]	ㄕˋ ㄩㄥˋ	shì yòng
4364	石油	進階	第5級	13.自然環境	18	54	[['石油', ['33327']]]	ㄕˊ ㄧㄡˊ	shí yóu
4365	實在	進階	第5級	核心詞	218	137	[['實在', ['33445']]]	ㄕˊ ㄗㄞˋ	shí zài 
4366	師長	進階	第5級	8.教育、學習	14	9	[['師長', ['33225']]]	ㄕ ㄓㄤˇ	shī zhǎng
4367	始終	進階	第5級	核心詞	73	30	[['始終', ['33491']]]	ㄕˇ ㄓㄨㄥ	shǐ zhōng
4368	石子	進階	第5級	13.自然環境	7	1	[]	ㄕˊ ˙ㄗ	shí zi
4369	獅子/獅	進階	第5級	13.自然環境	22	24	[['獅子', ['33236']], ['獅', ['33235']]]	ㄕ ˙ㄗ/ㄕ	shī zi/shī
4370	失蹤	進階	第5級	12.安全	20	11	[['失蹤', ['33173']]]	ㄕ ㄗㄨㄥ	shī zōng
4371	十足	進階	第5級	核心詞	27	16	[['十足', ['33281']]]	ㄕˊ ㄗㄨˊ	shí zú
4372	售	進階	第5級	9.購物、商店	4	2	[['售', ['34360']]]	ㄕㄡˋ	shòu
4373	手背	進階	第5級	7.身體、醫療	4	1	[['手背', ['34166']]]	ㄕㄡˇ ㄅㄟˋ	shǒu bèi
4374	手臂	進階	第5級	7.身體、醫療	64	11	[['手臂', ['34168']]]	ㄕㄡˇ ㄅㄧˋ	shǒu bì
4375	收藏	進階	第5級	4.休閒、娛樂	26	13	[['收藏', ['34136']]]	ㄕㄡ ㄘㄤˊ	shōu cáng
4376	手冊	進階	第5級	核心詞	17	5	[['手冊', ['34220']]]	ㄕㄡˇ ㄘㄜˋ	shǒu cè
4377	手電筒	進階	第5級	2.日常起居	9	10	[['手電筒', ['34178']]]	ㄕㄡˇ ㄉㄧㄢˋ ㄊㄨㄥˇ	shǒu diàn tǒng
4378	手段	進階	第5級	8.教育、學習	59	21	[['手段', ['34179']]]	ㄕㄡˇ ㄉㄨㄢˋ	shǒu duàn
4379	手工	進階	第5級	9.購物、商店	10	56	[['手工', ['34189']]]	ㄕㄡˇ ㄍㄨㄥ	shǒu gōng
4380	受害	進階	第5級	12.安全	23	15	[['受害', ['34309']]]	ㄕㄡˋ ㄏㄞˋ	shòu hài
4381	守護	進階	第5級	12.安全	19	46	[['守護', ['34242']]]	ㄕㄡˇ ㄏㄨˋ	shǒu hù
4382	收穫	進階	第5級	核心詞	22	40	[['收穫', ['34111']]]	ㄕㄡ ㄏㄨㄛˋ	shōu huò
4383	受苦	進階	第5級	核心詞	17	11	[['受苦', ['34307']]]	ㄕㄡˋ ㄎㄨˇ	shòu kǔ
4384	手忙腳亂	進階	第5級	核心詞	4	1	[['手忙腳亂', ['34172']]]	ㄕㄡˇ ㄇㄤˊ ㄐㄧㄠˇ ㄌㄨㄢˋ	shǒu máng jiǎo luàn
4385	壽命	進階	第5級	7.身體、醫療	18	16	[['壽命', ['34369']]]	ㄕㄡˋ ㄇㄧㄥˋ	shòu mìng
4386	手勢	進階	第5級	核心詞	19	13	[['手勢', ['34214']]]	ㄕㄡˇ ㄕˋ	shǒu shì
4387	收拾	進階	第5級	2.日常起居	26	9	[['收拾', ['34127']]]	ㄕㄡ ㄕˊ	shōu shí
4388	手腕	進階	第5級	7.身體、醫療	19	5	[['手腕', ['34225']]]	ㄕㄡˇ ㄨㄢˋ	shǒu wàn
4389	手下	進階	第5級	3.職業	25	2	[['手下', ['34202']]]	ㄕㄡˇ ㄒㄧㄚˋ	shǒu xià
4390	手心	進階	第5級	7.身體、醫療	7	7	[['手心', ['34204']]]	ㄕㄡˇ ㄒㄧㄣ	shǒu xīn
4391	手續	進階	第5級	核心詞	10	5	[['手續', ['34206']]]	ㄕㄡˇ ㄒㄩˋ	shǒu xù
4392	手掌	進階	第5級	7.身體、醫療	19	4	[['手掌', ['34210']]]	ㄕㄡˇ ㄓㄤˇ	shǒu zhǎng
4393	束	進階	第5級	核心詞	11	6	[['束', ['35419']]]	ㄕㄨˋ	shù
4394	屬	進階	第5級	核心詞	81	21	[['屬', ['30647', '35395']]]	ㄕㄨˇ	shǔ
4395	梳	進階	第5級	2.日常起居	10	2	[['梳', ['35284']]]	ㄕㄨ	shū
4396	書本	進階	第5級	8.教育、學習	16	15	[['書本', ['35312']]]	ㄕㄨ ㄅㄣˇ	shū běn
4397	書籍	進階	第5級	8.教育、學習	49	16	[['書籍', ['35329']]]	ㄕㄨ ㄐㄧˊ	shū jí
4398	數據	進階	第5級	17.科技	36	42	[['數據', ['35462']]]	ㄕㄨˋ ㄐㄩˋ	shù jù
4399	樹林	進階	第5級	5.交通、旅遊	27	11	[['樹林', ['35481']]]	ㄕㄨˋ ㄌㄧㄣˊ	shù lín
4400	書面	進階	第5級	8.教育、學習	8	1	[['書面', ['35315']]]	ㄕㄨ ㄇㄧㄢˋ	shū miàn
4401	數目	進階	第5級	9.購物、商店	26	11	[['數目', ['35459']]]	ㄕㄨˋ ㄇㄨˋ	shù mù
4402	暑期	進階	第5級	8.教育、學習	3	3	[['暑期', ['35385']]]	ㄕㄨˇ ㄑㄧˊ	shǔ qí
4403	舒適	進階	第5級	核心詞	30	30	[['舒適', ['35275']]]	ㄕㄨ ㄕˋ	shū shì
4404	數位	進階	第5級	17.科技	20	11	[['數位', ['35469']]]	ㄕㄨˋ ㄨㄟˋ	shù wèi
4405	書寫	進階	第5級	8.教育、學習	34	12	[['書寫', ['35336']]]	ㄕㄨ ㄒㄧㄝˇ	shū xiě
4406	書信	進階	第5級	11.公共服務	11	3	[['書信', ['35337']]]	ㄕㄨ ㄒㄧㄣˋ	shū xìn
4407	樹葉	進階	第5級	13.自然環境	14	18	[['樹葉', ['35491']]]	ㄕㄨˋ ㄧㄝˋ	shù yè
4408	屬於	進階	第5級	核心詞	141	157	[['屬於', ['35402']]]	ㄕㄨˇ ㄩˊ	shǔ yú
4409	樹枝	進階	第5級	核心詞	26	13	[['樹枝', ['35484']]]	ㄕㄨˋ ㄓ	shù zhī
