序號	詞語	等別	級別	情境	書面字頻(每百萬字)	口語字頻(每百萬字)	簡編本系統號	參考注音	參考漢語拼音
12041	排放	精熟	第7級		3	42	[['排放', ['2533']]]	ㄆㄞˊ ㄈㄤˋ	pái fàng
12042	排解	精熟	第7級		3	2	[['排解', ['2550']]]	ㄆㄞˊ ㄐㄧㄝˇ	pái jiě
12043	排遣	精熟	第7級		2	1	[['排遣', ['2553']]]	ㄆㄞˊ ㄑㄧㄢˇ	pái qiǎn
12044	排山倒海	精熟	第7級		3	1	[['排山倒海', ['2562']]]	ㄆㄞˊ ㄕㄢ ㄉㄠˇ ㄏㄞˇ	pái shān dǎo hǎi
12045	派頭	精熟	第7級		2	1	[['派頭', ['2585']]]	ㄆㄞˋ ㄊㄡˊ	pài tóu
12046	排序	精熟	第7級		5	2	[]	ㄆㄞˊㄒㄩˋ	pái xù
12047	派駐	精熟	第7級		3	2	[]	ㄆㄞˋ ㄓㄨˋ	pài zhù
12048	畔	精熟	第7級		19	18	[['畔', ['2808']]]	ㄆㄢˋ	pàn
12049	判處	精熟	第7級		4	1	[['判處', ['2797']]]	ㄆㄢˋ ㄔㄨˇ	pàn chǔ
12050	攀登	精熟	第7級		5	4	[['攀登', ['2749']]]	ㄆㄢ ㄉㄥ	pān dēng
12051	盤據	精熟	第7級		4	3	[['盤據', ['2776']]]	ㄆㄢˊ ㄐㄩˋ	pán jù
12052	盤踞	精熟	第7級		3	1	[['盤踞', ['2775']]]	ㄆㄢˊ ㄐㄩˋ	pán jù
12053	攀升	精熟	第7級		6	13	[['攀升', ['2755']]]	ㄆㄢ ㄕㄥ	pān shēng
12054	磐石	精熟	第7級		3	3	[['磐石', ['2764']]]	ㄆㄢˊ ㄕˊ	pán shí
12055	攀談	精熟	第7級		4	1	[['攀談', ['2750']]]	ㄆㄢ ㄊㄢˊ	pān tán
12056	叛徒	精熟	第7級		5	1	[['叛徒', ['2803']]]	ㄆㄢˋ ㄊㄨˊ	pàn tú
12057	盤問	精熟	第7級		3	0	[['盤問', ['2784']]]	ㄆㄢˊ ㄨㄣˋ	pán wèn
12058	旁白	精熟	第7級		4	1	[['旁白', ['2845']]]	ㄆㄤˊ ㄅㄞˊ	páng bái
12059	龐然大物	精熟	第7級		2	1	[['龐然大物', ['2873']]]	ㄆㄤˊ ㄖㄢˊ ㄉㄚˋ ㄨˋ	páng rán dà wù
12060	螃蟹/蟹	精熟	第7級		20	10	[['螃蟹', ['2864']], ['蟹', ['26850']]]	ㄆㄤˊ ㄒㄧㄝˋ/ㄒㄧㄝˋ	páng xiè/xiè
12061	龐雜	精熟	第7級		2	2	[['龐雜', ['2874']]]	ㄆㄤˊ ㄗㄚˊ	páng zá
12062	袍	精熟	第7級		9	4	[['袍', ['2692']]]	ㄆㄠˊ	páo
12063	泡泡	精熟	第7級		4	8	[['泡泡', ['2712', '2673']]]	ㄆㄠˋ ㄆㄠˋ	pào pào
12064	泡湯	精熟	第7級		3	3	[['泡湯', ['2718']]]	ㄆㄠˋ ㄊㄤ	pào tāng
12065	泡影	精熟	第7級		2	1	[['泡影', ['2721']]]	ㄆㄠˋ ㄧㄥˇ	pào yǐng
12066	佩帶	精熟	第7級		1	1	[['佩帶', ['2644']]]	ㄆㄟˋ ㄉㄞˋ	pèi dài
12067	培根	精熟	第7級		5	3	[['培根', ['2605']]]	ㄆㄟˊ ㄍㄣ	péi gēn
12068	配給	精熟	第7級		4	2	[['配給', ['2658']]]	ㄆㄟˋ ㄐㄧˇ	pèi jǐ
12069	配件	精熟	第7級		4	3	[['配件', ['2659']]]	ㄆㄟˋ ㄐㄧㄢˋ	pèi jiàn
12070	賠錢	精熟	第7級		3	4	[['賠錢', ['2634']]]	ㄆㄟˊ ㄑㄧㄢˊ	péi qián
12071	配套	精熟	第7級		3	3	[['配套', ['2655']]]	ㄆㄟˋ ㄊㄠˋ	pèi tào
12072	培植	精熟	第7級		4	2	[['培植', ['2607']]]	ㄆㄟˊ ㄓˊ	péi zhí
12073	配置	精熟	第7級		10	5	[['配置', ['2662']]]	ㄆㄟˋ ㄓˋ	pèi zhì
12074	盆地	精熟	第7級		5	9	[['盆地', ['2830']]]	ㄆㄣˊ ㄉㄧˋ	pén dì
12075	噴泉	精熟	第7級		3	3	[['噴泉', ['2821']]]	ㄆㄣ ㄑㄩㄢˊ	pēn quán
12076	噴射	精熟	第7級		5	4	[['噴射', ['2822']]]	ㄆㄣ ㄕㄜˋ	pēn shè
12077	棚	精熟	第7級		5	7	[['棚', ['2896']]]	ㄆㄥˊ	péng
12078	碰壁	精熟	第7級		2	1	[['碰壁', ['2927']]]	ㄆㄥˋ ㄅㄧˋ	pèng bì
12079	捧場	精熟	第7級		3	2	[['捧場', ['2923']]]	ㄆㄥˇ ㄔㄤˊ	pěng cháng
12080	澎湃	精熟	第7級		6	3	[['澎湃', ['2890']]]	ㄆㄥ ㄆㄞˋ	pēng pài
12081	蓬鬆	精熟	第7級		3	2	[['蓬鬆', ['2911']]]	ㄆㄥˊ ㄙㄨㄥ	péng sōng
12082	蓬頭	精熟	第7級		3	3	[]	ㄆㄥˊ ㄊㄡˊ	péng tóu
12083	匹2	精熟	第7級		42	12	[['匹', ['3037', '2935']]]	ㄆㄧˇ	pǐ
12084	疲憊不堪	精熟	第7級		4	1	[]	ㄆㄧˊ ㄅㄟˋ ㄅㄨˋ ㄎㄢ	pí bèi bù kān
12085	匹敵	精熟	第7級		3	1	[['匹敵', ['3042']]]	ㄆㄧˇ ㄉㄧˊ	pǐ dí
12086	疲乏	精熟	第7級		4	1	[['疲乏', ['3018']]]	ㄆㄧˊ ㄈㄚˊ	pí fá
12087	批發	精熟	第7級		4	4	[['批發', ['2943']]]	ㄆㄧ ㄈㄚ	pī fā
12088	皮革	精熟	第7級		4	3	[['皮革', ['2999']]]	ㄆㄧˊ ㄍㄜˊ	pí gé
12089	癖好	精熟	第7級		2	0	[['癖好', ['3052']]]	ㄆㄧˇ ㄏㄠˋ	pǐ hào
12090	披肩	精熟	第7級		4	1	[['披肩', ['2965']]]	ㄆㄧ ㄐㄧㄢ	pī jiān
12091	僻靜	精熟	第7級		2	1	[['僻靜', ['3061']]]	ㄆㄧˋ ㄐㄧㄥˋ	pì jìng
12092	霹靂	精熟	第7級		5	2	[['霹靂', ['2977']]]	ㄆㄧ ㄌㄧˋ	pī lì
12093	披露	精熟	第7級		4	2	[['披露', ['2962']]]	ㄆㄧ ㄌㄨˋ	pī lù
12094	皮毛	精熟	第7級		4	2	[['皮毛', ['2992']]]	ㄆㄧˊ ㄇㄠˊ	pí máo
12095	媲美	精熟	第7級		4	4	[['媲美', ['3056']]]	ㄆㄧˋ ㄇㄟˇ	pì měi
12096	匹配	精熟	第7級		3	1	[['匹配', ['3038']]]	ㄆㄧˇ ㄆㄟˋ	pǐ pèi
12097	皮球	精熟	第7級		2	2	[['皮球', ['3004']]]	ㄆㄧˊ ㄑㄧㄡˊ	pí qiú
12098	皮肉	精熟	第7級		3	1	[['皮肉', ['3013']]]	ㄆㄧˊ ㄖㄡˋ	pí ròu
12099	劈頭	精熟	第7級		4	0	[['劈頭', ['2973']]]	ㄆㄧ ㄊㄡˊ	pī tóu
12100	疲於奔命	精熟	第7級		3	2	[['疲於奔命', ['3025']]]	ㄆㄧˊ ㄩˊ ㄅㄣ ㄇㄧㄥˋ	pí yú bēn mìng
12101	偏激	精熟	第7級		3	1	[['偏激', ['3154']]]	ㄆㄧㄢ ㄐㄧ	piān jī
12102	騙局	精熟	第7級		3	1	[['騙局', ['3202']]]	ㄆㄧㄢˋ ㄐㄩˊ	piàn jú
12103	片面	精熟	第7級		3	3	[['片面', ['3186']]]	ㄆㄧㄢˋ ㄇㄧㄢˋ	piàn miàn
12104	翩翩	精熟	第7級		5	1	[['翩翩', ['3175']]]	ㄆㄧㄢ ㄆㄧㄢ	piān piān
12105	偏頗	精熟	第7級		4	1	[['偏頗', ['3138']]]	ㄆㄧㄢ ㄆㄛˇ	piān pǒ
12106	偏袒	精熟	第7級		3	1	[['偏袒', ['3148']]]	ㄆㄧㄢ ㄊㄢˇ	piān tǎn
12107	篇章	精熟	第7級		4	4	[['篇章', ['3172']]]	ㄆㄧㄢ ㄓㄤ	piān zhāng
12108	偏執	精熟	第7級		5	1	[['偏執', ['3160']]]	ㄆㄧㄢ ㄓˊ	piān zhí
12109	偏重	精熟	第7級		4	2	[['偏重', ['3161']]]	ㄆㄧㄢ ㄓㄨㄥˋ	piān zhòng
12110	瓢	精熟	第7級		7	5	[['瓢', ['3105']]]	ㄆㄧㄠˊ	piáo
12111	瞟	精熟	第7級		3	0	[['瞟', ['3111']]]	ㄆㄧㄠˇ	piǎo
12112	漂泊	精熟	第7級		4	4	[['漂泊', ['3078']]]	ㄆㄧㄠ ㄅㄛˊ	piāo bó
12113	飄蕩	精熟	第7級		3	1	[['飄蕩', ['3090']]]	ㄆㄧㄠ ㄉㄤˋ	piāo dàng
12114	飄動	精熟	第7級		3	1	[]	ㄆㄧㄠ ㄉㄨㄥˋ	piāo dòng
12115	飄浮	精熟	第7級		5	2	[['飄浮', ['3089']]]	ㄆㄧㄠ ㄈㄨˊ	piāo fú
12116	飄忽	精熟	第7級		3	1	[['飄忽', ['3093']]]	ㄆㄧㄠ ㄏㄨ	piāo hū
12117	漂流	精熟	第7級		6	12	[['漂流', ['3081']]]	ㄆㄧㄠ ㄌㄧㄡˊ	piāo liú
12118	飄落	精熟	第7級		3	1	[]	ㄆㄧㄠ ㄌㄨㄛˋ	piāo luò
12119	飄飄然	精熟	第7級		3	2	[['飄飄然', ['3087']]]	ㄆㄧㄠ ㄆㄧㄠ ㄖㄢˊ	piāo piāo rán
12120	飄然	精熟	第7級		3	0	[['飄然', ['3095']]]	ㄆㄧㄠ ㄖㄢˊ	piāo rán
12121	飄散	精熟	第7級		3	4	[['飄散', ['3096']]]	ㄆㄧㄠ ㄙㄢˋ	piāo sàn
12122	飄揚	精熟	第7級		4	3	[['飄揚', ['3100']]]	ㄆㄧㄠ ㄧㄤˊ	piāo yáng
12123	飄逸	精熟	第7級		2	2	[['飄逸', ['3097']]]	ㄆㄧㄠ ㄧˋ	piāo yì
12124	撇2	精熟	第7級		5	7	[['撇', ['3076', '3070']]]	ㄆㄧㄝˇ	piě
12125	撇1	精熟	第7級		5	7	[['撇', ['3076', '3070']]]	ㄆㄧㄝ	piē
12126	撇開	精熟	第7級		4	1	[['撇開', ['3071']]]	ㄆㄧㄝ ㄎㄞ	piē kāi
12127	拼湊	精熟	第7級		4	3	[['拼湊', ['3214']]]	ㄆㄧㄣ ㄘㄡˋ	pīn còu
12128	貧瘠	精熟	第7級		4	10	[['貧瘠', ['3228']]]	ㄆㄧㄣˊ ㄐㄧˊ	pín jí
12129	貧賤	精熟	第7級		3	1	[['貧賤', ['3229']]]	ㄆㄧㄣˊ ㄐㄧㄢˋ	pín jiàn
12130	貧民	精熟	第7級		3	5	[['貧民', ['3221']]]	ㄆㄧㄣˊ ㄇㄧㄣˊ	pín mín
12131	貧民窟	精熟	第7級		3	9	[]	ㄆㄧㄣˊ ㄇㄧㄣˊ ㄎㄨ	pín mín kū
12132	平白	精熟	第7級		2	1	[['平白', ['3283']]]	ㄆㄧㄥˊ ㄅㄞˊ	píng bái
12133	評比	精熟	第7級		3	4	[]	ㄆㄧㄥˊ ㄅㄧˇ	píng bǐ
12134	平淡無奇	精熟	第7級		2	1	[]	ㄆㄧㄥˊ ㄉㄢˋ ㄨˊ ㄑㄧˊ	píng dàn wú qí
12135	平定	精熟	第7級		14	1	[['平定', ['3309']]]	ㄆㄧㄥˊ ㄉㄧㄥˋ	píng dìng
12136	評定	精熟	第7級		3	0	[['評定', ['3374']]]	ㄆㄧㄥˊ ㄉㄧㄥˋ	píng dìng
12137	平反	精熟	第7級		6	1	[['平反', ['3293']]]	ㄆㄧㄥˊ ㄈㄢ	píng fān
12138	平房	精熟	第7級		3	1	[['平房', ['3298']]]	ㄆㄧㄥˊ ㄈㄤˊ	píng fáng
12139	平分	精熟	第7級		2	1	[['平分', ['3294']]]	ㄆㄧㄥˊ ㄈㄣ	píng fēn
12140	評分	精熟	第7級		5	3	[['評分', ['3373']]]	ㄆㄧㄥˊ ㄈㄣ	píng fēn
12141	平復	精熟	第7級		3	2	[['平復', ['3301']]]	ㄆㄧㄥˊ ㄈㄨˋ	píng fù
12142	平衡點	精熟	第7級		3	7	[]	ㄆㄧㄥˊ ㄏㄥˊ ㄉㄧㄢˇ	píng héng diǎn
12143	平緩	精熟	第7級		3	6	[['平緩', ['3320']]]	ㄆㄧㄥˊ ㄏㄨㄢˇ	píng huǎn
12144	評鑑	精熟	第7級		12	9	[['評鑑', ['3383']]]	ㄆㄧㄥˊ ㄐㄧㄢˋ	píng jiàn
12145	憑空	精熟	第7級		5	2	[['憑空', ['3406']]]	ㄆㄧㄥˊ ㄎㄨㄥ	píng kōng
12146	評判	精熟	第7級		4	1	[['評判', ['3372']]]	ㄆㄧㄥˊ ㄆㄢˋ	píng pàn
12147	平平	精熟	第7級		4	5	[['平平', ['3288']]]	ㄆㄧㄥˊ ㄆㄧㄥˊ	píng píng
12148	平生	精熟	第7級		7	1	[['平生', ['3351']]]	ㄆㄧㄥˊ ㄕㄥ	píng shēng
12149	平實	精熟	第7級		2	2	[['平實', ['3346']]]	ㄆㄧㄥˊ ㄕˊ	píng shí
12150	平順	精熟	第7級		4	1	[['平順', ['3353']]]	ㄆㄧㄥˊ ㄕㄨㄣˋ	píng shùn
12151	平素	精熟	第7級		3	0	[['平素', ['3356']]]	ㄆㄧㄥˊ ㄙㄨˋ	píng sù
12152	平心靜氣	精熟	第7級		3	1	[['平心靜氣', ['3331']]]	ㄆㄧㄥˊ ㄒㄧㄣ ㄐㄧㄥˋ ㄑㄧˋ	píng xīn jìng qì
12153	平易近人	精熟	第7級		2	1	[['平易近人', ['3361']]]	ㄆㄧㄥˊ ㄧˋ ㄐㄧㄣˋ ㄖㄣˊ	píng yì jìn rén
12154	平庸	精熟	第7級		7	2	[['平庸', ['3366']]]	ㄆㄧㄥˊ ㄩㄥ	píng yōng
12155	屏障	精熟	第7級		5	6	[['屏障', ['3398']]]	ㄆㄧㄥˊ ㄓㄤˋ	píng zhàng
12156	破案	精熟	第7級		4	4	[['破案', ['2502']]]	ㄆㄛˋ ㄢˋ	pò àn
12157	破敗	精熟	第7級		3	2	[['破敗', ['2466']]]	ㄆㄛˋ ㄅㄞˋ	pò bài
12158	迫不得已	精熟	第7級		3	1	[['迫不得已', ['2453']]]	ㄆㄛˋ ㄅㄨˋ ㄉㄜˊ ㄧˇ	pò bù dé yǐ
12159	頗負盛名	精熟	第7級		0	0	[]	ㄆㄛˇㄈㄨˋㄕㄥˋ ㄇㄧㄥˊ	pǒ fù shèng míng
12160	破獲	精熟	第7級		1	1	[['破獲', ['2482']]]	ㄆㄛˋ ㄏㄨㄛˋ	pò huò
12161	破口大罵	精熟	第7級		4	1	[['破口大罵', ['2481']]]	ㄆㄛˋ ㄎㄡˇ ㄉㄚˋ ㄇㄚˋ	pò kǒu dà mà
12162	破例	精熟	第7級		3	1	[['破例', ['2477']]]	ㄆㄛˋ ㄌㄧˋ	pò lì
12163	破滅	精熟	第7級		6	2	[['破滅', ['2468']]]	ㄆㄛˋ ㄇㄧㄝˋ	pò miè
12164	破曉	精熟	第7級		3	1	[['破曉', ['2490']]]	ㄆㄛˋ ㄒㄧㄠˇ	pò xiǎo
12165	迫在眉睫	精熟	第7級		3	2	[['迫在眉睫', ['2461']]]	ㄆㄛˋ ㄗㄞˋ ㄇㄟˊ ㄐㄧㄝˊ	pò zài méi jié
12166	破綻	精熟	第7級		5	0	[['破綻', ['2493']]]	ㄆㄛˋ ㄓㄢˋ	pò zhàn
12167	剖	精熟	第7級		2	1	[['剖', ['2734']]]	ㄆㄡˇ	pǒu
12168	剖開	精熟	第7級		3	2	[['剖開', ['2738']]]	ㄆㄡˇ ㄎㄞ	pǒu kāi
12169	剖析	精熟	第7級		6	9	[['剖析', ['2739']]]	ㄆㄡˇ ㄒㄧ	pǒu xī
12170	迫於	精熟	第7級		3	1	[]	ㄆㄛˋㄩˊ	pòyú
12171	噗	精熟	第7級		4	3	[['噗', ['3438']]]	ㄆㄨ	pū
12172	撲鼻	精熟	第7級		4	2	[['撲鼻', ['3425']]]	ㄆㄨ ㄅㄧˊ	pū bí
12173	鋪陳/舖陳	精熟	第7級		6	1	[['鋪陳', ['3446']]]	ㄆㄨ ㄔㄣˊ	pū chén
12174	撲克牌	精熟	第7級		4	2	[['撲克牌', ['3431']]]	ㄆㄨ ㄎㄜˋ ㄆㄞˊ	pū kè pái
12175	鋪路/舖路	精熟	第7級		4	2	[['鋪路', ['3442']]]	ㄆㄨ ㄌㄨˋ	pū lù
12176	撲滅	精熟	第7級		4	5	[['撲滅', ['3427']]]	ㄆㄨ ㄇㄧㄝˋ	pū miè
12177	鋪設/舖設	精熟	第7級		5	8	[['鋪設', ['3447']]]	ㄆㄨ ㄕㄜˋ	pū shè
12178	撲通	精熟	第7級		4	0	[['撲通', ['3429']]]	ㄆㄨ ㄊㄨㄥ	pū tōng
12179	柒	精熟	第7級		1	0	[['柒', ['24369']]]	ㄑㄧ	qī
12180	齊備	精熟	第7級		2	1	[['齊備', ['24546']]]	ㄑㄧˊ ㄅㄟˋ	qí bèi
12181	悽慘	精熟	第7級		3	2	[['悽慘', ['24391']]]	ㄑㄧ ㄘㄢˇ	qī cǎn
12182	淒慘	精熟	第7級		4	1	[['淒慘', ['24384']]]	ㄑㄧ ㄘㄢˇ	qī cǎn
12183	起草	精熟	第7級		4	1	[['起草', ['24604']]]	ㄑㄧˇ ㄘㄠˇ	qǐ cǎo
12184	啟齒	精熟	第7級		3	1	[['啟齒', ['24631']]]	ㄑㄧˇ ㄔˇ	qǐ chǐ
12185	啟迪	精熟	第7級		3	1	[['啟迪', ['24626']]]	ㄑㄧˇ ㄉㄧˊ	qǐ dí
12186	氣度	精熟	第7級		5	1	[['氣度', ['24675']]]	ㄑㄧˋ ㄉㄨˋ	qì dù
12187	祈福	精熟	第7級		4	13	[['祈福', ['24420']]]	ㄑㄧˊ ㄈㄨˊ	qí fú
12188	奇觀	精熟	第7級		4	2	[['奇觀', ['24503']]]	ㄑㄧˊ ㄍㄨㄢ	qí guān
12189	契合	精熟	第7級		5	4	[['契合', ['24736']]]	ㄑㄧˋ ㄏㄜˊ	qì hé
12190	奇幻	精熟	第7級		4	3	[['奇幻', ['24505']]]	ㄑㄧˊ ㄏㄨㄢˋ	qí huàn
12191	期貨	精熟	第7級		3	1	[['期貨', ['24462']]]	ㄑㄧˊ ㄏㄨㄛˋ	qí huò
12192	氣急敗壞	精熟	第7級		4	0	[['氣急敗壞', ['24695']]]	ㄑㄧˋ ㄐㄧˊ ㄅㄞˋ ㄏㄨㄞˋ	qì jí bài huài
12193	歧見	精熟	第7級		3	2	[['歧見', ['24435']]]	ㄑㄧˊ ㄐㄧㄢˋ	qí jiàn
12194	奇景	精熟	第7級		3	4	[]	ㄑㄧˊ ㄐㄧㄥˇ	qí jǐng
12195	起居室	精熟	第7級		4	0	[]	ㄑㄧˇ ㄐㄩ ㄕˋ	qǐ jū shì
12196	起立	精熟	第7級		5	4	[['起立', ['24582']]]	ㄑㄧˇ ㄌㄧˋ	qǐ lì
12197	淒厲	精熟	第7級		2	1	[['淒厲', ['24381']]]	ㄑㄧ ㄌㄧˋ	qī lì
12198	欺凌	精熟	第7級		3	0	[['欺凌', ['24405']]]	ㄑㄧ ㄌㄧㄥˊ	qī líng
12199	起落	精熟	第7級		3	2	[['起落', ['24583']]]	ㄑㄧˇ ㄌㄨㄛˋ	qǐ luò
12200	期滿	精熟	第7級		3	1	[['期滿', ['24457']]]	ㄑㄧˊ ㄇㄢˇ	qí mǎn
12201	欺瞞	精熟	第7級		3	0	[['欺瞞', ['24403']]]	ㄑㄧ ㄇㄢˊ	qī mán
12202	器皿	精熟	第7級		4	3	[['器皿', ['24769']]]	ㄑㄧˋ ㄇㄧㄣˇ	qì mǐn
12203	氣惱	精熟	第7級		3	1	[['氣惱', ['24681']]]	ㄑㄧˋ ㄋㄠˇ	qì nǎo
12204	企盼	精熟	第7級		2	1	[['企盼', ['24645']]]	ㄑㄧˋ ㄆㄢˋ	qì pàn
12205	氣魄	精熟	第7級		4	1	[['氣魄', ['24668']]]	ㄑㄧˋ ㄆㄛˋ	qì pò
12206	氣球	精熟	第7級		11	6	[['氣球', ['24699']]]	ㄑㄧˋ ㄑㄧㄡˊ	qì qiú
12207	乞求	精熟	第7級		4	1	[['乞求', ['24564']]]	ㄑㄧˇ ㄑㄧㄡˊ	qǐ qiú
12208	崎嶇	精熟	第7級		6	8	[['崎嶇', ['24523']]]	ㄑㄧˊ ㄑㄩ	qí qū
12209	起色	精熟	第7級		4	1	[['起色', ['24608']]]	ㄑㄧˇ ㄙㄜˋ	qǐ sè
12210	棲身	精熟	第7級		3	5	[['棲身', ['24395']]]	ㄑㄧ ㄕㄣ	qī shēn
12211	奇事	精熟	第7級		3	0	[['奇事', ['24513']]]	ㄑㄧˊ ㄕˋ	qí shì
12212	啟事	精熟	第7級		4	1	[['啟事', ['24635']]]	ㄑㄧˇ ㄕˋ	qǐ shì
12213	起司	精熟	第7級		5	4	[['起司', ['24605']]]	ㄑㄧˇ ㄙ	qǐ sī
12214	起死回生	精熟	第7級		4	3	[['起死回生', ['24607']]]	ㄑㄧˇ ㄙˇ ㄏㄨㄟˊ ㄕㄥ	qǐ sǐ huí shēng
12215	乞討	精熟	第7級		3	3	[['乞討', ['24560']]]	ㄑㄧˇ ㄊㄠˇ	qǐ tǎo
12216	起頭	精熟	第7級		4	5	[['起頭', ['24579']]]	ㄑㄧˇ ㄊㄡˊ	qǐ tóu
12217	起舞	精熟	第7級		7	0	[]	ㄑㄧˇ ㄨˇ	qǐ wǔ
12218	棲息	精熟	第7級		7	19	[['棲息', ['24393']]]	ㄑㄧ ㄒㄧˊ	qī xí
12219	器械	精熟	第7級		4	2	[['器械', ['24774']]]	ㄑㄧˋ ㄒㄧㄝˋ	qì xiè
12220	齊心	精熟	第7級		2	5	[['齊心', ['24553']]]	ㄑㄧˊ ㄒㄧㄣ	qí xīn
12221	氣壓	精熟	第7級		3	3	[['氣壓', ['24720']]]	ㄑㄧˋ ㄧㄚ	qì yā
12222	欺壓	精熟	第7級		4	1	[['欺壓', ['24411']]]	ㄑㄧ ㄧㄚ	qī yā
12223	起疑	精熟	第7級		4	0	[['起疑', ['24611']]]	ㄑㄧˇ ㄧˊ	qǐ yí
12224	起義	精熟	第7級		14	2	[['起義', ['24612']]]	ㄑㄧˇ ㄧˋ	qǐ yì
12225	起因	精熟	第7級		6	1	[['起因', ['24614']]]	ㄑㄧˇ ㄧㄣ	qǐ yīn
12226	啟用	精熟	第7級		3	13	[['啟用', ['24637']]]	ㄑㄧˇ ㄩㄥˋ	qǐ yòng
12227	起用	精熟	第7級		3	1	[['起用', ['24616']]]	ㄑㄧˇ ㄩㄥˋ	qǐ yòng
12228	奇遇	精熟	第7級		4	1	[['奇遇', ['24520']]]	ㄑㄧˊ ㄩˋ	qí yù
12229	豈止	精熟	第7級		3	1	[['豈止', ['24620']]]	ㄑㄧˇ ㄓˇ	qǐ zhǐ
12230	器重	精熟	第7級		3	0	[['器重', ['24775']]]	ㄑㄧˋ ㄓㄨㄥˋ	qì zhòng
12231	恰如其分	精熟	第7級		2	0	[['恰如其分', ['24797']]]	ㄑㄧㄚˋ ㄖㄨˊ ㄑㄧˊ ㄈㄣˋ	qià rú qí fèn
12232	乾2	精熟	第7級		50	99	[['乾', ['16341', '25228']]]	ㄑㄧㄢˊ	qián
12233	嵌	精熟	第7級		5	1	[['嵌', ['18430', '25109']]]	ㄑㄧㄢ	qiān
12234	牽絆	精熟	第7級		2	2	[['牽絆', ['25089']]]	ㄑㄧㄢ ㄅㄢˋ	qiān bàn
12235	謙卑	精熟	第7級		6	15	[['謙卑', ['25150']]]	ㄑㄧㄢ ㄅㄟ	qiān bēi
12236	錢幣	精熟	第7級		3	2	[['錢幣', ['25264']]]	ㄑㄧㄢˊ ㄅㄧˋ	qián bì
12237	淺薄	精熟	第7級		4	1	[['淺薄', ['25270']]]	ㄑㄧㄢˇ ㄅㄛˊ	qiǎn bó
12238	牽扯	精熟	第7級		4	1	[['牽扯', ['25101']]]	ㄑㄧㄢ ㄔㄜˇ	qiān chě
12239	千方百計	精熟	第7級		5	1	[['千方百計', ['25052']]]	ㄑㄧㄢ ㄈㄤ ㄅㄞˇ ㄐㄧˋ	qiān fāng bǎi jì
12240	潛伏	精熟	第7級		6	2	[['潛伏', ['25239']]]	ㄑㄧㄢˊ ㄈㄨˊ	qián fú
12241	前功盡棄	精熟	第7級		2	1	[['前功盡棄', ['25178']]]	ㄑㄧㄢˊ ㄍㄨㄥ ㄐㄧㄣˋ ㄑㄧˋ	qián gōng jìn qì
12242	牽掛	精熟	第7級		4	4	[['牽掛', ['25096']]]	ㄑㄧㄢ ㄍㄨㄚˋ	qiān guà
12243	謙和	精熟	第7級		2	1	[['謙和', ['25152']]]	ㄑㄧㄢ ㄏㄜˊ	qiān hé
12244	欠佳	精熟	第7級		3	2	[['欠佳', ['25297']]]	ㄑㄧㄢˋ ㄐㄧㄚ	qiàn jiā
12245	歉疚	精熟	第7級		3	1	[['歉疚', ['25315']]]	ㄑㄧㄢˋ ㄐㄧㄡˋ	qiàn jiù
12246	遷就	精熟	第7級		3	1	[['遷就', ['25143']]]	ㄑㄧㄢ ㄐㄧㄡˋ	qiān jiù
12247	遷居	精熟	第7級		4	2	[['遷居', ['25144']]]	ㄑㄧㄢ ㄐㄩ	qiān jū
12248	千鈞一髮	精熟	第7級		2	1	[['千鈞一髮', ['25066']]]	ㄑㄧㄢ ㄐㄩㄣ ㄧˋ ㄈㄚˇ	qiān jūn yì fǎ
12249	乾坤	精熟	第7級		5	8	[['乾坤', ['25229']]]	ㄑㄧㄢˊ ㄎㄨㄣ	qián kūn
12250	千里迢迢	精熟	第7級		3	4	[['千里迢迢', ['45294']]]	ㄑㄧㄢ ㄌㄧˇ ㄊㄧㄠˊ ㄊㄧㄠˊ	qiān lǐ tiáo tiáo
12251	遷怒	精熟	第7級		2	0	[['遷怒', ['25141']]]	ㄑㄧㄢ ㄋㄨˋ	qiān nù
12252	千篇一律	精熟	第7級		3	1	[['千篇一律', ['25051']]]	ㄑㄧㄢ ㄆㄧㄢ ㄧˊ ㄌㄩˋ	qiān piān yí lǜ
12253	前仆後繼	精熟	第7級		2	1	[['前仆後繼', ['25163']]]	ㄑㄧㄢˊ ㄆㄨ ㄏㄡˋ ㄐㄧˋ	qián pū hòu jì
12254	千奇百怪	精熟	第7級		2	1	[['千奇百怪', ['25067']]]	ㄑㄧㄢ ㄑㄧˊ ㄅㄞˇ ㄍㄨㄞˋ	qiān qí bǎi guài
12255	牽強	精熟	第7級		3	1	[['牽強', ['25097']]]	ㄑㄧㄢ ㄑㄧㄤˇ	qiān qiǎng
12256	千秋	精熟	第7級		4	1	[['千秋', ['25068']]]	ㄑㄧㄢ ㄑㄧㄡ	qiān qiū
12257	前世	精熟	第7級		5	2	[['前世', ['25203']]]	ㄑㄧㄢˊ ㄕˋ	qián shì
12258	前所未見	精熟	第7級		3	2	[['前所未見', ['25214']]]	ㄑㄧㄢˊ ㄙㄨㄛˇ ㄨㄟˋ ㄐㄧㄢˋ	qián suǒ wèi jiàn
12259	前所未有	精熟	第7級		12	6	[['前所未有', ['25215']]]	ㄑㄧㄢˊ ㄙㄨㄛˇ ㄨㄟˋ ㄧㄡˇ	qián suǒ wèi yǒu
